 m n lenL1 lenS1 Hright1 Hleft1 Area1 CosA1 lenL2 lenS2 Hright2 Hleft2 Area2 CosA2 Dcen Datom Dcenp1 Dcenp2 CosL CosS CosN CosO AreaPJ
  493 1849    1.39847    1.10715    0.26138    1.14158    0.93921    0.99999    1.41286    1.11123    0.24669    1.13899    0.93573    0.95565    0.88934    0.44626    0.00949    0.73384    0.87000    0.98593    0.06344    0.29460    0.06790
  493 1953    1.39847    1.10715    0.26138    1.14158    0.93921    0.99999    1.39962    1.08476    0.26807    1.12498    0.93094    0.95442    1.50986    0.49236    0.20894   -0.76081    0.96502    0.69557    0.00273   -0.32498    0.00307
  493 2091    1.39847    1.10715    0.26138    1.14158    0.93921    0.99999    1.40922    1.10055    0.26557    1.15323    0.91682    0.87469    1.65797    0.35181   -0.22820    0.09703    0.82441    0.78449   -0.11034   -0.78087   -0.10248
  494  680    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.42360    1.10659    0.25483    1.14963    0.92686    0.96789    0.56652    0.25159   -0.43979   -0.13133    0.99253    0.88198    0.11495    0.37261    0.12938
  494  695    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.40912    1.09716    0.26765    1.14038    0.93693    0.98563    1.29309    0.48053    0.31715    1.17645   -0.13879    0.48100   -0.00250    0.04902    0.00246
  494  754    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.40602    1.09497    0.23676    1.12941    0.89160    0.79789    0.67073    0.21544    0.11430    0.37221    0.97104    0.99856    0.17259    0.80527    0.18636
  494  961    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.41151    1.07033    0.26888    1.12076    0.91465    0.99952    1.21049    0.40942    0.65095    0.77358    0.23027    0.38375    0.01696    0.73994    0.00603
  494  977    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.39194    1.10320    0.25996    1.12681    0.94980    0.95632    1.36073    0.22167    0.22848    0.34925   -0.04354   -0.04168   -0.01310    0.99617    0.00065
  494 1103    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.38833    1.08049    0.27584    1.14637    0.88856    0.98865    1.45798    0.45022    1.02041    0.70256   -0.26807    0.41501   -0.01572   -0.24180    0.01695
  494 1122    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.40998    1.06822    0.27347    1.13668    0.88723    0.86586    0.50474    0.25376    0.26907    0.42173   -0.98948   -0.97024   -0.20369    0.91874    0.22429
  494 1265    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.41061    1.09185    0.26434    1.14132    0.91750    0.95474    0.52562    0.30364   -0.29002    0.48745   -0.92925   -0.63593    0.06392   -0.63808   -0.06648
  494 1295    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.37851    1.10173    0.25892    1.12895    0.93174    0.86525    1.37340    0.27803    0.19413   -0.27500    0.43339   -0.40992    0.18233   -0.72314    0.10751
  494 1453    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.42140    1.09461    0.25470    1.13602    0.92278    0.99972    1.40058    0.31342   -0.54757   -0.53481   -0.60892   -0.72537    0.14620   -0.65261   -0.14160
  494 1457    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.41219    1.08859    0.27052    1.13341    0.93720    0.99088    0.59809    0.23428    0.37942    0.16525   -0.98896   -0.92019   -0.15777    0.65066    0.17914
  494 1736    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.40439    1.09176    0.26132    1.13416    0.92100    0.96899    0.61784    0.23977   -0.17072   -0.47218   -0.99869   -0.94935   -0.18859    0.80986    0.21098
  494 1985    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.41923    1.09598    0.27949    1.15016    0.94474    0.99669    1.46991    0.40320   -0.84003    0.28407   -0.58049   -0.98821    0.04501   -0.20613   -0.03395
  495  575    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.37968    1.09000    0.26349    1.12864    0.91477    0.77340    0.55236    0.26177   -0.54542   -0.22731    0.96826    0.89607    0.15728    0.68856    0.16686
  495  978    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.41324    1.08274    0.27435    1.14095    0.91734    0.99132    1.65326    0.27467    0.04017   -0.07778    0.98861    0.81303    0.12115    0.39316    0.13232
  495  994    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.39933    1.10707    0.26029    1.14043    0.93970    0.95166    0.53451    0.25275   -0.20460   -0.51793   -0.97378   -0.88731   -0.09474    0.31464    0.10189
  495 1060    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.41306    1.09060    0.25799    1.12453    0.93574    0.99911    1.48947    0.37289    0.12614   -0.38328   -0.95927   -0.49921    0.11085   -0.98145   -0.12021
  495 1193    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.41782    1.09392    0.27992    1.15874    0.92360    0.99926    1.40857    0.22504   -0.31889   -0.31679    0.95391    0.93523    0.15564    0.70126    0.16493
  495 1314    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.42931    1.11724    0.28689    1.19887    0.92247    0.95926    1.46492    0.20644   -0.31798   -0.14851    0.98390    0.85317    0.18344    0.66066    0.19924
  495 1333    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.41141    1.09408    0.27195    1.14612    0.92859    0.95607    1.68867    0.33912    0.06521   -0.13188    0.99303    0.40067   -0.05332   -0.86803   -0.05853
  495 1619    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.42621    1.08423    0.28581    1.15441    0.92548    0.93282    0.49446    0.24652    0.16258    0.45571    0.98194    0.93001    0.14181    0.53534    0.15729
  495 1670    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.39462    1.12354    0.24090    1.13828    0.94285    0.88608    1.52709    0.39325    0.41419   -0.39676    0.98225    0.48756   -0.04981   -0.65379   -0.05283
  495 1727    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.40966    1.09382    0.27876    1.15506    0.92282    0.99980    1.74113    0.43732    0.18478   -0.00113   -0.97522   -0.96592   -0.18787    0.87865    0.20153
  495 1775    1.40966    1.08424    0.25502    1.11949    0.92250    0.99866    1.40893    1.09961    0.27672    1.15636    0.92964    0.99660    1.59718    0.46518   -0.39195   -0.51963   -0.92420   -0.93265   -0.16669    0.80777    0.17043
  496  542    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.43004    1.07789    0.28291    1.15131    0.91313    0.99398    0.58159    0.22389   -0.20299    0.27191    0.96897    0.49346   -0.08381   -0.95271   -0.09253
  496  560    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.41328    1.09299    0.26461    1.13673    0.93109    0.98984    1.50318    0.21322   -0.20448   -0.00162    0.84669    0.80356   -0.00732   -0.10379   -0.00805
  496  592    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.39861    1.07882    0.28124    1.13049    0.93049    0.99808    0.96334    0.49641   -0.68457    0.11116    0.99108    0.84613    0.16163    0.68055    0.18068
  496  605    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.40838    1.06853    0.29112    1.14543    0.90389    0.99878    0.50405    0.25777   -0.46433    0.23507   -0.92700   -0.70388    0.07149   -0.73925   -0.07417
  496  869    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.40788    1.07320    0.28442    1.13514    0.92108    0.99995    0.54141    0.26579    0.29141    0.52216   -0.98930   -0.82209   -0.12030    0.44451    0.13563
  496 1358    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.40717    1.09640    0.25538    1.12145    0.94607    0.99914    0.52186    0.25332   -0.19844   -0.47130    0.98698    0.93566    0.16896    0.79046    0.19145
  496 1463    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.39316    1.08691    0.27310    1.13143    0.92898    0.94202    0.62657    0.21029    0.24763   -0.16746   -0.96452   -0.50479    0.09649   -0.98206   -0.10355
  496 1478    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.36729    1.07680    0.27434    1.14332    0.86944    0.77983    1.34259    0.32776   -0.28081    0.77724    0.75868    0.70472   -0.09962   -0.54925   -0.08954
  496 1543    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.41242    1.08847    0.27194    1.14662    0.91504    0.97973    0.94172    0.23267    0.50310   -0.00185    0.22853    0.14072   -0.00693    0.72403   -0.00199
  496 1627    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.40923    1.11017    0.25819    1.14328    0.94439    0.98680    0.60157    0.26749    0.50998    0.29351    0.99811    0.90611    0.16026    0.72317    0.17926
  496 1892    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.40661    1.12058    0.23979    1.13385    0.95021    0.91989    1.38519    0.28495    0.48578   -0.94522   -0.20369   -0.00121   -0.12360    0.45639    0.08991
  496 2051    1.40929    1.10741    0.24920    1.13678    0.93329    0.96987    1.41211    1.09477    0.26288    1.13229    0.93949    0.98124    1.04850    0.21953   -0.00098    0.64271    0.35054    0.44831    0.07895    0.73816    0.03904
  497  859    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.41935    1.11482    0.27381    1.16730    0.94630    0.93643    1.79757    0.46601   -0.10849   -0.57638   -0.94439   -0.96367   -0.19833    0.96072    0.21552
  497 1016    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.41017    1.07742    0.25895    1.12937    0.89542    0.92861    1.01167    0.31380    0.81261   -0.04973    0.14523   -0.79187    0.08561   -0.53101    0.01521
  497 1056    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.42507    1.07384    0.27477    1.14804    0.89054    0.89321    1.55607    0.23636    0.41589   -0.05258    0.96324    0.38102   -0.06465   -0.95448   -0.07034
  497 1156    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.41555    1.06701    0.25660    1.12467    0.87830    0.94226    1.54669    0.26059    0.34272    0.18465    0.99480    0.45934    0.02011   -0.59813    0.02157
  497 1243    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.42103    1.11322    0.27324    1.16202    0.95254    0.98347    1.56759    0.24308   -0.04742    0.03314   -0.99017   -0.41659   -0.02869   -0.52690    0.03214
  497 1356    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.40681    1.10612    0.23771    1.12428    0.93052    0.99638    1.33115    0.36777   -0.96920    0.85956   -0.06834    0.52368    0.09049   -0.08892   -0.04601
  497 1377    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.42471    1.10975    0.27716    1.17244    0.93426    0.98729    0.48946    0.27071   -0.47548   -0.29438   -0.99236   -0.91064   -0.17334    0.74988    0.19225
  497 1402    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.37758    1.10814    0.24691    1.11933    0.94126    0.83241    0.67935    0.22763    0.39373   -0.17619    0.90664    0.65604   -0.13453   -0.99238   -0.13457
  497 1580    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.38787    1.07892    0.24804    1.09443    0.92863    0.92437    1.20570    0.26563    0.74245    0.61375   -0.14854    0.63521   -0.01322   -0.36242    0.00637
  497 1764    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.36435    1.07706    0.25717    1.11360    0.89112    0.80602    1.00988    0.21139    0.53697    0.25197    0.24908   -0.70777    0.16550   -0.51155    0.04535
  497 1997    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.41862    1.08052    0.26819    1.12414    0.93552    0.99968    0.60863    0.27831   -0.28299   -0.25665   -0.98053   -0.99397   -0.21092    0.98443    0.23860
  497 2095    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.41930    1.08371    0.26853    1.14414    0.90626    0.99932    1.83278    0.48951    0.15740   -0.17588    0.95640    0.96581    0.20600    0.97384    0.22161
  497 2100    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.40534    1.07662    0.25956    1.11720    0.91463    0.99225    1.12243    0.20970    0.50745    0.36161    0.20155   -0.64198    0.02230   -0.40536    0.01089
  497 2145    1.41705    1.07744    0.28277    1.14007    0.92480    0.98164    1.41917    1.07044    0.28927    1.14811    0.90677    0.88966    0.51234    0.24649   -0.17487    0.49609   -0.95508   -0.69161    0.04662   -0.70938   -0.04964
  498 1232    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.38586    1.08268    0.24712    1.10516    0.91506    0.96444    1.50843    0.24795   -0.23534    0.06921   -0.85417   -0.79031    0.10487   -0.75656   -0.09884
  498 1234    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.41959    1.10460    0.28993    1.16683    0.95355    0.98779    1.09994    0.42061    0.76167   -0.56307   -0.19584    0.22906   -0.00850    0.28870    0.00439
  498 1477    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.41369    1.11866    0.25854    1.15270    0.95031    0.98959    0.52158    0.28316   -0.14506   -0.49843   -0.96962   -0.93687   -0.11947    0.51139    0.13114
  498 1514    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.40286    1.08993    0.27038    1.14126    0.91940    0.89024    1.08861    0.21958    0.38908    0.53818    0.50835   -0.45203    0.17303   -0.73949    0.12068
  498 1525    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.39766    1.10517    0.26901    1.13953    0.95162    0.99996    0.47472    0.27166    0.17852   -0.42503   -0.95032   -0.58950    0.05108   -0.67704   -0.05533
  498 1582    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.40418    1.04418    0.26285    1.12940    0.81805    0.74112    1.54540    0.23612    0.06903    0.26175   -0.92785   -0.95125   -0.17230    0.75810    0.16818
  498 1671    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.40785    1.09112    0.27396    1.14288    0.92910    0.99999    0.68637    0.23242    0.33212   -0.12418   -0.95541   -0.56510    0.07644   -0.90326   -0.08102
  498 1747    1.41870    1.09195    0.27129    1.14835    0.92282    0.97600    1.41499    1.08051    0.28114    1.14361    0.92099    0.99975    1.33138    0.28797   -0.92110    0.38206   -0.08260    0.34301   -0.16910   -0.20360    0.01659
  499  623    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.39103    1.08402    0.24280    1.10722    0.90991    0.98220    1.24537    0.24800   -0.50956   -0.13248   -0.30859    0.51447   -0.01127   -0.26476    0.00440
  499  722    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.42343    1.09749    0.27187    1.15641    0.92476    0.99186    1.50795    0.47396    0.79669    0.49382    0.49022   -0.45622    0.04569   -0.57140    0.04079
  499  874    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.42471    1.06965    0.27957    1.13570    0.91358    0.98904    0.51838    0.22565    0.48546    0.13410    0.98808    0.89509    0.12541    0.48817    0.14255
  499  942    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.40436    1.07013    0.27920    1.12415    0.92224    0.98062    1.52110    0.42344    0.83108    0.70789    0.45108   -0.08493    0.04119   -0.02024    0.03819
  499  993    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.39584    1.07663    0.29116    1.14280    0.91938    0.99207    1.49238    0.47127   -0.80773    0.37560   -0.59820    0.22212   -0.16320   -0.38298    0.14522
  499 1210    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.41422    1.10186    0.25316    1.15301    0.89930    0.99968    0.55640    0.32741   -0.47566   -0.27952   -0.95769   -0.94994   -0.15834    0.81127    0.16563
  499 1235    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.42885    1.05943    0.28847    1.15236    0.87624    0.90907    0.69211    0.18227   -0.18406    0.31666   -0.91967   -0.64166    0.12408   -0.95615   -0.12621
  499 1624    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.39531    1.10230    0.25819    1.12759    0.94554    0.98535    1.22220    0.31318    0.62087    0.75235   -0.25392   -0.30250   -0.12284    0.54201    0.04288
  499 1699    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.41488    1.08700    0.27829    1.14201    0.93377    0.98998    1.33122    0.24949   -0.16402    0.14787    0.72917    0.84374   -0.18167   -0.98095   -0.15053
  499 1770    1.37060    1.10182    0.23377    1.09906    0.93490    0.95922    1.41946    1.09847    0.26420    1.14747    0.92697    0.99492    0.50714    0.25799    0.12683    0.50440    0.97317    0.81108    0.11415    0.47427    0.12759
  500  716    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.40846    1.08991    0.26404    1.14421    0.90538    0.79111    1.28664    0.31770   -0.46078   -0.63125   -0.17496    0.76462   -0.12134   -0.40255    0.03400
  500  771    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.40056    1.05948    0.25251    1.09290    0.90360    0.92418    1.39337    0.29702   -0.20521   -0.47366   -0.96719   -0.92224   -0.19735    0.88345    0.21066
  500  825    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.41488    1.09951    0.25319    1.13187    0.93514    0.99951    1.45617    0.32857    0.48076   -0.23218   -0.93510   -0.76797   -0.01848   -0.09546    0.01948
  500 1490    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.39542    1.09923    0.24996    1.12515    0.92808    1.00000    0.51785    0.21735   -0.47230   -0.18377   -0.98280   -0.91421   -0.09950    0.31416    0.10634
  500 1568    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.42576    1.09085    0.26755    1.13801    0.93738    0.94924    1.03194    0.25234    0.03660    0.30021   -0.05310   -0.02879   -0.02085    0.96631    0.00127
  500 1621    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.41264    1.09901    0.25734    1.13534    0.93378    0.99889    1.20306    0.27158    0.00849   -0.15363   -0.22247   -0.20015   -0.08577    0.75214    0.02134
  500 1720    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.41102    1.09188    0.26342    1.14092    0.91683    0.89647    0.47986    0.27693   -0.23379   -0.44447   -0.99618   -0.94084   -0.12374    0.37019    0.13305
  500 1860    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.40642    1.09573    0.25430    1.13586    0.91523    0.99755    0.49385    0.25845    0.45814    0.27324    0.98870    0.94808    0.13911    0.54457    0.14833
  500 1987    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.39517    1.08797    0.27143    1.13109    0.93036    0.99998    0.78347    0.18902    0.20046    0.28652    0.91484    0.95944    0.18189    0.85566    0.19432
  500 1992    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.40617    1.06455    0.27905    1.12865    0.90198    0.99980    1.19867    0.34259   -0.02866    0.17565   -0.11680   -0.03554   -0.02297    0.95299    0.00291
  500 2006    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.40225    1.08776    0.27531    1.13683    0.93120    0.98777    0.58726    0.20809   -0.28100    0.27220    0.92992    0.60170   -0.09919   -0.93567   -0.10086
  500 2131    1.39869    1.09828    0.26506    1.15108    0.90773    0.86477    1.40460    1.09480    0.24634    1.11107    0.94309    0.93492    0.50174    0.27242    0.21839   -0.49474    0.93836    0.70225   -0.04380   -0.49462   -0.04599
  501  673    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.39256    1.10090    0.25568    1.14276    0.90791    0.93398    0.60712    0.26646    0.25753    0.26976    0.99399    0.99329    0.21000    0.97815    0.22504
  501  839    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.40185    1.10441    0.25914    1.13888    0.93597    0.96539    0.48049    0.26842   -0.47355   -0.14724    0.98342    0.88282    0.13138    0.53836    0.14494
  501  912    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.40476    1.10190    0.26674    1.14134    0.94157    0.99741    0.49449    0.26292   -0.22542    0.48668    0.97424    0.59946   -0.03489   -0.55721   -0.03838
  501  923    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.40795    1.13035    0.24599    1.16818    0.92031    0.97793    1.70161    0.44524    0.43917   -0.31958   -0.97299   -0.33447   -0.00269   -0.55491    0.00288
  501 1171    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.40906    1.08546    0.26355    1.13352    0.91466    0.99782    1.60159    0.42723    0.89832    0.55515    0.30322    0.52718   -0.18823   -0.52568   -0.11342
  501 1697    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.40754    1.07820    0.26623    1.11297    0.93951    0.96699    0.49029    0.26426    0.47697   -0.21585   -0.97447   -0.58050    0.06035   -0.70433   -0.06764
  501 1801    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.41935    1.10103    0.27818    1.16453    0.92708    0.96015    0.98746    0.24034    0.11326   -0.93618    0.12377   -0.04288   -0.14202   -0.01587   -0.06234
  501 1830    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.40672    1.08381    0.26522    1.13864    0.90271    0.87135    1.65425    0.26239   -0.06898    0.04813    0.78198    0.77743    0.16730    0.94080    0.14356
  501 1832    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.38804    1.10655    0.25997    1.14702    0.91820    0.85416    1.52274    0.38700   -0.22427    0.56581    0.66738    0.75204   -0.11410   -0.51417   -0.10228
  501 1908    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.42332    1.09984    0.26672    1.14981    0.93313    0.98313    0.92954    0.27181    0.75035   -0.30666    0.05301   -0.00970    0.15618    0.15293    0.10091
  501 2088    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.42518    1.09866    0.24280    1.13527    0.91318    0.99969    0.95219    0.37903    0.58390    0.72839   -0.06270    0.09729   -0.15643    0.13533    0.08527
  501 2130    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    1.39110    1.12153    0.21073    1.13430    0.88514    0.80018    1.04247    0.21690   -0.34479    0.82984    0.16620    0.27645   -0.06968    0.34052   -0.04618
  502  615    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.41800    1.08469    0.27128    1.14325    0.91484    0.98591    0.62372    0.23699    0.23924   -0.38967   -0.89857   -0.65050    0.11941   -0.95789   -0.12009
  502  781    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.43241    1.08295    0.27730    1.15440    0.90987    0.96067    0.58474    0.20723   -0.22771    0.31410   -0.91486   -0.65197    0.12131   -0.99924   -0.12462
  502  907    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.40908    1.08284    0.25559    1.11606    0.92628    0.99447    1.15176    0.23637    0.37564   -0.31469   -0.63384    0.41996   -0.11464   -0.75400    0.08216
  502 1049    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.42658    1.12889    0.26458    1.16923    0.96333    0.99394    1.55360    0.21015    0.11803   -0.31517    0.65757    0.89466   -0.13557   -0.76473   -0.11562
  502 1077    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.41980    1.09581    0.28191    1.15555    0.93917    0.99514    1.41618    0.28054   -0.30453    0.31207   -0.69479   -0.88074    0.16968   -0.98988   -0.13424
  502 1188    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.39427    1.13000    0.20662    1.13246    0.90329    0.76206    0.58390    0.27089    0.20821    0.41944    0.99857    0.94469    0.20263    0.95937    0.21033
  502 1357    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.39515    1.08317    0.28396    1.13073    0.94236    0.93332    1.57907    0.24505    0.03830    0.36971    0.85100    0.85502    0.15513    0.81538    0.15533
  502 1417    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.41496    1.10003    0.27977    1.15857    0.93619    0.98929    1.50788    0.28285   -0.20421   -0.03796    0.84430    0.84288    0.17140    0.94785    0.16598
  502 1593    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.41407    1.07483    0.27914    1.13579    0.91796    0.94409    0.47647    0.26638    0.46468    0.29218   -0.96971   -0.97864   -0.15423    0.64133    0.17350
  502 1832    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.38804    1.10655    0.25997    1.14702    0.91820    0.85416    1.33737    0.24298    0.18476   -0.13412   -0.56777    0.48632   -0.12534   -0.83289    0.07649
  502 1873    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.41623    1.06911    0.26747    1.12005    0.91355    0.99996    1.57155    0.48634    1.06504   -0.23496   -0.62733    0.11792   -0.15954   -0.24304    0.11370
  502 1896    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.40478    1.11052    0.27638    1.16395    0.93760    0.99113    0.54008    0.23884   -0.47844    0.18937    0.93734    0.68194   -0.03778   -0.55559   -0.04019
  502 2035    1.41714    1.08115    0.28129    1.13922    0.93234    0.99994    1.40315    1.09874    0.24912    1.12268    0.93509    0.98863    0.51457    0.26279   -0.23776    0.46363   -0.97127   -0.54519    0.02648   -0.57350   -0.02930
  503  694    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.39105    1.09698    0.22120    1.10140    0.91071    0.99753    0.54496    0.24679   -0.48160   -0.26195   -0.99433   -0.94608   -0.17276    0.82627    0.18987
  503  748    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.37574    1.08295    0.28103    1.13833    0.91028    0.87783    0.68023    0.33367    0.30468   -0.50790    0.95225    0.57229   -0.05274   -0.61688   -0.05569
  503  768    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.40079    1.09043    0.26719    1.13713    0.92095    0.87797    1.50160    0.28543   -0.23830    0.17698   -0.97819   -0.51289    0.06624   -0.86489   -0.07329
  503  968    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.38473    1.08294    0.25575    1.13202    0.88113    0.87385    1.40246    0.45638   -0.03101    0.49480    0.99779    0.42396   -0.06465   -0.91481   -0.06935
  503 1365    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.40677    1.12213    0.25415    1.16849    0.91513    0.99090    1.05406    0.21724   -0.12059    0.39727    0.39323    0.03298    0.07716    0.48235    0.03379
  503 1610    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.42063    1.09346    0.26509    1.14123    0.92944    0.99524    0.65226    0.22776   -0.16900   -0.34026    0.99979    0.98383    0.19246    0.89024    0.22170
  503 1947    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.38751    1.10518    0.25642    1.13453    0.93114    0.93879    0.51016    0.24683    0.50369    0.07851    0.97558    0.79083    0.07296    0.18811    0.07971
  503 2114    1.39389    1.11293    0.25385    1.13140    0.95410    0.97158    1.41361    1.07493    0.27793    1.14408    0.89992    0.82016    0.52540    0.28741    0.28061   -0.51534   -0.95669   -0.62248    0.04516   -0.54143   -0.04885
  504  795    1.40879    1.09828    0.27629    1.15536    0.92752    0.98399    1.41077    1.09192    0.27560    1.14426    0.93338    0.98834    1.21864    0.26816   -0.09735   -0.86763   -0.05527   -0.38422   -0.00911    0.51729    0.00118
  504  835    1.40879    1.09828    0.27629    1.15536    0.92752    0.98399    1.40630    1.07688    0.26874    1.11713    0.93273    0.98438    1.51245    0.49765   -0.97983    0.68988   -0.11132    0.11673   -0.20292   -0.14182    0.05107
  504 1001    1.40879    1.09828    0.27629    1.15536    0.92752    0.98399    1.41042    1.09856    0.28148    1.16720    0.91659    0.89521    0.63613    0.19480    0.25893    0.29366   -0.99756   -0.99752   -0.21139    0.99576    0.23017
  504 1008    1.40879    1.09828    0.27629    1.15536    0.92752    0.98399    1.40608    1.08009    0.27324    1.15366    0.87974    0.99741    0.38797    0.28986    0.36672    0.37057   -0.99437   -0.98798   -0.21325    0.98533    0.22560
  504 1155    1.40879    1.09828    0.27629    1.15536    0.92752    0.98399    1.39609    1.11080    0.25111    1.13751    0.93461    0.95330    0.53892    0.25150   -0.46111   -0.20890   -0.99887   -0.90794   -0.17068    0.74085    0.18593
