 m n lenL1 lenS1 Hright1 Hleft1 Area1 CosA1 lenL2 lenS2 Hright2 Hleft2 Area2 CosA2 Dcen Datom Dcenp1 Dcenp2 CosL CosS CosN CosO AreaPJ
  236 1499    1.41309    1.08752    0.27543    1.14460    0.92367    0.96369    1.38501    1.10161    0.24543    1.12717    0.91462    0.83091    1.06724    0.26756   -0.25462   -0.91224   -0.37088    0.31363    0.06467   -0.17482   -0.06868
  236 1536    1.41309    1.08752    0.27543    1.14460    0.92367    0.96369    1.39570    1.11180    0.23676    1.14326    0.89842    0.81794    0.50227    0.26160    0.50182   -0.20007   -0.94978   -0.75029    0.07413   -0.72850   -0.07510
  236 1800    1.41309    1.08752    0.27543    1.14460    0.92367    0.96369    1.42111    1.10556    0.26979    1.15575    0.93978    0.99466    1.65160    0.45095    0.86233   -0.76470   -0.64065   -0.23514   -0.20319    0.27982    0.21990
  236 1902    1.41309    1.08752    0.27543    1.14460    0.92367    0.96369    1.40613    1.09932    0.28026    1.15619    0.93404    0.90755    0.63733    0.28863    0.17771    0.46769   -0.95701   -0.98919   -0.17611    0.82137    0.19219
  236 1907    1.41309    1.08752    0.27543    1.14460    0.92367    0.96369    1.40716    1.08320    0.25372    1.13735    0.88161    0.80298    0.51074    0.24563   -0.48383    0.17305   -0.97114   -0.64057    0.05157   -0.73167   -0.05330
  237  305    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.39030    1.09967    0.29065    1.15696    0.94168    0.99660    1.02151    0.41049   -0.45896    0.83046    0.09093    0.94098   -0.17349   -0.78471   -0.02101
  237  378    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.40334    1.11831    0.26761    1.16145    0.94314    0.98218    0.56251    0.27029   -0.48748    0.49006   -0.13638   -0.96537    0.15993   -0.78250   -0.02527
  237  557    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.42037    1.09067    0.28410    1.15685    0.92907    0.99912    1.12295    0.29349    0.95974    0.11094   -0.02922   -0.35876    0.14128   -0.01026   -0.00499
  237  603    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.38161    1.08079    0.27102    1.11394    0.93461    0.88595    0.86953    0.27315   -0.04012    0.83444    0.42590    0.54239   -0.05728    0.01334   -0.05353
  237  627    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.40440    1.08311    0.29199    1.14457    0.93815    0.96138    0.61878    0.28206   -0.08906   -0.48253   -0.97772   -0.91040   -0.15410    0.61693    0.16645
  237  688    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.41565    1.11609    0.27137    1.15977    0.95638    0.99650    1.18373    0.26769    0.70464   -0.76993   -0.00171    0.52814    0.03342    0.18376   -0.00008
  237  734    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.41121    1.08189    0.27186    1.13537    0.91981    0.98464    1.01975    0.22877    0.94825    0.42122   -0.07462   -0.59900   -0.06541    0.16816    0.00800
  237  989    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.41653    1.12633    0.24115    1.15205    0.93844    0.91880    1.06300    0.31113   -0.50469    0.08354   -0.56799   -0.50850   -0.06670    0.58839    0.04598
  237 1603    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.41146    1.09505    0.26123    1.13349    0.93445    0.99735    1.01026    0.26909    0.75077   -0.05268    0.15643    0.61207    0.08949    0.24332    0.02709
  237 1744    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.42022    1.09171    0.26173    1.14926    0.90286    0.99582    0.94818    0.27557    0.73678    0.51246    0.29503   -0.24833   -0.01876   -0.17268   -0.00855
  237 1978    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.43245    1.12688    0.24046    1.15874    0.93560    0.99603    0.96116    0.23957    0.94397    0.19251   -0.33671    0.21688   -0.12011   -0.10754    0.04357
  237 2030    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.40976    1.08479    0.26455    1.13160    0.91906    0.90390    1.29780    0.37389    0.64314    0.03212   -0.36472    0.38315   -0.08486   -0.31603    0.03979
  237 2047    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.41111    1.11401    0.26446    1.15092    0.95208    0.99543    1.00189    0.22540    0.94499   -0.20244   -0.29115    0.34526   -0.00948   -0.20595    0.00388
  237 2079    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.41213    1.11609    0.27142    1.16092    0.95194    0.91265    1.17624    0.25814    0.97972   -0.48843   -0.01923    0.45214   -0.09461    0.05463    0.00200
  237 2109    1.41990    1.08869    0.26987    1.15224    0.90550    0.97715    1.40146    1.10471    0.24643    1.12502    0.93853    1.00000    1.29162    0.23406    0.66639    0.18175    0.10841   -0.40456    0.12713    0.05260    0.01497
  238  256    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.40819    1.09482    0.28599    1.17127    0.90706    0.87649    1.64881    0.40628   -0.28257   -0.42570   -0.97701   -0.98369   -0.21779    0.98690    0.23462
  238  264    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.41109    1.08457    0.26417    1.12865    0.92421    0.99072    1.38431    0.47074    0.64744    0.97666    0.18319    0.10601    0.19697    0.06481    0.13594
  238  350    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.42385    1.09490    0.27007    1.15216    0.92355    0.96544    0.61826    0.25513   -0.27529    0.22399   -0.92994   -0.62251    0.12014   -0.98867   -0.12598
  238  404    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.41631    1.10888    0.27763    1.15766    0.95553    0.99132    1.65137    0.26354    0.07002    0.15476    0.93969    0.75628   -0.01789   -0.34487   -0.01954
  238  697    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.42083    1.09869    0.27100    1.15652    0.92405    0.98034    0.48822    0.27631    0.47958   -0.21536   -0.98672   -0.56804    0.02101   -0.57301   -0.02326
  238  801    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.39019    1.10310    0.26017    1.13307    0.93760    0.95527    1.51364    0.28115    0.31411    0.15512    0.93535    0.76539   -0.01388   -0.28712   -0.01470
  238 1064    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.41935    1.08839    0.27595    1.15061    0.91936    0.91218    1.60984    0.40279   -0.56033    0.43572    0.95775    0.73030    0.03147   -0.07333    0.03434
  238 1153    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.41128    1.10657    0.24987    1.13460    0.93801    0.97709    0.61870    0.22115    0.28553    0.33079   -0.98082   -0.98299   -0.19521    0.96632    0.21518
  238 1298    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.41024    1.09787    0.24880    1.13215    0.91937    0.99768    0.48529    0.25486   -0.48348   -0.08448    0.97272    0.86093    0.08919    0.30357    0.09812
  238 1461    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.40690    1.08261    0.25281    1.11952    0.91269    0.95204    1.54944    0.27145    0.45584   -0.09881   -0.94546   -0.99563   -0.15126    0.69493    0.16831
  238 1510    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.41935    1.11927    0.24963    1.15754    0.92905    0.90184    1.71436    0.49926   -0.22312    0.38753    0.94127    0.92655    0.13301    0.62290    0.14177
  238 1698    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.39844    1.09467    0.28161    1.15482    0.92317    0.98866    1.59122    0.28011    0.05903   -0.22379    0.97525    0.94864    0.20866    0.95081    0.23009
  238 1833    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.40501    1.10066    0.24044    1.11702    0.93522    0.93637    1.61823    0.28371    0.14974   -0.21546    0.99665    0.90625    0.17526    0.74113    0.19579
  238 1960    1.41796    1.10530    0.25714    1.14254    0.93817    0.98572    1.40654    1.09519    0.23649    1.11837    0.91342    0.94713    1.65456    0.28333   -0.28431    0.19979   -0.95687   -0.72010    0.01901   -0.33224   -0.02019
  239  267    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.39669    1.09151    0.25091    1.13253    0.89885    0.92763    0.61921    0.21653   -0.25658    0.23670    0.92904    0.57652   -0.10053   -0.91426   -0.10145
  239  304    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.41917    1.11304    0.25184    1.14808    0.93665    0.90667    0.80122    0.27221   -0.11770    0.41565    0.80858   -0.26174    0.09170   -0.89938    0.08382
  239  362    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.40906    1.10253    0.26410    1.15522    0.91478    0.94642    1.49780    0.28438   -0.26720    0.10556   -0.92136   -0.61996    0.11420   -0.99890   -0.11497
  239  699    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.34297    1.03862    0.31662    1.13011    0.86719    0.94586    1.29518    0.25114   -0.39838   -0.74905    0.59724    0.44042   -0.12063   -0.57700   -0.12540
  239  821    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.38850    1.12507    0.22518    1.12689    0.93422    0.92900    0.53528    0.25677   -0.50481   -0.15813    0.98735    0.86946    0.07855    0.18235    0.08370
  239  845    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.41393    1.07121    0.28948    1.13907    0.92252    0.99168    0.45905    0.25325    0.41173   -0.28203    0.92681    0.65129   -0.08139   -0.79572   -0.08582
  239 1386    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.39995    1.07990    0.25067    1.12463    0.88803    0.75654    0.53941    0.27262    0.18295   -0.48950   -0.96292   -0.61610    0.08414   -0.85350   -0.08697
  239 1513    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.41244    1.07696    0.28052    1.14007    0.91648    0.99894    1.21917    0.27892   -0.22901    0.05410   -0.65021   -0.23909   -0.05864    0.10170    0.05570
  239 1672    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.38199    1.07009    0.27753    1.12274    0.90697    0.86769    1.16057    0.35723    0.24443    1.03899   -0.29420   -0.03602   -0.13073    0.58830    0.10349
  239 1751    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.41327    1.08854    0.27365    1.14130    0.92901    0.98200    1.12059    0.34538    0.57643   -0.28929    0.43274   -0.65766    0.16733   -0.81499    0.08140
  239 1948    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.40321    1.08761    0.27548    1.14091    0.92435    0.97731    0.61260    0.22890    0.22400    0.18294   -0.99627   -0.99773   -0.21715    0.99681    0.24028
  239 2083    1.41452    1.07715    0.28342    1.13686    0.92959    0.98132    1.42366    1.10722    0.27022    1.15740    0.94311    0.99782    0.85936    0.35620   -0.28709    0.82621   -0.56736    0.37727   -0.17909   -0.49353    0.13843
  240  276    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.43499    1.10494    0.27020    1.16285    0.93446    0.97257    0.49199    0.24241    0.41255    0.19968    0.99887    0.93686    0.18068    0.80371    0.20627
  240  332    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.39012    1.06955    0.26864    1.11100    0.91618    0.96239    1.24928    0.39787   -0.70691   -0.93750   -0.04147   -0.57612   -0.08148    0.07970    0.06179
  240  732    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.40066    1.08155    0.27232    1.13269    0.91796    0.99911    1.17162    0.24587   -0.51836    0.12441    0.26647    0.00559    0.01668    0.63157    0.00528
  240  797    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.41162    1.10346    0.26902    1.15167    0.93482    0.99029    0.47175    0.27966   -0.35313    0.46546    0.92588    0.66235   -0.08753   -0.75107   -0.09137
  240  935    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.39970    1.09117    0.26830    1.13210    0.93317    0.99663    0.60476    0.22611   -0.09789    0.37948   -0.96440   -0.53146    0.10355   -0.93140   -0.11248
  240 1237    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.40031    1.10720    0.25505    1.13902    0.93358    0.91737    0.53667    0.25455    0.36705    0.47927   -0.97971   -0.91804   -0.14347    0.63441    0.15918
  240 1349    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.40272    1.11587    0.26925    1.15797    0.94653    0.99330    0.61944    0.21043    0.09396    0.22557    0.99299    0.99811    0.20197    0.99096    0.22607
  240 1350    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.41440    1.10872    0.23866    1.13717    0.91876    0.99230    1.43245    0.23370    0.28708   -0.24673    0.89028    0.69360   -0.15189   -0.96684   -0.15030
  240 1375    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.39298    1.11176    0.22650    1.13165    0.89920    0.73422    1.51929    0.22790    0.01372   -0.24879   -0.97275   -0.59092    0.03699   -0.43185   -0.03815
  240 1482    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.41550    1.11762    0.27665    1.16768    0.95495    0.92255    1.42314    0.22844    0.36082   -0.37725   -0.90600   -0.80366    0.01572   -0.21935   -0.01715
  240 1574    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.40566    1.09677    0.26633    1.14847    0.91609    0.96676    1.22691    0.36435   -0.54062   -0.88192    0.08448    0.83935   -0.03177   -0.30583   -0.00411
  240 1963    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.42292    1.07479    0.29776    1.15911    0.91471    0.98966    0.54337    0.28884   -0.47021    0.19149    0.93459    0.64106   -0.06100   -0.64894   -0.06500
  240 2033    1.40128    1.09625    0.24314    1.10965    0.94097    0.97469    1.40787    1.09294    0.25805    1.12665    0.93392    0.95996    1.43588    0.48135    0.41489    0.78740   -0.94038   -0.91108   -0.13278    0.62140    0.15030
  241  278    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.39589    1.09510    0.27248    1.15474    0.90556    0.98393    0.94363    0.24438    0.88897    0.18542   -0.03636    0.23593    0.02051    0.45859   -0.00088
  241  284    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.41488    1.09925    0.26006    1.14413    0.92431    0.95231    1.46334    0.23933   -0.13522   -0.04367   -0.80317   -0.62887   -0.12844    0.69260    0.12110
  241  307    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.39015    1.06236    0.26222    1.10274    0.90322    1.00000    0.86527    0.24930    0.85315    0.50705    0.19384   -0.12300    0.06609    0.43078    0.01431
  241  449    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.41867    1.10726    0.26332    1.15918    0.92320    0.99569    1.46562    0.26131   -0.24509    0.30400   -0.95173   -0.00355   -0.02913   -0.88608    0.03087
  241  501    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.41796    1.09483    0.25292    1.12679    0.93521    0.99897    0.64012    0.28032    0.29621    0.25086    0.99513    0.99728    0.21200    0.99606    0.23986
  241  709    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.39753    1.10957    0.24762    1.13755    0.92616    0.90503    0.58772    0.24525   -0.50599   -0.25064   -0.99872   -0.83690   -0.16893    0.68478    0.18466
  241  839    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.40185    1.10441    0.25914    1.13888    0.93597    0.96539    0.57909    0.30465   -0.17995   -0.54491    0.96506    0.89686    0.11440    0.46343    0.12654
  241  907    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.40908    1.08284    0.25559    1.11606    0.92628    0.99447    1.54821    0.23748    0.23896    0.22492    0.61889    0.82124   -0.12412   -0.56282   -0.11361
  241 1366    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.42485    1.10114    0.26586    1.15507    0.92538    0.99964    1.29273    0.46240   -0.50567   -0.23525   -0.08544    0.79066   -0.05566   -0.45271    0.00764
  241 1400    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.39385    1.08337    0.25423    1.12828    0.89221    0.99516    1.22491    0.29475    0.00953   -0.15918   -0.93063    0.08193   -0.03195   -0.94090    0.03210
  241 1462    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.41275    1.10753    0.27861    1.16442    0.93919    0.97511    1.48166    0.19824    0.20685    0.18744    0.94645    0.21567    0.06820   -0.52919    0.07589
  241 1569    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.39946    1.09000    0.26485    1.14010    0.90916    0.91404    0.61747    0.28450   -0.28342   -0.35969    0.99104    0.99927    0.21642    0.99127    0.23688
  241 1830    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.40672    1.08381    0.26522    1.13864    0.90271    0.87135    1.42717    0.31997    0.14575    0.22783    0.82731    0.82167    0.16748    0.91473    0.15312
  241 1832    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.38804    1.10655    0.25997    1.14702    0.91820    0.85416    1.47049    0.21675    0.05325    0.69509    0.59153    0.77713   -0.11267   -0.44692   -0.09529
  241 1908    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.42332    1.09984    0.26672    1.14981    0.93313    0.98313    1.18842    0.39750    1.03219   -0.53232    0.08206    0.00658    0.16474    0.11024    0.18209
  241 1998    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.42108    1.12315    0.27338    1.17678    0.94834    0.96411    1.08564    0.38766    0.08304   -0.68622   -0.94081   -0.14198   -0.02157   -0.78005    0.02414
  241 2088    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.42518    1.09866    0.24280    1.13527    0.91318    0.99969    0.94678    0.24553    0.82758    0.51423   -0.10738    0.06905   -0.16907    0.09761    0.18364
  241 2130    1.39557    1.09235    0.26409    1.12533    0.93773    0.99755    1.39110    1.12153    0.21073    1.13430    0.88514    0.80018    1.06450    0.24050   -0.06736    0.48937    0.11386    0.24763   -0.08729    0.27733   -0.06307
  242  494    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.39369    1.09983    0.27148    1.13784    0.94427    0.98396    1.40173    0.25042   -0.70971   -0.35558   -0.59024   -0.05446    0.07395   -0.49959   -0.07835
  242  718    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.38911    1.06494    0.26325    1.10728    0.90210    0.99942    0.59621    0.23317    0.26188   -0.28753    0.94567    0.57632   -0.10094   -0.99870   -0.10401
  242  779    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.41309    1.08026    0.27505    1.14157    0.91154    0.96024    1.07004    0.22735   -0.19164   -0.71322    0.53420   -0.01425    0.18297   -0.08671    0.11937
  242 1122    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.40998    1.06822    0.27347    1.13668    0.88723    0.86586    1.14369    0.28855   -0.85506    0.04896    0.69390   -0.02739   -0.04459   -0.69231   -0.04631
  242 1334    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.39023    1.08559    0.25957    1.11201    0.93451    0.97761    0.52269    0.27292    0.48150    0.28264    0.99637    0.91709    0.14940    0.62404    0.16526
  242 1453    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.42140    1.09461    0.25470    1.13602    0.92278    0.99972    0.95888    0.26247    0.56844    0.44538    0.28865   -0.37593    0.18246   -0.33030    0.10619
  242 1457    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.41219    1.08859    0.27052    1.13341    0.93720    0.99088    1.05308    0.23974   -0.51443   -0.35856    0.64619   -0.06954   -0.01209   -0.58637   -0.01249
  242 1470    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.41089    1.08697    0.26330    1.12828    0.92875    0.99117    1.26522    0.49645   -0.64058   -0.57844    0.50149    0.15398    0.20368    0.20486    0.18486
  242 1696    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.42866    1.10466    0.28138    1.17297    0.93176    0.99979    1.03592    0.22064   -0.02044   -0.63314   -0.61158   -0.41723   -0.20321    0.43210    0.20002
  242 1736    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.40439    1.09176    0.26132    1.13416    0.92100    0.96899    1.50910    0.33155   -0.89142   -0.60286    0.56581    0.34628   -0.06849   -0.16288   -0.05225
  242 1797    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.40222    1.07411    0.29039    1.13490    0.93068    0.99999    0.92438    0.22459   -0.74069    0.30809    0.50816    0.12997   -0.08283   -0.44723   -0.07790
  242 1982    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.42093    1.09949    0.26845    1.14955    0.93451    0.98262    0.49304    0.27127    0.17920    0.47383    0.98808    0.91145    0.15387    0.67991    0.17074
  242 1985    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.41923    1.09598    0.27949    1.15016    0.94474    0.99669    1.22512    0.22012    0.40262    0.14557   -0.03585    0.10699   -0.02921    0.78078    0.00120
  242 2106    1.42940    1.09599    0.27826    1.16233    0.92592    0.99961    1.39395    1.10792    0.24228    1.13407    0.91641    0.93645    0.60364    0.21467   -0.25747    0.28214   -0.90960   -0.64946    0.12356   -0.98161   -0.12085
  243  245    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.39486    1.09826    0.24439    1.12844    0.90894    0.88549    1.06818    0.22387   -0.46668   -0.51050    0.21633   -0.63649    0.13116   -0.59524    0.03111
  243  316    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.40240    1.07456    0.26640    1.12527    0.90565    0.99919    1.56429    0.29727    0.51279    0.20571    0.73874    0.66103   -0.14452   -0.82927   -0.14005
  243  558    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.42806    1.09282    0.27332    1.15356    0.92486    0.92757    0.82271    0.23928    0.43564   -0.61023   -0.55388    0.05382   -0.10150    0.16469    0.11517
  243  690    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.39412    1.10979    0.24493    1.14356    0.90791    0.80020    1.23815    0.26756   -0.56720    0.13739    0.22374   -0.00714    0.07899    0.37504    0.01945
  243  693    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.43080    1.09270    0.28367    1.16007    0.93377    0.99944    1.22073    0.39052   -0.97799    0.24053   -0.08481   -0.06978   -0.11791    0.32423    0.01455
  243  808    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.42257    1.06913    0.29004    1.15341    0.89705    0.87337    1.37276    0.35502   -0.95489    0.42650   -0.26309    0.35841   -0.21349   -0.19655    0.07272
  243  984    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.39791    1.10533    0.26353    1.17044    0.88330    0.76552    1.71680    0.36221    0.44729    0.25379    0.93154    0.45027   -0.03484   -0.64878   -0.03680
  243 1048    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.39682    1.07900    0.28750    1.15839    0.88980    0.77963    1.62345    0.42379    0.41308    0.64885   -0.66501   -0.69692    0.10595   -0.49885   -0.09749
  243 1080    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.41710    1.07301    0.29064    1.14273    0.92415    0.99567    1.37704    0.25821   -0.36453    0.67137    0.52094    0.69151    0.12832    0.68906    0.11437
  243 1224    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.40275    1.08694    0.28111    1.14357    0.92794    0.99987    0.86873    0.29436    0.37962    0.11973   -0.32276   -0.23468   -0.07062    0.84595    0.02876
  243 1367    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.41096    1.12304    0.23994    1.15673    0.91519    0.92826    1.56287    0.27453    0.06849   -0.24862   -0.89509   -0.82473   -0.16602    0.77155    0.16265
  243 1432    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.40771    1.07354    0.29589    1.14474    0.92519    0.98960    1.49362    0.30622    0.14886    0.36892    0.73085    0.85771   -0.12056   -0.72874   -0.10167
  243 1487    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.40442    1.11036    0.26867    1.14816    0.95188    0.96475    1.07075    0.29512   -0.49756    0.08107   -0.00774    0.27776   -0.19329   -0.23362    0.00282
  243 1511    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.41394    1.10714    0.25981    1.14352    0.94303    0.99222    1.32762    0.35326    0.18890    0.74783   -0.35278   -0.10915   -0.10056    0.53052    0.06386
  243 1815    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.38574    1.09040    0.27320    1.13342    0.92854    0.94408    0.62922    0.26825    0.37448   -0.29880    0.89397    0.63317   -0.12590   -0.98961   -0.12796
  243 1869    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.41423    1.08691    0.27296    1.16310    0.88209    0.91916    1.10388    0.24173   -0.92018   -0.04782    0.13910   -0.04775    0.11070    0.42110    0.01722
  243 2054    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.40068    1.07292    0.27551    1.13622    0.89724    0.90137    1.32892    0.48684   -0.36703   -0.72184    0.88755    0.85534    0.19265    0.96291    0.19247
  243 2146    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.41064    1.07585    0.28790    1.13542    0.93482    0.97913    0.49666    0.25865   -0.46922    0.19527    0.90330    0.72794   -0.06437   -0.60938   -0.06854
  243 2150    1.40683    1.11187    0.26414    1.14801    0.94899    0.99912    1.43269    1.10459    0.27023    1.16154    0.93476    0.98078    0.58581    0.26736   -0.13044   -0.32220    0.99561    0.98731    0.19637    0.95851    0.22571
  244  556    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.38478    1.10478    0.23399    1.10525    0.94067    0.92961    1.03973    0.47221    0.56951    0.49874   -0.86439   -0.84261    0.03089   -0.20901   -0.02985
  244  689    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.41195    1.07317    0.26452    1.12684    0.90199    0.92684    0.63877    0.24705   -0.07141    0.23113    0.88867    0.66673   -0.12559   -0.82087   -0.12646
  244  695    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.40912    1.09716    0.26765    1.14038    0.93693    0.98563    1.38553    0.48323    1.15040   -0.63363    0.36141   -0.27324    0.20473   -0.15472    0.13067
  244  836    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.35030    1.10440    0.24665    1.11851    0.91537    0.73333    1.47864    0.33175    0.43008   -0.90912   -0.28345   -0.21358   -0.20342    0.15798    0.14601
  244  910    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.36688    1.08935    0.23543    1.10154    0.90311    0.97831    0.54197    0.27031   -0.42433   -0.15565    0.96942    0.98475    0.17008    0.78824    0.17912
  244  975    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.41316    1.09375    0.27134    1.14550    0.92897    0.99406    1.19739    0.43374    0.47314    1.01569    0.53042    0.17932   -0.02766   -0.01382   -0.02201
  244 1093    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.39005    1.08222    0.27796    1.13388    0.92061    0.99309    0.61929    0.26659    0.43495    0.53668    0.98594    0.94274    0.17853    0.80199    0.19468
  244 1295    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.37851    1.10173    0.25892    1.12895    0.93174    0.86525    1.18093    0.20796    0.68398    0.50774   -0.46351    0.30067    0.02955   -0.54311   -0.03176
  244 1483    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.40815    1.09895    0.25715    1.12454    0.95019    0.98945    0.45846    0.26134   -0.35558    0.44903    0.92001    0.68823   -0.10264   -0.72284   -0.10910
  244 1718    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.41202    1.10809    0.25376    1.15140    0.91739    0.97889    1.45409    0.37327    0.82534   -0.36378   -0.36702    0.29346   -0.20470   -0.18326    0.11713
  244 1784    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.39565    1.10030    0.26106    1.12789    0.94583    0.98362    0.59957    0.27293    0.47407   -0.25793    0.85676    0.73028   -0.13281   -0.83525   -0.12742
  244 1824    1.38505    1.10121    0.22953    1.10048    0.93336    0.97492    1.40989    1.08523    0.26715    1.12922    0.92943    0.99791    1.22668    0.26851    0.17031    0.84828   -0.40752   -0.09388    0.04735    0.03125   -0.03080
