m n xshort ynoraml zshort anglelong angleshort anglenormal
 1708 1850    0.96408    0.34832    0.64175    1.60921    2.26542    1.54811
 1708 1908   -0.11103    0.79623    0.56304    1.69073    0.61447    1.50789
 1708 2019   -0.13854    0.52950    0.06415    0.34586    0.98970    1.05248
 1708 2088    0.23111    0.96912    0.48374    1.49725    2.61473    1.52328
 1709 1791   -0.91550    0.25676    0.52851    2.26893    0.86810    2.83402
 1709 1818    0.14467    0.32697    1.05402    0.60181    1.81439    1.87234
 1709 1911    0.21435    0.14772    1.03449    2.64543    1.78339    1.31210
 1709 2071   -0.32725    0.40929    1.08366    1.40136    2.03286    1.94824
 1710 1785    0.06110    0.54080    0.18470    0.42952    1.11255    1.13669
 1710 1788   -0.32183    0.57798    0.61485    1.12954    0.59771    1.28449
 1710 1849    0.44671    0.32304    0.66905    1.59415    1.74838    1.27408
 1710 1943    0.36503    0.98592    0.52877    1.88300    2.60367    1.39261
 1710 1945    0.56950    0.85616    0.82577    1.71662    0.22589    1.69150
 1710 1994    0.65505    0.71997    0.31722    1.60548    3.07997    1.53508
 1710 2046    0.12999    1.05051    0.16134    1.63016    0.42713    1.68839
 1711 1825   -0.48120    0.26016    0.04949    2.90195    2.29889    0.82054
 1712 1813    0.08042    0.41000    0.36143    1.31862    1.23555    0.41358
 1712 1919   -0.42466    0.01114    1.56457    2.57187    1.79256    1.38252
 1712 1980    0.50048    0.27253    0.22453    0.33660    2.76618    2.94294
 1713 1793    0.63576    0.14832    1.14188    2.30045    1.79249    1.68373
 1713 1804    0.06337    0.67607    1.32532    0.59887    1.57370    1.72199
 1714 1827   -0.49689    0.81433    0.04583    1.06463    1.73044    1.88906
 1714 2074   -0.49761    0.17921    0.20877    0.33851    2.51602    2.59340
 1715 1741    1.14667    0.05556    0.94808    2.54638    2.33507    0.91445
 1715 1799   -0.47758    0.03734    0.38430    2.89787    1.75904    1.40109
 1715 1865   -0.54791    0.07864    1.39648    2.65479    2.36612    0.86470
 1715 2097   -0.46577    0.41844    0.54448    2.07994    0.85583    2.39357
 1715 2162   -0.83497    0.33085    1.08378    2.57614    1.81149    1.27578
 1716 1717   -0.51645    0.23424    0.01708    0.45584    1.72210    1.82622
 1716 1753    0.39427    0.09546    1.47644    0.45978    1.12686    1.05185
 1716 1863    0.93468    0.18199    0.07317    2.88814    1.96116    1.14640
 1716 1868    0.44916    0.18059    0.20469    2.96228    2.24442    0.91315
 1716 1924   -0.38497    0.29097    0.26308    2.68555    0.45599    3.13469
 1716 2011   -0.02352    0.09415    1.60838    0.41207    1.97905    2.06995
 1717 1863    0.46742    0.29883    0.20865    2.92470    0.27954    2.94634
 1717 1909    0.05444    0.47356    0.02605    0.42465    2.23987    2.29969
 1718 1816    0.16996    0.12888    1.30773    2.42810    0.72173    2.90543
 1718 1977    0.17734    0.23338    1.54870    2.57107    1.34093    1.96375
 1718 2007   -0.42025    0.26908    1.29143    2.60631    1.60011    1.52511
 1718 2065    0.74496    0.17541    1.34381    2.62012    2.28322    0.81137
 1719 1756    0.58108    0.18710    0.03226    1.33622    1.26858    1.49190
 1719 2054    0.21035    0.32350    0.89602    1.68261    2.75216    1.45660
 1719 2111    0.54511    0.44490    0.88644    1.46446    3.05985    1.67710
 1719 2158   -0.53492    0.25889    0.47943    1.35137    0.88543    1.39522
 1720 1987    0.44557    0.24530    0.62071    2.74816    2.48491    0.62898
 1720 1992   -0.24436    0.03871    0.91354    1.36650    1.43875    1.25555
 1721 1874    0.58692    0.78961    0.90358    1.54768    1.72528    0.82934
 1721 1904    0.50796    0.51278    1.38803    0.62282    0.13034    0.60881
 1721 2048   -0.11286    0.06242    1.43144    0.69703    1.76416    1.88058
 1721 2128    0.50016    0.35831    0.02298    2.91737    2.56915    0.59419
 1722 1739   -0.42544    0.20930    0.24684    2.66981    0.66295    2.66932
 1722 1742   -0.00990    0.01239    1.09963    1.80736    0.61790    1.78221
 1723 1776   -0.04189    0.44158    0.92244    1.48270    0.39734    1.40418
 1723 1807   -0.50614    0.28171    0.27818    2.84571    2.42871    0.77459
 1723 1840    0.53285    0.14289    0.22945    0.30315    2.63634    2.72712
 1724 1805   -0.55863    0.14838    0.02604    0.40990    2.69522    2.93625
 1724 1905    0.31214    0.49030    0.11784    3.02706    2.63536    0.50987
 1724 1914    0.16218    0.58111    1.21081    1.96476    1.01416    2.59490
 1724 1961   -0.48008    0.28091    0.13621    0.37738    2.41566    2.52769
 1725 1930    0.26359    0.29105    0.55922    2.15120    0.99330    2.93663
 1726 2146   -0.59518    0.25865    0.19368    0.19328    1.28854    1.29527
 1726 2150   -0.08957    0.38441    0.12075    0.25232    2.87980    3.03066
 1727 1780    0.92689    0.10989    0.46069    1.72942    0.98004    1.28474
 1727 2081    0.05397    0.45510    0.19246    2.95380    2.06009    1.10111
 1728 1735   -0.10451    0.50599    0.01995    3.01180    2.12485    1.02255
 1728 1822   -0.44791    0.25302    0.10420    0.31661    2.85648    2.94770
 1728 1975    0.57263    0.56974    1.26383    0.57856    0.23867    0.62820
 1729 1894   -0.07527    0.58830    0.71129    1.79311    1.10195    2.30298
 1729 1995   -0.16653    0.28359    1.14375    1.64031    1.28791    2.47002
 1729 2125   -0.92460    0.18810    0.12915    0.13145    0.37857    0.38173
 1730 1870   -0.20730    0.95798    0.05325    1.45382    0.56251    1.30980
 1730 1894    0.26775    0.33019    1.08200    0.65809    1.71088    1.75533
 1730 1966   -0.52091    0.71185    0.91142    1.47384    0.52367    1.35322
 1731 1800   -0.58460    0.32025    0.00697    0.10924    0.11250    0.04001
 1732 1929   -0.13677    1.07576    0.15148    1.99592    1.58142    1.93319
 1732 2021    0.41176    0.15125    0.21381    2.84629    1.13256    2.03654
 1733 1839   -0.43063    0.27984    0.32001    3.04674    2.85968    0.26546
 1733 1855    0.71991    0.86994    1.09103    1.53359    0.35709    1.48058
 1733 1924    0.77704    0.81010    0.53507    1.31692    1.32230    1.84890
 1733 1926   -0.84404    0.11904    0.85333    1.67883    1.88326    2.19384
 1733 1967   -0.57910    0.43731    1.10313    1.27029    1.51489    0.78371
 1733 2029   -0.24056    0.90078    0.07682    1.48407    1.25161    1.25306
 1736 1782   -1.10634    0.20603    0.19948    1.21547    1.35045    0.58655
 1736 1824    0.70368    0.32804    0.89117    1.92370    1.50805    1.60295
 1736 1985    0.39516    0.47045    1.20388    0.90032    1.06420    1.33784
 1736 2106    0.54233    0.17379    1.22214    1.92236    2.48690    1.43265
 1737 1745    0.68419    0.40184    0.70893    1.36546    2.06242    1.42998
 1737 1837    0.32706    0.29732    0.15810    2.98621    2.28654    0.87084
 1738 2064   -0.24235    0.27642    1.38072    2.90068    2.99583    0.26368
 1738 2110    0.43042    0.24096    0.17271    0.39266    2.14151    2.23189
 1739 1902    0.61932    0.90569    0.14217    1.11633    1.58634    1.24476
 1740 1753    0.64059    0.24706    0.77675    1.43262    2.96248    1.70537
 1740 1925    0.22735    0.51169    0.13814    2.87278    1.69711    1.42469
 1740 1967    0.24174    0.20782    0.86624    1.14707    1.63444    1.88672
 1741 1799    0.33934    0.34911    1.40934    0.43146    0.64721    0.77716
 1741 1886   -0.55563    0.20783    0.40221    0.32555    0.33073    0.26035
 1741 1991    0.50828    0.06572    0.91687    1.45053    2.01400    1.55391
 1741 2162    0.05013    0.48741    0.15750    0.33636    2.10274    2.16911
 1742 1759   -0.23791    0.11850    1.06095    1.75783    1.37105    2.93780
 1742 1985   -0.19349    1.06288    0.41934    1.60528    0.95392    1.75955
 1743 1772    0.40358    0.15224    0.48541    0.14764    0.93644    0.93526
 1743 1807   -0.90175    0.40497    0.37207    2.19644    0.76021    2.49400
 1743 1828   -0.29777    0.00369    0.99887    1.33384    0.22989    1.35380
 1743 2015   -0.07052    0.44620    0.04719    0.27118    2.23406    2.28058
 1743 2025    0.74571    0.44102    1.39817    0.38633    1.11129    1.11425
 1743 2075    0.25259    0.21850    1.30568    0.65823    2.08117    2.23394
 1744 1887    0.30381    0.06799    0.92305    1.32557    1.01496    1.45844
 1744 1978   -0.00176    0.46171    0.09535    2.96641    2.36844    0.79324
 1744 2109   -0.93190    0.16116    0.19853    2.71214    1.05611    2.19279
 1745 1848   -0.71521    0.28885    1.27291    1.73333    2.45378    1.53348
 1745 1874   -0.32770    0.56326    1.16656    1.58279    1.62823    1.88518
 1746 1843    0.11309    1.01926    0.69411    1.14495    1.72329    1.45679
 1746 2110    0.37714    0.09166    1.23035    2.95009    1.19101    1.94992
 1747 1960   -0.05829    0.90105    0.37847    1.70536    1.20078    2.42331
 1747 2050   -0.51716    0.08107    0.12625    0.32799    2.03879    2.09949
 1747 2140   -0.10380    0.26202    1.00292    1.83108    0.70980    1.72866
 1747 2149    0.36914    0.38564    0.17844    0.29894    2.59699    2.68937
 1748 2058   -0.16725    0.47880    0.32671    2.95485    2.07619    1.08149
 1749 1790    0.06384    0.55258    0.29716    2.95155    2.24713    0.91731
 1749 2001   -0.06526    0.24269    1.50244    0.07390    0.11374    0.09163
 1750 2092   -0.52575    0.34149    0.14474    0.32964    2.80850    2.94026
 1751 1948   -0.98271    0.37754    0.51718    2.10041    1.15885    2.61582
 1751 2025   -0.42913    0.28413    0.37060    0.24914    2.90965    3.02257
 1752 1843   -0.20176    0.19634    1.00262    1.19162    2.46565    1.85824
 1753 1925    0.27869    0.79108    0.93808    1.47730    1.27408    1.67952
 1753 2111    0.55111    0.32836    0.22113    2.72798    0.51537    2.81081
 1754 1761    0.35956    0.13309    0.43298    2.65308    1.34183    1.91606
 1754 1898   -0.25625    0.62928    1.18912    1.67028    1.67202    1.34569
 1755 1849   -0.28758    0.42648    1.65552    0.45432    2.17117    2.30015
 1755 1875    0.28219    0.37766    0.84499    1.36643    2.55630    1.60823
 1755 1953   -0.43271    0.22335    0.14894    0.01546    0.56968    0.56954
 1756 1802    0.17053    0.54514    1.35447    2.47758    0.29141    2.43244
 1756 2158    0.44602    0.18536    0.18924    0.04091    0.38575    0.38539
 1757 1895   -0.86601    0.72386    0.74870    1.64142    0.99764    1.70511
 1757 2094    0.07893    0.11243    1.10433    2.09487    1.83590    1.03380
 1758 2032    0.60853    0.15852    0.13482    0.42514    2.67199    2.93961
 1758 2066    0.21052    0.06998    0.91089    1.30125    1.72498    1.26275
 1758 2102   -0.57314    0.17129    0.08246    2.73016    0.69914    2.58225
 1759 1866    0.86988    0.59757    0.15131    1.32660    0.63546    1.32199
 1759 1913   -0.11247    0.86728    0.31643    1.83361    0.39328    1.79633
 1759 1932    0.72910    0.54455    0.33669    1.08662    1.01762    1.16514
 1759 1962   -0.15469    0.80105    0.65778    2.62598    1.83356    1.22910
 1759 2115   -0.07363    1.02080    0.31188    1.67463    2.05781    1.92126
 1760 1871    0.39671    1.26230    0.27092    1.66219    0.42108    1.70274
 1760 1993   -0.55138    0.63412    0.08789    1.19717    0.60307    1.32936
 1760 2059   -0.48443    0.62143    0.64791    2.07629    1.62827    1.60516
 1760 2098    0.74548    0.05836    0.46876    1.83305    2.25284    1.65404
 1761 1898    0.34361    0.12291    1.03151    1.36093    1.18308    0.63243
 1761 2050   -0.47673    0.36064    0.06639    3.06035    2.70208    0.44557
 1761 2147    0.50225    0.20887    0.01825    2.64982    1.17882    2.09457
 1761 2149   -0.01603    0.53437    0.07196    3.00166    2.11589    1.03546
 1762 1825   -0.01418    0.47751    0.17435    0.40043    2.04683    2.13439
 1762 1882   -0.02353    0.76583    1.26416    1.83002    2.35552    1.47213
 1762 2048    0.36708    0.28066    0.26352    2.86580    1.10745    2.05213
 1762 2101    0.56794    0.27920    0.06702    2.63819    0.52243    2.96205
 1763 1842    0.73663    0.47422    0.33867    0.10163    0.10569    0.02904
 1763 1899   -0.43396    0.27012    0.29799    0.18438    2.94961    3.08329
 1763 1927    0.00215    0.49515    0.32318    2.98040    2.15995    0.99444
 1763 1947   -0.08747    0.54294    0.70113    2.95973    1.70970    1.42218
 1763 1954   -0.51457    0.15174    1.18413    2.76990    2.49727    0.59236
 1764 1997    0.04174    0.23120    0.84343    1.71293    1.06974    2.06890
 1764 2100   -0.41981    0.20386    0.13049    0.06013    0.81929    0.81687
 1765 1892    0.55901    0.93514    0.59250    1.26793    2.90606    1.84851
 1765 1913   -0.97736    0.16428    0.88880    0.99250    2.17518    2.86955
 1765 1940   -0.13299    0.91280    0.03910    1.25900    2.84066    1.83852
 1765 1950    1.17753    0.41431    0.23771    1.28781    1.90079    2.82791
 1765 2011    0.03010    0.20212    1.72009    2.85899    0.81470    2.30263
 1765 2073   -0.07541    0.36073    1.66770    2.76754    0.39758    2.71338
 1766 1937   -0.00971    0.58052    0.29183    2.79626    1.06107    2.13509
 1766 2087    0.54474    0.04946    1.09389    1.66155    1.71829    2.43300
 1766 2151   -0.45748    0.44223    1.18679    2.24918    2.04129    1.08958
 1767 1866   -0.82695    0.12139    0.96300    1.33881    0.63410    1.21679
 1767 1892   -0.21935    0.37730    0.33549    2.84707    0.49035    2.74728
 1767 1913    0.09083    0.23413    0.86222    2.13198    0.32152    2.12556
 1767 1962    0.18819    0.48548    0.20711    0.35980    2.18817    2.22793
 1768 1823   -0.15118    0.43373    0.04985    2.93850    0.61785    2.55515
 1768 1912    0.17855    0.50351    1.43318    0.62867    0.63669    0.71416
 1768 2158   -0.38763    0.56305    1.35029    0.58417    3.06631    2.55470
 1769 1971    0.27230    0.94730    0.86296    2.32470    2.25072    0.96023
 1769 2071   -0.26894    0.01351    1.36648    2.53769    3.04556    0.61181
 1769 2098    0.57794    0.69351    1.14883    1.03151    1.51923    1.81382
 1770 1894   -0.51404    0.27774    0.30501    2.77336    0.37252    3.07998
 1771 1871   -0.58641    0.14522    0.00941    2.77625    0.41672    2.93603
 1771 2085    0.33850    0.07044    1.13990    1.22932    2.54163    1.88314
 1771 2113    0.47356    0.21402    0.69217    1.34292    2.88179    1.76485
 1771 2141   -0.50257    0.18892    0.30786    2.75685    0.68049    2.57995
 1772 1807   -0.04731    0.42712    0.92880    2.09309    1.51188    2.14374
 1772 1828    0.26944    0.57368    0.61310    1.38598    0.82291    1.40053
 1772 1919   -0.74083    0.37011    1.25249    0.49956    2.63000    2.78203
 1772 2015   -0.54015    0.26169    0.37813    0.19796    2.93223    3.05714
 1774 1780    0.41943    0.25829    0.02573    1.57791    1.56231    2.83851
 1774 1903    0.79216    0.56609    1.62475    2.24765    0.98508    2.33498
 1774 1942   -0.79937    1.01509    0.55426    1.08829    0.05501    1.08661
 1774 2024    0.56238    0.21239    0.03621    0.43531    2.69536    3.04305
 1774 2113   -0.25512    0.91561    0.73404    0.97801    2.12795    1.66015
 1775 2090    0.49750    0.28576    0.23846    0.18531    0.20777    0.27589
 1776 1840   -0.40003    0.85806    0.05906    1.53366    3.00218    1.60736
 1776 1853   -0.13666    0.46395    0.98429    1.58746    1.52708    2.79996
 1776 1862   -0.47290    0.24512    0.23374    2.80293    1.09543    2.11052
 1776 1933   -0.22575    0.74507    1.02721    1.58094    0.17857    1.58536
 1776 2042    0.28299    0.03843    0.91431    1.55604    1.21486    2.04016
 1776 2053    0.48385    0.85220    0.39103    1.64113    0.84042    1.50089
 1776 2130   -0.09354    0.12330    1.59732    2.81615    2.90882    0.25467
 1777 1893    0.24488    0.21968    1.49322    2.96296    1.65211    1.49333
 1778 2087   -0.01349    0.45294    0.15487    2.96181    0.80840    2.35552
 1779 2012    0.03709    0.62513    1.10342    2.20446    1.16055    2.13696
 1780 1942    0.58567    0.83240    0.13262    1.79280    1.60687    2.02867
 1780 2024   -0.06161    0.40693    0.27647    1.17629    1.14433    0.40150
 1780 2113   -0.76050    0.57403    0.35839    1.38174    2.08114    1.25730
 1781 1816   -0.51195    0.00968    0.88574    1.63914    2.04189    1.64085
 1781 2007    0.04122    0.24837    0.95851    1.81492    1.90813    0.66696
 1781 2115   -0.50812    0.59099    0.76494    0.62250    1.17547    1.03895
 1783 1788   -0.53373    0.63242    0.40681    2.56968    1.01172    2.31385
 1783 1903   -0.11687    0.54116    0.19614    2.84331    1.25891    1.92931
 1784 2003   -0.00803    0.54319    0.03616    0.32970    1.25559    1.31025
 1784 2090    0.34160    1.18065    0.53849    1.62400    0.37187    1.68149
 1784 2136    0.05943    0.19416    0.98285    1.46211    0.64056    1.66010
 1785 1788   -0.11975    0.55698    0.61975    1.22989    1.68000    1.37300
 1785 1943    0.55351    0.13836    0.75050    1.82799    1.54849    1.38388
 1785 1959   -0.65983    0.35292    1.00813    1.23520    1.66902    1.51628
 1785 2103   -0.46015    0.23707    0.09510    0.30539    0.61590    0.68027
 1786 1791    0.95178    0.26402    0.81512    0.80688    2.32434    3.01866
 1786 1989   -0.19241    0.47257    0.16196    2.55343    0.78876    2.57302
 1786 2094    0.73393    0.20105    0.91056    1.50973    2.52462    1.74966
 1786 2132   -0.79443    0.30831    1.29870    0.72191    1.30347    1.54564
 1787 1936   -0.07811    0.45904    0.29415    0.18220    2.06507    2.08392
 1788 1891    0.45090    0.23376    1.26664    0.60596    0.89748    1.03709
 1788 1903    0.39281    0.26648    0.03414    0.27375    0.44466    0.38459
 1788 1943   -0.36212    0.28558    0.65797    2.99224    3.03784    0.11352
 1788 1945   -0.53329    0.30647    1.33576    2.44324    0.81464    2.58926
 1789 1803   -0.27620    0.08009    1.47235    2.55263    0.67817    2.80538
 1789 1981   -0.03132    0.31852    1.53893    0.13481    0.32408    0.33982
 1789 1989   -0.41155    0.39113    0.22416    0.30759    2.40224    2.47484
 1789 2136   -0.81179    0.33273    1.27739    0.32418    0.69273    0.75598
 1789 2143   -0.50085    0.06831    0.25994    0.30571    0.91941    0.97138
 1791 1958   -0.31562    0.45673    0.65333    2.03285    1.82398    0.96827
 1792 2024    0.41840    0.15087    0.16390    2.85358    1.02133    2.16920
 1792 2087    0.79665    0.93047    0.86585    1.38397    1.42064    2.15732
 1793 1901   -0.47044    0.33168    0.19032    0.33425    2.78092    2.75025
 1793 2093    0.42870    0.00467    1.22740    2.23843    1.72295    1.71306
 1793 2133    0.91503    0.26793    0.55477    1.71730    1.60760    1.17456
 1794 1886   -0.16096    0.25830    1.26695    0.49748    1.03620    1.15416
 1794 1890    0.53400    0.23879    0.16468    0.50153    2.63267    3.01833
 1794 2022    0.76276    0.08850    1.10277    1.64550    1.49586    2.81508
 1795 1818   -0.39207    0.44541    1.19862    1.22413    1.48861    1.01711
 1795 1883    0.91017    0.67137    0.34362    1.55446    2.36243    1.30048
 1795 2071    0.56358    0.06605    1.73274    2.84202    2.27046    0.86648
 1796 1918    0.64665    0.07394    0.90355    1.69255    3.10225    1.44970
 1796 1939   -0.19072    0.35529    1.04562    1.59561    0.17194    1.59041
 1796 1974    0.75137    0.39165    1.37791    2.99501    2.38854    0.76294
 1796 2154   -0.47267    0.35116    0.03341    0.12918    0.34027    0.32720
 1797 2106   -0.85320    0.51709    0.57145    1.91738    2.90775    1.22719
 1798 1808   -0.22012    0.37700    0.21452    0.05417    0.09472    0.10721
 1798 1876   -0.05821    0.05627    1.17707    1.73868    1.66463    0.42927
 1798 1994    0.48635    0.32287    0.18551    3.05483    3.01475    0.14477
 1798 2122   -0.46451    0.30067    0.15002    0.22122    2.93912    3.04308
 1798 2134    0.59000    0.17074    0.12285    2.97465    2.18090    0.97629
 1799 2097    0.22458    0.98618    0.31673    1.00963    1.31342    1.75006
 1799 2162    0.74236    0.14271    1.35907    0.54792    2.70944    2.49113
 1801 1821    0.98753    0.77888    0.31991    1.52287    0.82895    1.37552
 1801 1832   -0.65385    0.07866    0.83216    1.26093    1.59904    2.37490
 1802 2060    0.07098    0.28806    1.68971    2.52362    2.46386    0.93401
 1802 2085   -0.48431    0.29739    1.55038    2.31991    0.57679    2.21480
 1802 2116   -0.03540    0.36578    0.42325    3.04476    2.95983    0.16583
 1803 1981    0.15893    0.47972    0.05003    2.65333    0.83785    2.47168
 1803 2143   -0.11017    0.34344    1.40202    2.48044    0.93368    2.50060
 1804 2104   -0.49489    0.05698    0.12924    2.88622    1.76760    1.40695
 1805 2004    0.39186    0.25768    0.32826    0.44514    2.09655    2.20263
 1806 1875    0.44401    0.31479    0.09601    2.84330    1.36489    1.82171
 1806 1953    0.54062    0.37575    0.15127    2.02974    1.10421    2.70676
 1807 1919   -0.21008    0.64455    0.35976    1.60190    1.48134    0.65038
 1807 2015    0.91415    0.30316    0.44182    1.92539    1.56253    0.97511
 1808 1849   -0.85179    0.37828    0.45415    1.76354    1.70901    0.33325
 1808 1876   -0.20724    0.35322    0.94226    1.74641    1.62782    0.53606
 1808 1910    0.34420    0.40270    0.61568    0.96551    2.20480    2.63213
 1808 1994   -0.70785    0.01396    0.04027    3.08980    2.92067    0.21820
 1808 2134   -0.35471    0.22241    0.34334    2.93656    2.27280    0.89573
 1809 1917   -0.88086    0.15566    0.55381    1.07610    2.03890    2.92166
 1809 1951    1.09670    0.42017    0.31379    1.13100    1.97702    2.83162
 1809 1964    0.63455    0.92613    1.01627    2.37958    1.91664    0.93840
 1809 2045    1.02112    0.22663    0.10279    1.69739    1.67485    0.21921
 1809 2057   -0.90351    0.00362    1.17824    2.22088    2.65081    0.97328
 1810 1835    0.46690    0.23094    0.05135    0.16282    0.96027    0.97627
 1810 2058    0.04249    0.52495    0.76054    1.43660    1.00354    1.05027
 1810 2159    0.52173    0.26349    0.04271    2.99092    2.97850    0.06751
 1812 1981    0.29892    0.48638    0.19464    2.78645    1.48338    1.71948
 1812 1996    0.77253    0.10850    1.12069    0.20627    2.26874    2.29400
 1813 1855   -0.23709    0.46701    1.29843    2.79426    0.29160    2.95360
 1813 1980    0.29600    0.44075    0.64639    1.62518    1.54049    2.87924
 1814 1965   -0.95373    0.05038    0.60633    3.02227    2.28977    0.84237
 1814 1975    0.17971    0.53008    0.84144    1.40108    1.40205    0.93076
 1814 2060    0.97152    0.64612    0.50442    1.50979    0.86396    1.21731
 1815 1914    0.25623    1.10239    0.97003    1.43243    2.12832    1.49745
 1815 1979   -0.53605    0.91823    0.32431    1.07130    1.83381    2.10900
 1816 1832   -0.66306    0.62044    1.17919    1.02260    1.69753    2.12415
 1816 1977    0.06102    0.44752    0.32544    0.27986    0.95447    0.99179
 1816 2007   -0.47030    0.00722    0.38343    0.27005    1.50009    1.46438
 1816 2065    0.62717    0.50070    0.53565    0.38168    2.40410    2.44251
 1817 2056    0.95380    0.18323    0.15592    2.66671    0.43000    2.78795
 1817 2126   -0.33142    0.14400    1.68097    2.96791    1.05937    2.09558
 1818 1911    0.53646    0.13150    0.22253    3.02866    2.57935    0.57115
 1818 2071    0.66412    0.34662    0.12284    1.62362    1.61357    0.15195
 1818 2118   -1.30164    0.17057    0.20540    1.94036    1.79010    1.19761
 1819 2145    0.06024    0.52357    0.21042    0.50586    2.02392    2.16200
 1821 2130    0.09218    0.41059    0.91289    1.55132    1.21647    1.37590
 1822 1975   -0.26695    0.07614    1.38214    0.46592    2.78779    2.70727
 1825 1882    0.63388    0.00836    0.93221    1.54019    1.21963    1.12993
 1825 2101   -0.00524    0.53318    0.34632    2.87530    2.01059    1.16209
 1826 1861   -0.22831    0.01311    1.57619    0.43981    1.78491    1.87517
 1826 2044   -1.07139    0.31688    1.11855    0.13420    0.45499    0.43521
 1826 2095   -0.60770    0.41481    1.27801    2.86747    1.91811    1.21713
 1828 1934   -0.87072    0.11762    1.18296    1.23813    2.76179    1.88747
 1828 2015   -0.01680    1.05072    0.22105    1.22374    2.39670    1.79011
 1828 2040    0.23611    0.78653    0.97187    1.55683    1.10840    1.63636
 1830 1933    0.43927    0.17796    0.01085    0.20301    0.85960    0.87128
 1830 2088    0.65343    0.57272    0.72094    2.22510    2.08205    1.38893
 1830 2130   -0.03662    0.39833    0.77811    2.03025    2.04114    1.40602
 1831 1836   -0.14455    0.26766    1.27071    2.17028    0.89203    2.61405
 1831 2106    0.21387    0.64531    1.20294    1.92747    2.08952    1.14544
 1831 2140    0.41152    0.81385    0.00493    2.25419    2.69412    1.00844
 1832 1896   -0.56532    0.35581    1.12401    1.85091    1.89854    0.31744
 1832 1977    0.88946    0.69773    0.07137    1.03276    2.16485    2.63314
 1832 2035   -0.79748    0.53785    0.63662    1.12507    1.07783    0.29334
 1834 1873   -0.20664    0.03429    1.37633    0.99571    2.17950    1.96785
 1835 1934    0.16324    0.96156    0.75754    1.77466    2.63802    1.48927
 1835 2058    0.30755    0.65570    0.94134    1.29673    0.63012    1.33531
 1836 1982   -0.57415    0.26577    0.13557    2.92413    3.08650    0.21990
 1836 2106   -0.15277    0.49518    0.08443    0.31006    2.07980    2.13342
 1836 2140   -0.58534    0.34444    1.62631    0.52717    1.99045    2.10878
 1837 1872   -0.07993    0.56195    0.03246    2.91936    1.06295    2.08808
 1838 1955   -0.70182    0.62770    0.78222    1.96169    1.80752    1.06284
 1838 2076   -0.34370    0.23665    1.10350    2.19367    1.64052    1.69945
 1839 1926   -0.40123    0.51588    1.13121    1.38996    1.19082    2.00060
 1839 2029   -0.44505    0.76708    0.45504    1.63396    1.78926    1.51081
 1839 2121    0.59196    1.12375    0.05575    1.52209    2.76785    1.67778
 1840 2053   -0.02049    0.45729    0.01073    0.19272    2.16613    2.18586
 1840 2156   -0.52274    0.20757    0.27963    2.91078    2.17815    0.99496
 1841 1907   -0.15013    0.45063    0.22795    2.84926    0.72353    2.45708
 1842 1954   -0.07566    0.31626    1.53834    2.82642    2.52595    0.62093
 1842 2027   -0.12220    0.60932    1.13488    1.75351    2.26136    1.62548
 1842 2045   -1.04400    0.20259    0.22714    1.45948    1.38770    0.48140
 1842 2114   -0.38378    0.28822    0.17098    0.24902    2.28804    2.32746
 1843 1851    0.93707    0.34317    0.67816    1.73551    1.84279    0.64809
 1843 1870   -0.29294    0.56191    1.36835    1.91067    2.69693    1.31954
 1843 1946   -0.23736    0.43975    1.25073    2.88795    0.21179    2.93011
 1843 2034   -1.17394    0.41134    0.30843    2.00700    1.21045    2.76161
 1844 1880   -0.10281    0.50062    0.08098    2.84062    1.46273    1.72307
 1844 1956   -0.22986    0.35023    0.24580    2.84747    0.60384    2.61512
 1844 2005    0.37359    0.27084    1.46350    2.93310    2.92380    0.11022
 1844 2026    0.14264    0.06599    1.51988    2.38255    0.76233    3.04500
 1845 1898    0.48369    0.26937    1.32402    2.66721    0.67776    2.30631
 1845 2118    0.65353    0.32354    0.72878    1.72122    2.77413    1.44593
 1847 1848    0.37622    0.26839    0.02029    0.05125    0.69167    0.69074
 1847 1874   -0.78408    0.10974    0.19244    2.85615    1.47925    1.70277
 1847 1879   -0.06769    0.94819    0.33504    1.46689    1.97113    1.64056
 1847 1939   -0.51354    0.43558    1.13469    1.87895    0.42310    1.78763
 1847 1971    0.44315    0.24917    1.67656    2.76446    2.45970    0.71472
 1847 2098   -0.75682    0.02426    1.41888    0.51929    2.63329    3.03716
 1847 2128    0.60171    0.84633    0.33971    1.24368    1.52410    1.27584
 1847 2151    0.46918    0.81521    0.37931    1.53673    2.82901    1.58178
 1848 1852    0.04957    0.52402    0.25511    2.88721    2.04967    1.11422
 1848 1874   -0.42201    0.14556    0.19364    2.90090    2.14699    1.01930
 1848 1939   -0.51849    0.49982    1.11251    1.88173    1.06528    1.49327
 1848 1971   -0.56442    0.46799    1.73592    2.81095    3.06074    0.32371
 1848 2031   -0.48847    0.34089    0.00788    0.15201    0.17301    0.20966
 1848 2128    0.89531    0.70143    0.35981    1.23857    1.29590    0.58514
 1849 1953    0.82859    0.24766    1.25866    0.46721    2.60778    2.82007
 1849 1994   -0.51287    0.21396    0.12623    1.33209    1.33160    0.26142
 1849 2069   -0.80505    0.28847    0.66538    0.54291    1.66202    1.80249
 1850 2019   -0.14743    0.62275    1.17310    1.59755    1.27971    1.25376
 1850 2088    0.94574    0.16660    0.15949    1.14476    1.21342    0.41468
 1850 2156   -0.05792    0.93018    0.00880    1.97001    2.63270    1.25329
