m n xshort ynoraml zshort anglelong angleshort anglenormal
  339  569    0.68907    0.26332    0.93062    1.69402    2.17331    1.10241
  339  573    0.44587    0.35712    0.07975    0.40501    2.68897    2.94215
  339  745   -0.16678    0.52326    0.59972    0.73869    1.35090    1.08592
  339  946    0.47766    0.36608    0.10854    0.20094    0.04803    0.19729
  339 1177   -1.17332    0.26808    0.04412    1.54172    1.28052    1.98617
  339 1404    0.46166    0.46890    1.11064    1.12292    0.58822    1.27568
  339 1603   -0.36150    0.20590    0.43025    0.27009    1.33998    1.35257
  339 1676    0.41869    0.03312    0.55410    2.91275    0.95570    2.21517
  339 1744    0.06050    0.49851    0.39311    0.39152    1.90068    1.97834
  339 1820   -0.09747    0.44139    0.49514    2.95933    1.14076    2.00579
  339 2152    0.99062    0.01874    0.47563    1.54690    1.27887    1.96600
  340  364   -0.61042    0.18609    1.39003    0.48076    2.08363    2.21717
  340  750   -0.19417    0.03238    1.63545    2.88781    2.26712    0.87573
  340  793    0.94487    0.01327    0.88824    0.16414    0.91440    0.93102
  340  797    0.43592    0.26514    0.43898    3.09141    2.99835    0.14061
  340  944   -0.09921    0.32219    1.29919    2.81537    1.93584    1.24478
  340  992    0.31011    0.18431    1.58998    0.44030    1.87299    1.94674
  340 1010    0.45027    0.19630    0.11124    0.22490    1.05833    1.06837
  340 1279   -0.51427    0.28547    0.12790    2.73536    0.46337    2.92166
  340 1349    0.01592    0.48896    0.22056    2.81291    0.86886    2.33442
  340 1375   -0.87154    0.53328    1.03253    0.45318    1.35679    1.44426
  340 1484   -0.06985    0.49056    0.09893    0.22496    0.95879    0.98504
  340 1574    0.11110    0.02949    1.19932    1.60519    1.22562    1.65759
  340 1683    0.53389    0.25977    0.90614    1.59395    1.27013    1.60851
  340 1969   -0.34612    0.18322    0.38784    2.82075    0.83409    2.36279
  341  368    0.31524    0.40956    0.21260    2.00180    1.32356    1.46599
  341  438   -0.47069    0.33057    0.06456    2.90106    0.33708    2.87041
  341  559    1.12570    0.46450    0.95609    1.99580    1.63468    0.96526
  341  785   -0.17282    0.39406    1.08492    1.83857    2.01170    0.65789
  341  891    0.34427    0.12053    1.12501    1.62481    1.76428    2.42442
  341  991    0.40091    0.24352    1.04415    2.65255    1.02705    2.11069
  341 1046    0.40732    0.42055    0.28892    0.15780    0.52924    0.53707
  341 1372    0.12934    0.51734    0.82820    1.09362    1.31855    0.65952
  341 1498    0.77489    0.02236    0.31451    2.50946    0.86352    2.55886
  341 1713   -0.11893    0.48049    0.46264    2.06280    1.61447    0.97097
  341 1841   -0.13297    0.73958    0.62833    1.27581    1.51780    0.72901
  342  557   -0.75995    0.80781    0.30015    1.45979    1.86485    1.20179
  342  734    0.75234    0.72985    0.64726    1.40491    0.80575    1.08052
  342  916   -0.19171    0.33316    0.25104    0.28837    0.46737    0.37041
  342  937   -0.37220    0.06142    0.95135    0.93139    0.89712    1.34748
  342 1241    0.72404    0.24990    0.65117    2.11389    2.37083    1.30989
  342 1680   -0.21282    0.38941    0.37654    2.97683    2.61636    0.53778
  342 1887    0.14746    0.40997    0.29900    2.76374    0.58901    2.68350
  342 1920   -0.44573    0.06137    0.94309    2.07415    0.30737    2.02179
  342 1978    0.59844    0.87631    0.23305    1.14149    1.85219    2.11159
  342 2047    1.00164    0.64398    0.08915    1.19387    2.41869    2.13063
  342 2063    0.42851    0.01709    0.48726    2.83756    1.77235    1.41488
  342 2079    0.31883    0.86405    0.74881    1.63654    1.53921    1.07710
  342 2120    0.44854    0.47430    1.06061    1.97371    0.55870    2.13203
  343  396   -0.01696    0.43772    1.43153    2.84966    2.33798    0.84648
  343  422    0.34796    0.62183    0.65570    1.75946    1.67336    1.31965
  343  498    0.33273    0.26686    0.47533    2.85842    2.44003    0.74178
  343 1234    0.53200    0.21728    0.90686    1.23447    1.23349    1.33722
  343 1322   -0.33079    0.32441    0.37958    2.86136    2.24945    0.94128
  343 1518   -0.51782    0.14431    1.61463    0.43365    1.58661    1.67852
  343 1525   -0.52627    0.16613    0.49577    0.41760    2.72404    3.10642
  343 1582   -0.77233    0.38690    1.07914    0.66133    1.66161    1.87706
  343 1671   -0.19857    0.42431    0.01742    0.44034    2.55690    2.73296
  343 1790    0.55948    0.12170    0.11865    2.77362    0.50276    2.76751
  343 1812    0.23754    0.42654    0.28796    2.79196    0.66714    2.57546
  344  354    0.09730    0.47428    0.10287    2.78695    0.76456    2.46874
  344  376    0.18657    0.47053    0.02568    0.31067    2.32787    2.37724
  344  813   -0.43420    0.28020    0.09360    0.34666    2.16257    2.23555
  344  874    0.28209    0.07835    1.05465    1.66251    0.38910    1.58851
  344 1214    0.45425    0.18354    0.15557    0.21258    0.66182    0.64232
  344 1216    0.60317    0.22112    0.07844    0.43979    2.71898    3.00999
  344 1272    0.15411    0.43809    0.87716    1.52898    2.55466    1.44528
  344 1998    0.23922    0.57897    1.37354    2.71554    1.96729    1.14067
  344 2144   -0.53766    0.25164    0.06065    2.67151    0.46819    2.94485
  345  512    0.53017    0.16790    0.16970    2.68284    0.86506    2.40608
  345  612   -0.20979    0.53580    0.31343    0.40436    2.09284    2.17845
  345  732    0.08346    0.96969    0.67646    1.35106    0.90646    0.99052
  345 1028    0.00873    0.45504    1.29476    0.13832    1.16564    1.16392
  345 1038    0.36084    0.07154    1.32160    2.96816    2.49664    0.62661
  345 1072    0.46944    0.88439    0.19136    1.58689    2.65803    1.48492
  345 1129    0.06287    0.32515    1.45717    2.35720    0.74029    2.62450
  345 1161   -0.83366    0.07647    0.63951    2.02402    2.18799    0.67380
  345 1231    0.39248    0.83962    0.67536    1.49310    1.17540    2.12213
  345 1423   -0.58202    0.28587    0.22993    0.07911    0.24444    0.25673
  345 1464    0.33868    0.25446    0.33532    2.80206    0.77959    2.44504
  345 1509    0.15954    0.06288    1.53798    3.00386    1.41643    1.73435
  345 1600   -1.17861    0.11156    0.20584    2.20743    2.24154    0.80481
  345 1609   -0.40550    0.06972    1.06918    1.00269    0.77165    0.78503
  345 1910   -0.44198    0.28906    1.19779    3.06183    2.33086    0.81085
  346  444   -0.32677    0.43766    0.27962    2.93129    0.38889    2.75631
  346  517    0.53594    0.04561    0.04472    2.83043    1.44578    1.74420
  346  520   -0.81935    0.42705    0.88334    1.39607    1.26831    0.58227
  346  539   -0.54115    0.15894    0.96911    1.47911    1.70766    1.56821
  346  574   -0.39072    0.42210    0.05214    0.16387    0.60549    0.61645
  346  642    0.13328    0.48297    0.02342    2.78548    1.19530    2.01429
  346  914    0.63251    0.53285    0.22033    1.70890    1.98256    1.13221
  346 1092   -0.74650    0.54061    0.30770    1.73098    1.84535    0.48563
  346 1118   -1.11814    0.12883    0.38541    1.51831    1.91410    1.56737
  346 1547   -0.66891    0.19157    0.98229    1.69692    1.53983    1.82398
  346 1602    0.91369    0.04145    1.12145    1.46992    1.27651    0.62569
  346 1804    1.06018    0.16872    0.12303    1.31380    1.75571    2.75730
  346 1809    1.03808    0.21876    0.97186    1.66630    1.67552    0.23022
  346 2104    1.07084    0.12791    0.63596    1.62537    1.69828    1.52356
  347  948   -0.91974    0.03156    0.07009    3.08215    2.22372    0.91963
  347 1218   -0.34124    0.26497    0.27315    0.40356    2.16805    2.26450
  347 1371    0.20723    0.48715    0.15100    2.70630    0.99239    2.26059
  347 1374   -0.49646    0.27300    0.28468    2.70554    0.42870    2.96506
  347 1415   -0.05942    0.23396    1.23915    0.26181    0.68447    0.67883
  347 1427    0.49905    0.22159    0.08583    2.98501    3.03778    0.11810
  347 1624    0.24744    0.20592    0.95540    1.37667    1.26329    2.09631
  347 1654    0.39838    0.26361    0.26363    0.24516    1.78284    1.81099
  347 1681   -0.11941    0.46253    0.42187    2.93930    2.19677    0.96975
  347 1850    1.15854    0.48738    0.99694    1.85983    2.29121    1.20320
  347 1995   -0.90120    0.34827    1.26299    1.60362    1.70149    0.69823
  348  667    0.44422    0.26857    0.03289    3.07312    2.26464    0.87996
  348  669   -0.18523    0.45104    0.93977    1.67289    1.59335    1.89651
  348 1059    0.13816    0.05400    1.07856    1.64979    1.53486    2.83625
  348 1407   -0.21267    0.45967    0.00231    3.05079    2.25235    0.89131
  348 1505   -0.13127    0.47003    0.07842    0.06744    0.74602    0.74431
  348 1851   -0.22506    0.09928    1.01734    1.47503    1.44799    1.97456
  348 1973   -0.38324    0.27124    0.11292    0.33078    2.42121    2.50757
  349  468    0.66840    0.22422    1.08064    1.46649    1.30172    0.73167
  349  618   -0.75229    0.60460    0.84013    1.17322    1.96763    2.60591
  349  761   -0.02277    0.49700    0.12456    0.12989    0.77461    0.78535
  349 1039   -0.59168    0.36332    0.21662    0.19743    0.14989    0.21003
  349 1111    0.74246    0.31454    0.80704    1.66412    1.36095    1.50646
  349 1212   -0.01422    0.08150    0.96126    1.75479    1.54179    1.21623
  349 1661    0.49389    0.15444    0.02020    2.98779    2.19051    0.96473
  349 1821   -0.06216    0.49577    0.11811    0.41888    2.22524    2.33904
  349 2013   -0.49176    0.15625    0.18489    2.79980    0.81628    2.39604
  350  404   -0.72546    0.26594    1.64405    2.90086    1.87985    1.29129
  350  979    0.33016    0.06337    1.40162    2.66947    0.64229    2.63591
  350 1064    0.60025    0.35667    1.50124    2.92366    1.86905    1.29619
  350 1138   -0.10019    0.41586    0.02747    0.06783    0.54103    0.54100
  350 1298   -0.50867    0.26346    0.00483    2.87524    1.25694    1.92178
  350 1510   -0.29118    0.01784    1.67577    2.71446    1.17754    2.05245
  350 1598    0.39239    0.26140    0.04805    0.08284    0.75328    0.75588
  350 1698   -0.16686    0.35493    1.40267    2.72985    0.32032    2.84597
  350 1704   -0.00630    0.45668    1.38894    2.84472    2.43434    0.74796
  350 2064    0.59472    0.18430    0.10140    0.06793    0.16831    0.18051
  351  410    0.47980    0.22946    0.02663    2.95338    2.27857    0.86450
  351  450   -0.28043    0.50202    1.46330    1.10452    1.93591    1.84345
  351  792   -0.09385    0.48916    0.17728    2.91959    2.33270    0.82594
  351  959   -0.04682    0.47588    0.11274    0.28413    2.27684    2.30497
  351  982   -0.47189    0.20970    0.24502    2.95141    3.00488    0.22542
  351 1130    0.17964    0.13712    1.28121    2.40827    2.96203    0.75216
  351 1162    0.45901    0.27636    0.21800    2.77996    1.22643    1.97761
  351 1637   -1.12270    0.43644    0.68449    1.30559    0.72022    1.16497
  351 1785    0.70578    0.51297    1.20299    0.75586    2.79031    2.45130
  351 1976   -0.58053    0.27110    1.02077    1.64624    0.46208    1.75203
  351 2103    0.24339    0.74891    1.28964    1.02652    2.20927    2.01716
  351 2129    0.46512    0.24546    0.01163    2.79344    0.34591    3.09985
  352  525   -0.07791    0.04856    1.30847    0.83945    2.77592    2.23020
  352  529    0.36504    0.29444    0.06477    3.04256    2.38928    0.75283
  352  799    0.47828    0.21066    0.14189    3.05731    2.46361    0.68356
  352 1180    0.14122    0.44392    0.04233    3.02206    2.43693    0.70253
  352 1264    0.35411    0.24474    0.84461    1.58160    2.55052    1.38945
  352 1404   -0.19366    0.48434    0.24258    2.68231    1.17011    2.08536
  352 1676    0.49024    0.39054    1.17008    1.10465    0.67078    0.84981
  352 1820   -0.10413    0.57352    1.39329    1.04474    0.74273    0.81911
  352 2057    0.15055    0.86809    0.84552    1.59413    1.36533    1.80429
  353  379   -0.69404    0.41308    1.10669    1.92077    2.50683    1.36346
  353  416   -0.51085    0.16830    0.46418    3.11813    0.55384    2.58816
  353  450    0.47985    0.36734    0.69877    0.28994    0.36840    0.42295
  353  526   -0.35102    0.58264    0.92616    1.59742    0.34267    1.65150
  353  581    0.19629    0.30889    1.24950    2.50778    1.55811    1.41758
  353  651   -0.62624    0.90317    0.03182    1.67772    2.06319    1.66073
  353  978    0.33661    0.69312    0.92781    1.64173    0.85351    1.73222
  353 1047   -0.62112    0.04114    0.32700    3.07556    2.31978    0.82336
  353 1060    0.04045    0.91900    0.46947    1.77915    1.95326    1.45810
  353 1135    0.11254    0.94015    0.01510    1.53721    0.45480    1.62371
  353 1141   -0.16634    0.69226    1.04492    1.41075    2.11647    1.77047
  353 1233    0.01651    0.93165    0.64439    1.54949    1.64563    1.32933
  353 1314    0.51167    0.87317    0.43725    1.72066    2.66410    1.52996
  353 1506   -0.47563    0.93574    0.76824    1.18402    0.52788    1.32694
  353 1923   -0.23366    0.98897    0.43286    1.34691    1.57623    1.50439
  353 1943    0.06338    1.11100    0.25087    1.56803    0.83752    1.45497
  353 1959   -0.27567    1.00524    0.26175    1.53970    2.43325    1.55114
  353 1988    0.25908    0.93619    0.37630    1.59174    0.24385    1.61929
  353 2052   -0.69201    0.60795    0.47765    1.51547    0.33818    1.56229
  353 2127   -0.18790    0.70693    1.18432    1.45538    1.61331    1.36107
  353 2137    0.48984    1.01624    0.53907    1.35576    0.84170    1.64497
  354  376    0.80125    0.55746    0.16262    2.98752    2.99075    0.15329
  354  813   -0.50385    0.17774    0.18651    3.11764    2.89900    0.24278
  354  874    0.28467    0.26906    1.09626    1.72121    0.96353    1.64201
  354 1218   -0.10993    0.47738    0.09767    2.93003    2.27609    0.89092
  354 1272    0.53551    0.20095    0.83536    1.88477    1.80365    1.97742
  354 1371    0.44123    0.24696    0.00693    0.12432    0.89649    0.89705
  354 1412    0.50368    0.17265    0.35658    0.30931    2.88382    2.94223
  354 1624    0.42965    0.51387    1.20632    1.47631    0.95754    1.04127
  354 2144    0.12800    0.43425    0.25548    0.14571    0.81186    0.80610
  355  566   -0.28451    0.65163    1.01608    2.10949    1.91966    0.75334
  355  705   -0.32600    0.04954    0.93378    2.14473    1.75887    1.84291
  355  730    0.55184    0.22511    0.82415    1.75190    1.35291    0.92758
  355  762    0.88388    0.03700    0.31987    2.29462    0.97575    2.68578
  355  780    0.50549    0.16538    0.06479    3.05932    2.06509    1.08008
  355 1041   -0.86832    0.65589    1.16016    0.91972    2.83424    2.23677
  355 1072    0.29489    0.14696    1.28650    2.20430    0.97844    2.86361
  355 1231   -0.29168    0.34398    1.25251    1.89225    1.56046    0.95115
  355 1350   -0.09308    0.90013    0.58963    0.83329    0.38713    0.78866
  355 1352    0.88091    0.12486    0.83496    1.81014    1.81063    0.03122
  355 1356   -0.22746    0.94646    0.59347    1.19850    0.86823    0.97816
  355 1428   -0.44901    0.24670    0.32265    0.20016    2.86441    2.87240
  355 1779    0.94844    0.41073    0.42696    2.96502    2.97127    0.05094
  355 1827   -0.82071    0.34587    1.03975    1.86663    1.74486    0.74842
  355 1853   -1.28615    0.12218    0.00456    2.10633    1.65168    1.49977
  355 1859    0.94007    0.24173    0.24068    1.75106    1.41650    2.91460
  356  409   -0.17116    0.22909    1.11222    1.76260    1.51439    1.94961
  356  424   -0.10324    0.29172    1.49654    0.29306    1.91163    1.95572
  356  461   -0.51327    0.04389    1.60936    2.95321    1.49008    1.66878
  356  487    0.15514    0.46496    0.02154    3.05559    2.40654    0.74055
  356  579   -0.40022    0.26917    0.06700    3.11847    2.41557    0.72566
  356  643   -0.17607    0.20776    1.47701    2.93207    1.29183    1.86745
  356 1163   -0.68572    0.32071    1.13662    1.77539    0.45932    1.85663
  356 1253    0.32681    0.05350    1.02682    1.42512    0.53154    1.53477
  356 1277    0.39932    0.26534    0.01045    3.03060    2.45761    0.69194
  356 1308    0.55231    0.23696    0.15136    0.31730    2.80269    3.01843
  356 1678   -0.14474    0.47601    0.00741    3.12012    2.41773    0.72421
  356 1935    0.28766    0.33236    1.61185    2.95588    2.30760    0.82970
  356 1981    0.35381    0.35690    1.42846    0.23869    1.40478    1.42100
  356 2001    0.54924    0.18348    0.12563    0.37279    2.75870    3.05480
  357  433   -0.25030    0.83608    0.81411    1.30649    2.18593    1.88424
  357  684   -0.06857    0.22651    1.21996    0.80119    2.07455    2.46298
  357  685   -0.31547    1.17398    0.87852    1.69860    0.57432    1.77620
  357  707    1.04925    0.28272    0.39723    1.69941    0.70005    1.76975
  357  786    0.15076    0.98774    0.77380    1.69064    2.82419    1.47474
  357  921   -0.40986    0.33529    0.04981    3.00163    2.64769    0.50141
  357  934    0.38194    1.01137    0.11359    1.60249    0.93252    1.27771
  357  965   -0.67174    0.92660    0.60047    1.58550    2.31509    1.76429
  357  990   -0.74378    0.63904    0.50112    1.37097    2.17093    1.91008
  357 1127    0.58819    0.37483    0.30416    2.79797    0.71192    2.52062
  357 1136   -0.29980    0.83536    0.31627    1.34003    2.92299    1.81064
  357 1338    0.86441    0.67971    0.45312    1.51735    1.99427    1.21930
  357 1479   -0.11281    0.09269    1.44454    1.06924    1.15447    0.52966
  357 1500   -0.46404    0.95137    0.15354    1.67985    0.62170    1.71364
  357 1514    0.97044    0.55958    0.68861    1.42582    1.20249    2.08878
  357 1530   -0.77362    0.70032    0.02104    1.62749    2.66519    1.54250
  357 1642    0.67592    0.80973    0.57133    1.74659    2.86319    1.36582
  357 1845    0.04668    1.17051    0.84093    1.43440    1.81638    1.20619
  357 1891   -0.88390    0.54490    0.32361    1.43845    0.34095    1.49312
  357 2014    0.40838    0.85790    0.59099    1.43950    0.36414    1.42794
  357 2089   -0.21921    0.27794    0.88215    1.10059    0.44833    1.07830
  357 2161    0.27289    0.95208    0.31474    1.55890    2.19109    1.83851
  358  411    0.26637    1.11304    0.64071    1.58218    1.89851    1.02140
  358  413   -0.63031    0.73247    0.12525    1.64908    0.94212    2.06354
  358  421   -0.01765    0.81981    1.06204    1.34279    0.85112    1.29217
  358  791   -0.41684    0.10100    1.65297    1.74162    1.70056    0.40585
  358 1102   -0.85309    0.31747    1.09230    1.41760    1.84972    0.96237
  358 1164   -0.05092    0.47224    0.28372    2.71428    1.00922    2.24232
  358 1270    0.87684    0.02422    1.04182    1.60759    1.14953    1.86766
  358 1351    0.53259    0.12365    0.03546    0.35452    1.42376    1.47858
  358 1360    0.55637    0.81978    0.36354    1.48791    0.67576    1.46572
  358 1405    0.69133    0.17707    0.93710    1.66768    1.69270    1.54699
  358 1630    0.45873    0.38097    0.19187    2.91887    2.72809    0.42128
  358 1716    0.72597    0.42748    0.72011    1.77644    0.87944    2.14350
  358 1717    0.92452    0.39952    0.18938    1.70343    1.95286    1.90609
  358 1733   -0.37209    0.38405    0.11422    2.76849    0.57355    2.67401
  358 1753    0.41880    0.58614    0.63925    1.81777    1.12861    1.56970
  358 1863    1.37405    0.01493    0.15274    1.45780    2.21215    1.42203
  358 1909   -1.02852    0.27621    0.25993    1.47767    0.82617    1.74716
  358 1924    0.48067    0.89956    0.85813    1.70929    1.24296    1.00442
  358 1967    0.71793    0.00814    1.10338    2.12040    1.04392    2.82237
  359  492   -0.27926    0.75756    0.85557    1.42826    0.56428    1.47715
  359  514   -0.08658    0.29763    1.77833    2.77342    0.29936    2.92742
  359  946   -0.00010    1.04423    0.99580    2.06389    0.40104    2.06094
  359  989    0.47731    0.18100    0.17509    2.79326    1.13899    2.06952
  359 1154    0.07976    0.51180    1.02198    1.93049    1.96963    1.73608
  359 1404   -0.50137    0.25887    0.15118    2.84017    0.32466    3.01946
  359 1513    0.12714    0.44349    1.16774    1.84773    2.32879    1.48465
  359 1641    0.14197    0.49802    0.14645    2.95758    2.23985    0.92281
  359 1856    0.52370    0.33273    0.04277    0.11865    0.37138    0.37486
  359 2030   -0.47167    1.07522    0.79584    1.29139    1.02391    1.42165
  360  551    0.12188    0.94446    0.81264    1.75232    1.13478    2.05239
  360  777   -0.74908    0.22417    1.07606    1.84344    1.40070    2.00301
  360  945   -0.29261    0.79195    0.18255    1.82435    1.18804    2.19804
  360 1031   -0.03428    0.68819    1.22580    0.28503    2.10534    2.08139
  360 1102   -0.52274    0.32402    0.90726    2.61844    0.50560    2.47634
  360 1164    0.85512    0.81442    0.07771    1.68286    2.30593    1.34458
  360 1179    0.16151    0.89305    0.27102    1.58444    0.52685    1.49089
  360 1182    0.02150    0.49484    1.20928    2.68234    1.05980    2.18193
  360 1205    0.25579    0.36268    0.55375    2.82872    0.34598    2.95919
  360 1432   -0.45832    0.19729    0.06477    2.71721    0.87066    2.37523
  360 1551   -0.53627    0.44321    1.04285    1.66805    1.96279    0.92349
  360 1630    0.65913    0.82434    0.56557    1.70049    0.71691    1.93171
  360 1692    0.39638    0.21617    1.29292    0.39708    2.68845    2.83352
  360 2054   -0.59950    0.28594    0.19718    2.98964    2.78312    0.33893
  361  525    0.97763    0.37182    0.97869    0.88376    0.52922    0.89810
  361  571    0.05826    0.49339    0.03260    0.38925    2.24369    2.31507
  361  620   -0.65573    0.11529    0.55456    1.18765    0.56031    1.34799
  361  799    0.00914    0.48500    0.11513    2.71783    0.96867    2.26593
  361  927   -0.29406    0.35360    1.58278    0.14362    1.28942    1.29985
  361 1006    0.37536    0.14133    0.37800    0.26412    1.08624    1.12490
  361 1180   -0.44383    0.16264    0.30827    2.83857    0.98052    2.21638
  361 1861   -0.36050    0.32351    0.39054    0.44218    2.69829    3.09074
  361 2057    0.05668    0.13974    1.07234    1.99789    2.08483    1.20856
  362  490   -0.94101    0.20772    0.64276    1.91441    1.86943    0.36289
  362  719    0.13301    0.03102    1.64413    0.33052    2.06250    2.10872
  362  821    0.76835    0.41926    1.45746    2.80386    1.11642    2.06960
  362  847    0.02888    0.49951    0.12383    2.79443    0.95007    2.26630
  362  856   -1.09980    0.13251    0.00176    1.53838    1.83015    2.41516
  362 1173   -0.74253    0.21895    1.46095    0.31978    0.92247    0.98142
  362 1386   -0.33068    0.31034    1.37008    0.26256    0.70659    0.75448
  362 1440    0.82850    0.07333    1.02603    1.50382    1.70292    2.58090
  362 1672   -1.09912    0.39341    0.21043    1.61491    1.77761    2.04364
  362 1751   -0.78063    0.78179    0.37257    1.71201    1.56188    0.55579
  362 1868    0.54207    0.24456    1.31467    3.01984    3.03935    0.09503
  362 1920    0.43889    0.76784    0.09261    2.71330    0.88206    2.38152
  362 2011   -0.42387    0.30226    0.16314    0.30188    2.82575    3.03825
  362 2025    0.55295    0.55697    0.17502    1.46335    1.80979    2.62627
  362 2042   -0.21423    0.00496    1.69825    0.12555    0.85584    0.86256
  362 2075    0.96121    0.25092    0.37726    1.57774    1.49957    2.41787
  362 2083    1.13711    0.16510    0.53739    1.32262    1.56724    1.00295
  363  428   -0.35437    0.95560    0.26748    1.25349    2.33155    2.06418
  363  483    0.87229    0.66948    0.81140    1.71250    1.01017    1.95020
  363  508    0.64575    0.80826    0.06983    1.96082    1.56437    2.12087
  363  526    0.09819    0.80930    0.88127    1.33712    2.29798    2.06241
  363  651    0.24066    0.82937    0.04776    1.89764    1.46566    2.11032
  363  709    1.08029    0.36855    1.20534    2.11795    1.98889    1.24490
  363  712   -0.03058    1.05734    0.60608    1.52530    1.78487    1.10153
  363  770    0.50270    0.88168    0.54592    1.44886    1.40688    1.96433
  363  839   -1.13435    0.18453    1.29724    0.79064    0.95108    1.01806
  363 1069    1.10936    0.80583    0.41207    1.53952    1.00658    1.05378
  363 1226    0.55036    0.77951    0.66671    1.96276    1.70871    1.97924
  363 1275   -0.67001    0.39541    0.50931    1.41119    1.74231    1.92379
  363 1299    0.40988    0.52461    1.12838    1.34452    1.13026    1.91550
  363 1562    0.49362    0.73627    1.11749    1.49220    0.89652    1.85723
  363 1595   -0.46007    0.91209    0.04808    1.23869    1.32362    1.23738
  363 1801   -0.76230    0.83708    0.51843    1.63224    1.31938    1.07542
  363 1832   -0.55639    0.05298    0.02156    0.38411    1.54248    1.61534
  363 1896    0.07339    0.87468    0.82017    1.52547    2.07283    1.81109
  363 1923   -0.41535    0.75360    0.48707    1.57091    1.03526    1.19798
  363 1977   -0.07072    0.86132    0.46465    1.41056    1.75796    1.03315
  363 2007    0.00556    0.96133    1.06618    1.62914    2.35318    1.32078
  363 2035    0.11051    0.96379    0.25867    1.46205    1.14809    1.80728
  363 2052    0.15222    0.83992    0.32072    1.58497    2.04973    1.00343
  363 2065   -0.39585    0.61353    0.91234    1.73032    1.52360    1.81995
  363 2124    0.75807    0.59794    0.23112    1.65545    1.28641    1.87116
  364  380   -0.86899    0.18751    0.98924    1.47634    1.74155    2.53462
  364  793    0.51553    0.25775    0.26682    0.36133    1.22486    1.29125
  364  797    0.56790    0.36693    1.71021    2.70830    0.91683    2.33797
  364  944    0.32129    0.28365    0.32315    2.97325    2.18493    0.97262
  364  992    0.06293    0.50044    0.11384    0.27459    2.07384    2.11671
  364 1097    0.91565    0.01675    0.15702    0.34169    2.26086    2.29897
  364 1107    0.72683    0.35475    1.23143    1.44803    1.74555    2.51755
  364 1349    0.10214    0.12897    1.73554    2.88939    1.42389    1.73133
  364 1375   -0.00248    0.49564    0.26622    0.09907    0.77568    0.77854
  364 1795   -0.22526    0.49251    1.21786    2.57738    0.68968    2.36701
  364 1883    0.84139    0.26805    0.76058    1.60893    1.88302    1.50584
  364 1969    0.85299    0.01609    1.62457    2.90922    1.44538    1.70319
  365  633   -0.51019    0.19515    0.20028    2.67828    0.85373    2.43812
  365  726   -0.38286    0.41775    0.16198    0.39681    2.69130    2.90696
  365  827   -0.77125    0.73597    0.86595    1.33074    0.70619    1.14231
  365  830   -1.12276    0.43597    0.46754    1.28078    0.57972    1.33316
  365  866    0.43638    0.42096    1.04715    1.69654    1.27403    2.43368
  365 1049    0.03747    0.57299    0.81621    2.66468    1.37346    1.77901
  365 1454   -0.70395    0.76886    0.41596    1.90619    2.05320    0.65976
  365 1536    0.02133    0.49151    0.19426    0.26356    1.21029    1.23996
  365 1590    0.39477    0.10261    0.66060    2.99856    1.79082    1.35540
  365 1677    0.75065    0.10277    0.86190    1.40700    1.02052    0.87761
  365 1930   -0.46551    0.32515    0.02534    2.65986    0.69971    2.57147
  366  659    0.07614    0.26780    0.86386    1.39057    0.58270    1.44533
  366  711   -0.73064    0.66795    0.05234    0.08631    0.71520    0.71648
  366  936    0.63452    0.24799    1.11901    1.18695    0.84749    0.88458
  366 1178   -1.24356    0.35005    0.15014    1.08190    2.50876    1.87574
  366 1189   -0.10527    0.41525    0.27698    0.34189    2.55329    2.66759
  366 1206   -0.22465    0.42644    0.33283    2.74755    0.86733    2.37014
  366 1763    0.65390    0.82224    1.06272    1.96503    0.77396    1.77218
  366 1884   -0.77987    0.59638    0.01030    1.18079    0.96961    1.26516
  366 1899    0.87866    0.36984    0.75467    1.97110    2.17959    1.42292
  366 1927    0.63039    0.69731    0.48527    1.01565    2.42651    2.43293
  366 1947   -0.02295    0.28471    1.27941    1.02059    2.14933    2.31794
  366 2099   -0.62526    0.21585    0.05969    3.05620    3.04872    0.12599
  366 2114    0.31951    0.03935    1.58505    2.11380    1.68015    1.95064
  367  472   -0.09151    0.48462    0.19144    2.79058    1.01631    2.19852
  367  729    0.52826    0.26347    0.12308    0.31156    2.79636    2.99381
  367  738   -0.12489    0.39022    1.54912    0.31530    0.37683    0.44939
  367  758   -0.50447    0.29013    0.27916    0.24594    2.91839    3.02709
  367  909   -0.44348    0.21817    0.03137    0.24135    0.84724    0.87875
  367  986    0.90512    0.25330    1.16729    2.93466    0.12606    2.94692
  367 1084    0.43095    0.21677    0.09818    3.05488    2.14576    0.99167
  367 1128   -0.39710    0.49303    1.25383    3.01470    1.88559    1.25459
  367 1139    0.73887    0.29349    1.62247    2.69671    1.98151    1.14366
  367 1146   -1.03325    0.05033    1.40414    2.73873    2.16128    1.06849
  367 1249    0.37726    0.08357    1.48287    2.82160    0.30731    2.91843
  367 1922    0.32532    0.45283    1.24729    2.76947    0.54169    2.66544
  367 1996   -0.16278    0.19726    1.58315    0.14456    1.49172    1.49606
  367 2080   -0.72620    0.53827    1.43883    0.56166    2.66200    2.84279
  367 2107   -0.49171    0.06043    1.61997    2.39159    1.01981    2.39893
  368  373   -0.49225    0.13438    0.12369    0.31806    2.11224    2.16847
  368  438   -0.23028    0.50920    0.57753    0.95467    1.63357    1.89651
  368  914   -0.63128    0.24700    1.65437    0.41627    1.55293    1.60430
