    1    2    0.39144    0.22196    0.15369    0.18809    0.81475    0.83166
    1    3    0.55062    0.26648    0.04782    0.02313    0.09793    0.10058
    1    7   -0.57212    0.26796    0.06195    0.03393    0.08382    0.07814
    1    8   -0.16714    0.50363    0.20431    0.23714    0.95594    0.98591
    1   26    0.15836    0.45373    0.16464    0.17588    0.94201    0.95676
    1   32   -0.42479    0.17637    0.09947    0.11634    0.77680    0.77664
    1   34    0.00882    0.40598    1.41772    0.21930    0.94320    0.97028
    1   40    0.57213    0.10320    1.46214    0.20360    0.89452    0.92016
    1   41   -0.15858    0.09047    1.56037    0.05009    0.17144    0.16663
    1   43   -0.40745    0.20656    1.48779    0.07511    0.14590    0.16055
    1  113    0.11180    0.18486    1.41035    0.12432    0.11994    0.08567
    1  114   -0.30019    0.38756    1.31151    0.21901    0.98064    1.00517
    1  115    0.44724    0.10262    1.51283    0.05783    0.08548    0.06343
    1  116   -0.84726    0.11301    1.38601    0.17452    0.84008    0.84302
    2    3    0.46503    0.25290    0.15593    0.17368    0.71688    0.73112
    2    4   -0.61657    0.20304    0.19713    0.07234    0.19582    0.18409
    2    8    0.58825    0.20018    0.08829    0.05176    0.14972    0.15518
    2    9   -0.42533    0.22606    0.07887    0.12255    0.67198    0.67911
    2   11   -0.19904    0.43868    0.01462    0.16404    0.71525    0.71116
    2   34   -0.17943    0.47286    1.37714    0.10929    0.18027    0.14353
    2   41    0.28482    0.21884    1.47294    0.20774    0.65110    0.66730
    2   42   -0.14553    0.21717    1.52713    0.06031    0.08667    0.06293
    2   43   -0.31977    0.02779    1.36408    0.16466    0.67221    0.67457
    2   44    0.45720    0.42120    1.41817    0.11597    0.11298    0.10856
    2   48   -0.72283    0.04166    1.58198    0.06279    0.10203    0.10437
    2  114   -0.17980    0.22763    1.44859    0.03209    0.17138    0.17352
    2  116    0.39543    0.03535    1.55971    0.06027    0.05811    0.02596
    2  123   -0.00053    0.24203    1.47258    0.18846    0.90197    0.92156
    2  125   -0.55486    0.41521    1.57351    0.15749    0.79035    0.80737
    3    4    0.41352    0.24481    0.04022    0.16872    0.88916    0.90714
    3    5    0.60569    0.24622    0.10039    0.03370    0.14880    0.15256
    3   26   -0.37170    0.22732    0.11289    0.16170    0.84408    0.85620
    3   28    0.18185    0.47402    0.16799    0.13985    0.79356    0.80475
    3   34    0.54801    0.15994    1.46777    0.19751    0.84621    0.86972
    3   36   -0.02407    0.36903    1.33374    0.17855    0.71700    0.73839
    3   43   -0.15346    0.08077    1.53366    0.05270    0.05198    0.06597
    3   45   -0.41844    0.14263    1.46924    0.03024    0.06407    0.05861
    3  114    0.30894    0.59733    1.27873    0.20368    0.88275    0.90462
    3  115    0.11402    0.11940    1.46852    0.06592    0.07024    0.04371
    3  116   -0.26259    0.37595    1.34629    0.16700    0.74271    0.74245
    3  117    0.47979    0.10603    1.51080    0.06206    0.05438    0.03986
    4    5    0.51185    0.17426    0.07384    0.20017    1.03674    1.05961
    4    6   -0.55570    0.29247    0.01177    0.06798    0.03936    0.05610
