    1    2       0.37856       2.52275       0.64573       1.86985       1.92554       0.13275       1.44334       0.22919       0.10544       1.69157       0.15081       1.25532       1.70834       0.56583       1.53738       0.34770
    1    3       0.34524       2.22702       0.88415       1.26157       2.47596       0.36200       2.27132       0.20190       0.23111       1.39381       0.41899       0.78181       2.27186       0.92298       2.43700       0.38858
    1    7       0.40602       2.65057       0.29504       2.35309       2.21975       0.46928       1.35994       1.00459       0.87702       2.42680       0.39954       2.48324       1.26849       0.24430       0.75973       0.41219
    1    8       0.53437       2.85204       0.34725       2.57099       1.87867       0.31209       1.04604       0.74720       0.52765       2.32621       0.17059       2.22236       1.28739       0.35173       0.73462       0.50702
    1   26       0.20044       1.77983       0.58027       1.02121       2.63051       0.29378       2.23362       0.21822       0.34935       1.36419       0.51674       0.77493       2.19443       0.50972       2.10549       0.16004
    1   32       0.15641       2.00896       0.20769       1.58451       2.40937       0.31013       1.63731       0.68407       0.64228       1.88896       0.46085       1.71518       1.56938       0.13048       1.11506       0.17565
    1   34       2.06067       8.21979       3.02578       6.77196       0.04422       2.25769       0.36496       1.46429       1.54413       7.09205       2.29685       5.79585       0.27324       3.22628       0.90524       2.17120
    1   40       2.44373       8.60377       3.08037       7.57637       0.22992       2.51622       0.25029       2.17615       2.15303       7.74771       2.63290       6.94637       0.13962       3.10061       0.42896       2.44288
    1   41       2.46577       8.87574       3.30619       7.62199       0.08088       2.48020       0.19055       1.95892       1.95468       7.60352       2.45141       6.70074       0.19340       3.40093       0.67498       2.50390
    1   43       2.35786       8.61416       3.55050       7.00273       0.16284       2.42916       0.65337       1.54981       1.54106       7.07356       2.40903       5.81264       0.65800       3.71598       1.51463       2.47199
    1  113       2.05405       0.08054       1.34637       0.36761       7.98141       2.05614       6.44843       3.20217       2.91274       0.33752       1.88011       0.98228       6.60202       1.34063       5.42682       2.12304
    1  114       2.17397       0.15965       1.44988       0.45543       7.82389       1.88725       6.37486       2.90484       2.65533       0.10637       1.75966       0.58391       6.74955       1.45194       5.58049       2.18107
    1  115       2.52746       0.17287       2.16123       0.15568       8.77967       2.44317       7.59561       3.22704       3.16452       0.14100       2.43856       0.47636       7.72492       2.08962       6.91735       2.50961
    1  116       2.83901       0.52918       2.44025       0.50185       8.71959       2.47598       7.48085       3.24175       3.07252       0.21343       2.44404       0.40169       8.00667       2.37968       7.08366       2.83542
    2    3       0.37135       1.83298       0.52486       1.24448       2.78226       0.27072       2.31437       0.37141       0.33682       1.02642       0.19990       0.73799       2.44200       0.70423       2.26558       0.50349
    2    4       0.37717       1.96009       0.82750       1.13156       2.95881       0.50804       2.67045       0.38114       0.29775       1.05003       0.38723       0.57073       2.64506       1.03857       2.73341       0.54462
    2    8       0.42179       2.69665       0.23793       2.42363       2.16413       0.41127       1.27795       0.90674       0.95698       2.45209       0.41243       2.53403       1.20549       0.24662       0.69783       0.37065
    2    9       0.23008       2.52597       0.32547       2.14706       2.00817       0.29148       1.42480       0.54503       0.64890       2.16599       0.46120       2.09930       1.16120       0.22800       0.86125       0.16462
    2   11       0.14199       2.28017       0.58567       1.47613       2.15971       0.36609       1.96359       0.14031       0.22301       1.53646       0.35891       1.03028       1.66443       0.70261       1.77868       0.17698
