    1    2       0.35191       0.35150       0.35090       0.34707       0.34555       0.34464       0.34421       0.34163       0.33945       0.33279       0.32952       0.32584     0.32576     0.32486     0.31804     0.31452     0.31363     0.31335     0.31067     0.30915     0.30770     0.30455     0.30186     0.29958     0.29502     0.29443     0.29332     0.29023     0.28838     0.28582     0.28553     0.27217    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.43480    1.17938    0.06320   -0.05958    0.47469    0.98288    0.47389    0.27217   -0.16645   -0.44015    0.71536    0.10588    0.81831    0.93064    2.14071    2.39299
    1    3       0.35509       0.34840       0.34694       0.34326       0.34215       0.34172       0.34148       0.34019       0.34019       0.33776       0.33668       0.33417     0.33385     0.32360     0.32053     0.31934     0.31684     0.31123     0.30727     0.30725     0.29505     0.29081     0.29043     0.28705     0.28680     0.27636     0.27444     0.26507     0.26064     0.25277     0.24608     0.20380    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.42362    1.20211   -0.02588    0.02615    0.46281    0.99678    0.64650    0.20380    0.30616    0.21413    0.16804    0.02167    0.20479    0.05524    3.01680    3.00740
    1    7       0.33190       0.33128       0.33042       0.32777       0.32523       0.32503       0.31945       0.31923       0.31920       0.31587       0.30976       0.30800     0.30292     0.30048     0.29743     0.29301     0.29137     0.28775     0.28725     0.28553     0.28392     0.28376     0.28074     0.27594     0.27571     0.27185     0.26836     0.25732     0.25714     0.25420     0.25064     0.23887    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.42549    1.21976    0.05690   -0.05949    0.46992    0.98422    0.60721    0.23887   -0.31269   -0.29087    0.02555    0.02521    0.02553    0.12760    2.94320    3.08799
    1    8       0.36586       0.36092       0.35975       0.35891       0.35613       0.35610       0.35550       0.35258       0.34997       0.34730       0.34503       0.34134     0.34021     0.33896     0.33602     0.33577     0.33504     0.33413     0.32825     0.31754     0.31267     0.31207     0.30917     0.30910     0.30281     0.29930     0.28690     0.28134     0.27743     0.27390     0.26868     0.25499    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.43319    1.18856   -0.05115    0.05233    0.46801    0.98774    0.52823    0.25499   -0.49467   -0.18956    0.97456    0.05276    1.14422    0.92120    2.15101    2.06729
    1   26       0.34977       0.34729       0.34461       0.33941       0.33868       0.33707       0.33695       0.33599       0.33455       0.33285       0.33131       0.33025     0.32898     0.32654     0.32538     0.32493     0.32410     0.32083     0.31906     0.31881     0.31873     0.31809     0.31780     0.30834     0.30756     0.30237     0.29121     0.28407     0.27614     0.27409     0.26879     0.25851    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.42300    1.20750   -0.02632    0.02604    0.46616    0.99674    0.51696    0.25851    0.45742    0.24996    0.77449    0.08742    0.92560    0.77536    2.29613    2.28626
    1   32       0.37328       0.36832       0.36512       0.36358       0.36264       0.35705       0.35637       0.35533       0.35329       0.34966       0.34661       0.34504     0.33763     0.33333     0.32925     0.32757     0.32738     0.32717     0.32687     0.32535     0.32514     0.31854     0.31760     0.31756     0.31294     0.31279     0.31142     0.30882     0.29900     0.29661     0.29658     0.28012    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.41886    1.18616   -0.01565    0.01563    0.46206    0.99888    0.49211    0.28012    0.16588    0.47064    0.82820    0.05487    0.94763    0.83175    2.24038    2.26361
    1   33       0.60671       0.60202       0.59945       0.59744       0.59680       0.59670       0.59395       0.59243       0.59195       0.59097       0.58447       0.57597     0.57517     0.57235     0.57121     0.56510     0.56445     0.56053     0.55844     0.55400     0.55238     0.55226     0.55078     0.54838     0.53903     0.53886     0.53040     0.52930     0.52082     0.49756     0.49330     0.48485    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.42807    1.19830   -0.00449    0.00445    0.47495    0.99991    1.43105    0.48485    0.56327    0.55677    0.12057    0.08252    0.03450    0.05206    3.11999    3.10237
    1   34       0.46075       0.45684       0.44523       0.44078       0.43890       0.43644       0.43511       0.43505       0.43418       0.43079       0.42435       0.42388     0.41214     0.40182     0.39706     0.39192     0.38934     0.37456     0.36672     0.35903     0.35496     0.35088     0.33353     0.32972     0.30102     0.28921     0.28885     0.26939     0.25033     0.24961     0.23659     0.21586    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.41595    1.17769    0.05168   -0.05046    0.45484    0.98766    1.41470    0.21586    0.38990   -0.00885    0.90028    0.11416    1.02376    1.10765    1.96372    2.18758
    1   40       0.51426       0.51246       0.50424       0.50064       0.49807       0.48873       0.48117       0.47639       0.47577       0.47195       0.47043       0.46474     0.46144     0.44989     0.44830     0.43928     0.43679     0.42954     0.42483     0.41968     0.39593     0.39130     0.38566     0.38459     0.37209     0.36982     0.36694     0.33538     0.32419     0.29929     0.27761     0.24204    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.42120    1.18358    0.04538   -0.04415    0.46102    0.99059    1.52260    0.24204    0.09611    0.38694    0.77911    0.19404    0.90426    0.96813    2.10246    2.30817
    1   41       0.48082       0.47892       0.47757       0.46653       0.45641       0.45468       0.45409       0.42968       0.42811       0.41820       0.41513       0.41015     0.40744     0.40702     0.40678     0.40667     0.39195     0.37549     0.37493     0.37253     0.36403     0.36229     0.36091     0.33193     0.30711     0.30581     0.28906     0.28260     0.26207     0.25759     0.24528     0.20679    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.43700    1.18505   -0.00615    0.00586    0.47758    0.99984    1.53789    0.20679   -0.07711   -0.14330    0.24017    0.15903    0.17188    0.08617    2.98678    3.03928
    1   43       0.64910       0.64297       0.63894       0.62737       0.61247       0.60766       0.60251       0.60044       0.59144       0.58895       0.58012       0.57687     0.57040     0.56868     0.56753     0.55403     0.55310     0.54853     0.54105     0.50656     0.50057     0.49694     0.48752     0.47334     0.46814     0.46198     0.45650     0.45538     0.44460     0.42197     0.37587     0.35730    0.43123    1.18314    0.02322   -0.02383    0.46500    0.99747    0.43899    1.20550   -0.04114    0.04343    0.47732    0.99200    1.51093    0.35730    0.25651    0.09251    0.17561    0.10892    0.18525    0.03084    3.07633    3.02709
