   1 2      90.69221     74.92456    -75.00873    -79.70321
   1 3      61.72490    -57.25246    -91.97047     78.40879
   1 7     -50.52267    -36.49033    -76.90161    -52.50888
   1 8     -39.23164    -26.35927    -67.45876    -14.81505
   1 26    -103.36624    -64.88497     94.61391    127.99899
   1 32      95.71897     56.67769    140.55648     59.75437
   1 33      -0.50782      0.33267      0.67763      1.70187
   1 34       3.02017     -9.40665      6.68786    -18.66196
   1 40       0.18897      5.13646     -4.95665     -5.83330
   1 41       5.08771      2.41825      0.05125      0.76410
   1 43       0.13216      0.16791     -0.06753      0.24642
   1 113      -0.19402     -1.32138      1.12875     -0.69726
   1 114      18.07342     -0.29340    -15.00535     27.78514
   1 115      -5.50959     -0.43454     -3.70650      2.37230
   2 3     100.83503     62.33273    145.66297     78.91662
   2 4     -76.61977    -74.36661   -111.15108   -107.42500
   2 8     -58.16116     46.90780     69.97626    -84.07100
   2 9     -45.02887      9.26563     70.75424    -10.94294
   2 11     101.34619     43.24366     13.44108    106.43016
   2 34       0.16924     -2.22333      2.31489      2.32869
   2 41      -0.11823      1.84878      3.66170     -2.76914
   2 42     -10.15687     -3.59728      1.26345      1.72190
   2 43       1.74158      2.60787     12.28253     -0.45240
   2 48       0.01853      0.00035      0.04566      0.00521
   2 114      -1.69878      5.25901     10.12593      4.98007
   2 116      -8.26284      0.08771      4.84775     -2.56722
   2 123      15.14714      2.91793     28.43596     -1.37780
   2 125       0.06587      0.13718     -0.14686     -0.04764
   3 4    -130.60777    162.56606    143.26440   -208.77506
   3 5      68.99820    -56.31174    -96.71753     87.87125
   3 26    -101.54346   -123.91238   -138.20904   -142.07934
   3 28      69.03763     19.84325    -52.89299    -86.74265
   3 34       1.64955     -0.82696      2.32434      3.51351
   3 36       2.92913     -3.16040     -3.63986     -4.43738
   3 43       6.45129      0.59738      5.09694     -3.16682
   3 45      -0.07464     -0.08755     -0.06678      0.08865
   3 114      -0.06534      0.07383     -0.12268      0.06872
   3 115       0.13596      4.95806      1.25347     -1.88259
   3 116      -7.01043     -3.19840     13.30870     37.91793
   3 117       8.66601     -1.98889      4.35954      4.50597
   3 118       0.10506     -0.19482      0.20788     -0.21682
   4 5    -107.59505     59.08120    165.41048    -77.19343
   4 6     -61.13771    -49.38471     70.45999     86.12855
   4 11     -58.84738     51.30969    -63.51387     98.25787
   4 13     114.96048   -112.04394   -122.59380    166.20813
   4 36      -0.18326      0.63518      1.46752      0.82047
   4 42       0.03026      0.02098     -0.04848     -0.02735
   4 43       8.92180     -2.74476     -7.46203      8.71190
   4 44      22.50013      4.82734      4.48152     -9.83199
   4 45      -4.81441     -8.59704      8.46792     -2.10909
   4 46       0.02343     -0.18193      0.05206      0.05604
   4 116       1.59326      7.87586     -5.82816     -8.43849
   4 118       1.36353      3.00344     -4.21222     -1.79585
   4 125      11.81578      0.57444    -25.63156      7.52985
   5 6      84.48172     83.10548   -111.80112   -117.04479
   5 7     -56.14511    -34.88360     50.71842     77.08489
   5 28      59.64925     84.20644     53.79314     86.52314
   5 30    -113.62865    -58.14349    104.46068    151.81306
   5 36       0.13773      0.09800      2.43602     -1.47659
   5 38      -2.56955     -2.03371     -4.08829     -0.01790
   5 45      -3.68466      0.16980     -2.90371      2.34103
   5 47       0.05517     -0.08350     -0.21382     -0.16178
   5 117      -0.90659     -2.64876     -8.26206      8.71390
   5 118     -10.03308     -1.81790     -0.29292    -36.67919
   5 119      -6.99326      1.31857      4.62815      4.20812
   5 120       0.20154     -0.02793     -0.03528      0.34978
   6 7     -53.55472     22.00758    -77.45055     38.31964
   6 8     -53.33074     23.33148    -52.21149     58.89106
   6 13     -74.70352    -32.01204     98.22068     42.24912
   6 15      96.12824    -64.21695     24.60426   -119.13498
   6 38      -0.55649      0.90162     -0.37150     -0.83974
   6 44      -0.00477     -0.00441     -0.00274      0.00767
   6 45       4.41200      0.99993      2.75932      2.76724
   6 46      -3.05399     -4.22031     -1.30017     -2.35511
   6 47       0.70611     -7.48267      1.67316      7.53457
   6 48      -0.01492      0.46814     -0.26155     -0.00429
   6 118      -2.56111    -20.20796    -18.16930    -18.89539
   6 120      -0.47634     -1.76215     -3.10195     -2.85867
   6 121       0.36930      0.07410     -0.22033     -0.08475
   6 125       0.03236      0.08219     -0.04824     -0.00612
   6 127       5.08001     -6.91185     27.33300    -11.88645
   7 8      87.37696    -47.38555    119.47854    -43.55044
   7 30      99.24958    -96.68514   -143.85319    122.12558
   7 32     -68.46950     26.21228    -54.23139     60.17970
   7 38       6.69420      4.12440      4.01513      9.12387
   7 40      -3.36946    -19.62639     -8.22380     13.35329
   7 41       0.18914     -0.31497      0.46765     -0.15348
   7 47       6.43835     -0.56526      3.88473     -0.43877
   7 113      -0.07526      1.42840     -6.32277      0.58564
   7 114      -0.02236     -0.21671      0.26682     -0.14777
   7 118       0.01563     -0.16340      0.26346      0.00418
   7 119      -1.28033      3.19551      1.32138      8.69519
   7 120       0.03514      2.00267     -2.12773    -24.46852
   8 9      71.57821    -78.32226     85.07864    -67.69917
   8 15     -35.28970     -0.52776     30.39876    -40.72670
   8 34       0.01301     -0.02271      0.03573     -0.02504
   8 41      -1.51043      6.26202     -1.03335     -3.73989
   8 46      -0.02772     -0.00413      0.04533      0.00193
   8 47      -0.41401     -2.53407      2.58069     -1.98777
