    1   17    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.42732    1.10244   -0.02486   -0.02486    0.93761    0.98856    0.58554    0.23009    0.20796   -0.18584   -0.94021   -0.58514    0.11244   -0.99448   -0.11981
    1   69    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.40935    1.08545    0.00209    0.00209    0.93255    0.99992    1.45460    0.26434   -0.16095    0.29495   -0.96211   -0.62498    0.04331   -0.64977   -0.04766
    1  300    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.42678    1.09385   -0.00459   -0.00459    0.94053    0.99961    1.70940    0.46708    0.22844    0.48249   -0.60163   -0.77592    0.07411   -0.27622   -0.05116
    1  519    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41035    1.09982    0.02943    0.02943    0.95868    0.98511    0.51315    0.25548    0.45840    0.17046   -0.98255   -0.91163   -0.13751    0.53947    0.15758
    1  576    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41794    1.11416   -0.03818   -0.03818    0.94843    0.97426    0.59430    0.23319   -0.23634   -0.12844   -0.99775   -0.99642   -0.20450    0.99818    0.22996
    1  848    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41429    1.10055    0.04242    0.04242    0.95490    0.96891    1.54935    0.24798   -0.39789   -0.08853    0.95440    0.60060   -0.05652   -0.73730   -0.06379
    1 1161    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.42091    1.10334   -0.01058   -0.01058    0.94795    0.99799    0.49584    0.26925   -0.48301   -0.18434   -0.98906   -0.90366   -0.14909    0.63461    0.16897
    1 1202    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41742    1.09976   -0.04725   -0.04725    0.93152    0.95948    1.60582    0.39040   -0.14311   -0.09679   -0.99763   -0.98633   -0.20800    0.92897    0.23288
    1 1299    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41754    1.10792    0.00113    0.00113    0.94124    0.99998    0.49255    0.26512   -0.23709   -0.47799   -0.97386   -0.95468   -0.15207    0.68380    0.16990
    1 1379    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41294    1.10883   -0.00929   -0.00929    0.94752    0.99847    1.78390    0.47194    0.30298    0.36819   -0.99768   -0.99679   -0.20676    0.99183    0.23231
    1 1454    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41592    1.10335   -0.02043   -0.02043    0.95067    0.99262    1.55246    0.20424    0.09420    0.15296   -0.99540   -0.99294   -0.20796    0.97826    0.23561
    1 1596    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.43465    1.11381    0.00703    0.00703    0.93931    0.99908    1.54797    0.46739    1.04451    0.24902    0.63185    0.69154   -0.06023   -0.17896   -0.04366
    1 1733    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41510    1.10411   -0.02720   -0.02720    0.94050    0.98669    1.29115    0.39862   -0.63340    0.58297   -0.17243    0.04684   -0.07626    0.60579    0.02717
    1 1801    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.42123    1.08483    0.01761    0.01761    0.92226    0.99412    1.51780    0.24327    0.61589   -0.51473   -0.75709   -0.73704   -0.20633    0.71955    0.22910
    1 1848    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41375    1.09002    0.01665    0.01665    0.93598    0.99495    0.49331    0.26360    0.23260    0.45292   -0.99659   -0.93128   -0.17302    0.73677    0.19572
    1 1859    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.42198    1.09468   -0.00876   -0.00876    0.94471    0.99861    1.46895    0.25036    0.68572   -0.09892   -0.65358   -0.72256    0.05108   -0.19148   -0.03859
    1 2105    1.41527    1.08903   -0.01562   -0.01562    0.93258    0.99552    1.41182    1.12640   -0.01666   -0.01666    0.95379    0.99514    1.60339    0.31172    0.30281   -0.65573    0.80579    0.76199    0.19926    0.75602    0.21772
    2    8    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.40195    1.09976    0.06691    0.06691    0.92215    0.92046    1.00750    0.26503    0.37840   -0.21153    0.21639   -0.74598    0.15818   -0.78593    0.03833
    2  169    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.40158    1.08843    0.03061    0.03061    0.90966    0.98236    0.52581    0.28009    0.21812    0.45231   -0.99761   -0.91596   -0.15604    0.62956    0.17324
    2  215    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.40488    1.11426    0.05100    0.05100    0.94657    0.95515    0.62505    0.23890   -0.24369   -0.23409   -0.99668   -0.99659   -0.19778    0.97952    0.22383
    2  284    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.41939    1.10662   -0.00728   -0.00728    0.94133    0.99904    0.47953    0.26409    0.43076   -0.22038   -0.92825   -0.67949    0.08547   -0.75713   -0.09206
    2  402    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.41800    1.09179   -0.00212   -0.00212    0.93294    0.99992    0.62970    0.24969    0.13716   -0.39109    0.90452    0.68446   -0.11267   -0.91512   -0.11719
    2  543    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.40668    1.08299   -0.05822   -0.05822    0.91506    0.93791    1.47290    0.27860   -0.15155   -0.22362   -0.59479   -0.37172    0.03766   -0.01776   -0.03444
    2  711    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.42553    1.07761   -0.02081   -0.02081    0.91815    0.99166    1.44821    0.24924   -0.64483   -0.44513    0.61849    0.36896    0.00869    0.17988    0.00814
    2  850    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.42561    1.09554   -0.01584   -0.01584    0.93352    0.99531    1.59229    0.22164    0.31611    0.07642    0.87524    0.65157   -0.12495   -0.90511   -0.12781
    2  932    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.41281    1.10160    0.04473    0.04473    0.93681    0.96423    1.68546    0.48822   -0.31405    0.99661    0.58336    0.73553    0.15076    0.70584    0.14926
    2 1319    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.41463    1.10941    0.00994    0.00994    0.96294    0.99829    1.65010    0.29428   -0.09117    0.26633   -0.94664   -0.52934    0.07468   -0.77372   -0.08555
    2 1650    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.41696    1.08835   -0.04347   -0.04347    0.93327    0.96571    0.51376    0.24982   -0.28197   -0.47051   -0.97204   -0.96518   -0.16918    0.78674    0.19500
    2 1691    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.40477    1.10781   -0.03168   -0.03168    0.94104    0.98205    0.51802    0.27591   -0.47739   -0.20166   -0.98317   -0.94056   -0.15118    0.71242    0.17115
    2 1802    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.41585    1.09496    0.03910    0.03910    0.91659    0.97119    1.63996    0.43611   -0.67282   -0.72584    0.44241    0.56972   -0.17839   -0.69896   -0.13901
    2 1865    1.42170    1.12193    0.01730    0.01730    0.94869    0.99463    1.42239    1.10653    0.00302    0.00302    0.94610    0.99983    1.48034    0.30913   -0.61283   -0.35121    0.45439    0.57850   -0.16602   -0.63870   -0.13728
    3   43    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.42040    1.09120   -0.04683   -0.04683    0.93246    0.96007    0.87661    0.25320    0.74427    0.29949   -0.13633   -0.27980   -0.13477    0.20275    0.04630
    3   83    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.42114    1.07611    0.00080    0.00080    0.92146    0.99999    0.99484    0.25149    0.97108    0.04475    0.13318    0.26726    0.14503    0.18648    0.05437
    3  230    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.42030    1.10596   -0.03302   -0.03302    0.93883    0.98023    1.26285    0.27732   -0.96719    0.39935   -0.01723   -0.61337    0.03925   -0.09567   -0.00092
    3  242    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.42285    1.10803    0.02737    0.02737    0.95030    0.98662    1.02270    0.20712    0.90145   -0.08231   -0.20687   -0.29242   -0.15617    0.30895    0.07063
    3  603    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.41800    1.10471   -0.01553   -0.01553    0.92837    0.99551    1.28055    0.36213   -1.08179   -0.16558   -0.26045    0.22766   -0.09190    0.26634    0.02640
    3  626    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.40571    1.10107    0.05288    0.05288    0.94608    0.95179    1.17906    0.31423    0.57828   -0.98281   -0.05598   -0.22688   -0.15158    0.12943    0.02611
    3  756    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.41681    1.07835    0.05680    0.05680    0.90859    0.93912    1.42527    0.47232   -0.99994   -0.20932   -0.08327   -0.64180   -0.03262    0.00188    0.00402
    3  757    1.41910    1.08825   -0.03550   -0.03550    0.92079    0.97634    1.42370    1.10235    0.02176    0.02176    0.94550    0.99138    0.97556    0.28066   -0.94988    0.08011    0.03795   -0.48755    0.15510   -0.31258    0.00674
