    1   17       2.65189       0.13041       1.81496       0.59400       0.70012       1.97715       0.22956       1.99220       2.58987       0.50325       1.55630       1.13427       0.34533       1.21767       0.07819       1.06119
    1   69       8.01978       2.08760       6.85542       2.86072       2.29959       0.20545       1.67256       0.43501       7.16152       1.74364       5.92184       2.59159       2.68793       0.10728       2.12525       0.27257
    1  300       0.45720       2.76789       0.37315       2.45989       3.83723       8.57762       3.50432       8.56106       0.69681       3.31715       0.48275       3.15203       3.19845       7.72020       3.01978       7.53769
    1  519       2.65743       0.31971       2.32154       0.26098       0.21044       1.79510       0.61562       1.01719       2.14493       0.46738       2.05493       0.13220       0.31414       1.28389       0.49863       0.75970
    1  576       2.48912       0.31429       1.54902       0.91049       0.40858       2.23826       0.16009       2.12417       1.48390       0.13649       0.90557       0.37039       0.97611       2.01570       0.37096       2.25381
    1  848       2.55273       8.60663       3.08236       7.68588       0.18871       2.42197       0.15020       2.09960       1.75207       7.32417       2.38236       6.35099       0.53992       3.21754       0.40790       2.93686
    1 1161       2.42375       0.17835       1.55059       0.68385       0.36940       2.10192       0.14959       1.92113       1.73567       0.24817       1.12611       0.49239       0.59586       1.61610       0.13478       1.67269
    1 1202       9.06727       2.58923       7.40817       3.80280       2.62792       0.15241       1.75465       0.63652       7.34408       1.67083       6.04636       2.52183       3.88041       0.63868       2.64392       1.48202
    1 1299       1.85945       0.14081       1.42891       0.17447       0.39067       2.57955       0.60115       1.97884       1.63927       0.62516       1.47570       0.38923       0.16246       1.69846       0.12799       1.34528
    1 1379       9.71326       3.28114       8.86720       3.73719       3.12080       0.67875       2.96006       0.44796       8.62942       3.04840       8.14876       3.13889       3.75456       0.49456       3.22954       0.62703
    1 1454       8.75915       2.45641       7.55689       3.19736       2.39162       0.07826       1.88263       0.16371       7.35113       1.92516       6.51762       2.30124       3.34365       0.18669       2.46545       0.63529
    1 1596       3.32249       0.29177       2.29999       0.91707       7.68907       2.09251       6.90488       2.51402       3.79533       0.29007       2.87834       0.80888       6.94584       1.73279       6.03214       2.28503
    1 1733       0.71029       1.53633       0.18234       1.65892       3.58704       5.10374       2.63231       5.50994       0.69407       2.55781       0.29991       2.51534       3.18840       3.65082       2.10831       4.21110
    1 1801       0.20197       2.57794       0.17565       2.17475       2.49162       7.91322       3.14149       6.76343       0.17173       3.23877       0.50032       2.47185       2.14359       6.95593       2.44813       6.16117
    1 1848       2.67081       0.26208       1.94113       0.61974       0.19289       1.77220       0.19447       1.39182       1.72825       0.09505       1.30063       0.13395       0.71993       1.56364       0.43938       1.48368
    1 1859       0.06268       2.51561       0.30332       1.89128       2.37108       7.45464       2.45037       7.04623       0.43244       3.34300       0.58308       2.83319       1.61898       6.33427       1.81352       5.78642
    1 2105       2.53125       0.09717       1.87819       0.43803       8.56157       2.90738       7.21910       4.03579       3.57525       0.44626       2.56771       1.15841       7.20269       2.16540       6.20787       2.92913
    2    8       3.16922       3.54553       4.15236       2.16887       0.97399       0.48769       0.85871       0.15104       2.89871       2.39705       3.60510       1.35284       0.81762       1.24300       0.98648       0.57509
    2  169       1.71336       0.28687       1.14184       0.52453       0.20845       2.75766       0.42740       2.20749       0.99192       0.22531       0.68972       0.16115       0.52965       2.41332       0.46601       2.17447
    2  215       3.07753       0.41313       2.00707       1.07790       0.42213       1.73912       0.11332       1.64012       2.07824       0.10847       1.36300       0.40519       1.05625       1.66766       0.39383       1.92774
    2  284       1.89266       0.17020       1.26897       0.42376       0.45685       2.48072       0.19492       2.32127       1.69063       0.30982       0.91428       0.70023       0.25186       1.93005       0.15121       1.62442
    2  402       0.18607       2.07839       0.46551       1.37309       2.57436       0.81971       2.55824       0.42868       0.63706       2.24718       1.11594       1.33808       1.72893       0.28731       1.53358       0.07892
    2  543       7.22794       2.35816       5.55874       3.77244       2.72370       0.23291       1.79942       0.68436       7.12490       2.06783       5.39032       3.44965       2.51041       0.13801       1.65510       0.61774
    2  711       2.22477       7.39217       3.29108       5.81833       0.08991       2.75034       0.24538       2.06247       1.71373       7.02148       2.76490       5.42122       0.24328       2.83343       0.40886       2.17303
    2  850       2.65847       0.04913       2.04408       0.29161       8.82046       2.66325       7.98388       3.20004       3.26329       0.34848       2.87021       0.40407       7.78189       1.97677       6.74564       2.67779
    2  932       3.47475       8.43192       4.59570       7.18278       0.24956       2.86325       0.52578       2.28113       2.83487       7.79726       3.68785       6.79358       0.50394       3.19434       1.06171       2.34934
    2 1319       0.13653       2.83442       0.64170       1.91555       2.72834       9.23398       3.76564       7.73440       0.24972       3.35388       0.61845       2.56584       2.23859       8.31389       3.41638       6.68148
    2 1650       1.49854       0.12551       1.07945       0.18562       0.40539       2.94870       0.78817       2.26477       1.39121       0.56809       1.27170       0.38696       0.16734       2.13671       0.23863       1.71098
    2 1691       2.07069       0.19850       1.21970       0.69419       0.30694       2.36187       0.24045       2.19210       1.52820       0.24366       0.94715       0.49731       0.50586       1.95411       0.15650       2.04468
    2 1802       3.76576       7.84069       3.46487       7.65987       0.40468       2.69855       0.24961       2.48654       2.73010       7.15560       2.73946       6.68637       1.07055       3.09274       0.61611       3.16325
    2 1865       2.04318       7.02502       2.57900       6.20191       0.26101       3.40512       0.84046       2.48459       1.85251       7.19591       2.68635       6.06953       0.09556       2.95466       0.38499       2.33179
    3   43       2.91527       0.72979       1.78706       1.48531       2.63195       0.99606       1.89117       1.14029       2.52444       0.20304       1.62766       0.71500       2.82076       1.11766       1.80085       1.55270
    3   83       0.48685       3.56499       0.94144       2.69607       0.74675       3.28772       0.75187       2.87219       0.45797       3.59436       0.66647       2.97456       0.40078       3.08874       0.69757       2.37971
    3  230       0.07690       2.81224       0.32025       2.16606       2.41061       5.21540       1.83460       5.26273       0.27088       2.90876       0.44637       2.27482       1.74400       4.44391       1.20572       4.51063
    3  242       4.28867       1.17988       3.00043       2.02117       2.55828       0.28488       1.94770       0.59565       3.83083       0.64332       2.81590       1.24089       2.84894       0.45015       1.92173       1.05193
    3  603       2.64354       4.46950       1.75159       5.04444       0.21747       3.09164       0.40086       2.56707       2.09229       3.86354       1.35746       4.29400       0.32621       3.05267       0.31643       2.70559
    3  626       4.93645       2.96994       4.00308       3.17827       1.93025       0.18709       1.52371       0.15537       4.52251       2.44749       3.85323       2.42784       2.14635       0.31043       1.43180       0.55013
    3  756       3.03252       5.47217       4.24645       3.69975       0.40837       3.18285       1.11044       2.11234       2.66541       5.07255       3.93392       3.34156       0.35026       2.95321       0.96253       1.87650
    3  757       0.74146       3.56391       1.63764       2.27871       0.42120       3.09030       0.29519       2.68975       0.46653       2.96325       1.09264       1.95162       0.25118       3.05064       0.37430       2.40303
    3  888       2.91942       1.14666       2.92759       0.74744       3.94445       0.87539       2.80649       1.59025       3.16167       1.30923       2.95143       1.09035       3.05479       0.26865       2.16693       0.76727
    3 1004       3.14651       4.39970       2.02085       5.14263       0.21039       2.10874       0.10692       1.81686       2.21363       3.95813       1.39170       4.40556       0.78052       2.36746       0.38597       2.35713
    3 1155       0.67888       3.50611       1.31565       2.45263       0.92061       2.77263       0.47608       2.79184       0.87475       3.81043       1.30214       2.95455       0.31417       2.25723       0.11799       2.03977
    3 1218       2.81954       0.59146       2.51811       0.55392       4.42139       2.13566       4.72890       1.41894       2.30433       0.19050       1.97344       0.15747       4.29836       2.09825       4.66850       1.34405
    3 1312       4.28739       1.96848       3.63749       2.10906       2.72105       0.24325       1.75119       0.81515       4.58341       1.75490       3.60587       2.23273       2.20433       0.05629       1.55149       0.30233
    3 1356       1.35212       3.66305       2.28690       2.45964       0.34341       3.10792       0.71118       2.29356       1.20735       3.49911       2.15406       2.18943       0.05261       2.63254       0.36967       1.95959
    3 1440       2.97982       0.20077       2.14362       0.64441       7.03989       2.96413       5.09840       4.54436       3.56372       0.68609       2.46316       1.31474       5.77956       2.00512       4.13311       3.36760
    3 1505       2.30637       0.42022       2.09032       0.29810       3.23261       1.96855       3.40271       1.19931       2.73201       0.91382       2.78497       0.49662       2.57808       1.04122       2.44042       0.60434
    3 1533       0.56485       2.53626       0.29265       2.41458       0.70803       3.76609       1.24658       2.92230       0.54822       2.42437       0.24212       2.38604       0.27631       3.23015       0.81921       2.32938
    3 1574       2.63419       0.19058       2.01751       0.35778       5.03511       1.56925       3.37058       2.77147       3.03992       0.42591       2.15733       0.88444       3.96922       0.87457       2.60911       1.75657
    3 1594       3.04066       0.19511       2.17442       0.62321       3.86017       1.36065       3.08343       1.86665       3.08127       0.12956       2.41577       0.41006       3.63886       1.04192       2.61840       1.73899
    3 1727       2.79645       0.14138       2.16073       0.43439       6.11853       2.21191       4.34239       3.63528       2.69489       0.10660       1.88234       0.54828       5.56390       1.78504       3.99569       3.03150
    3 1753       0.10139       1.95082       0.23323       1.39222       2.70332       4.58401       3.42809       3.14749       0.23758       2.47979       0.70445       1.58811       2.13409       3.80803       2.54292       2.68770
    3 1798       2.07039       0.50043       1.41518       0.68075       4.88726       2.94503       3.19260       4.09087       2.33605       0.31485       1.45568       0.75367       4.37678       2.70066       2.88529       3.61135
    3 1993       4.29851       1.43523       4.35256       1.10280       0.51626       0.67625       0.51234       0.36538       3.47657       0.64855       3.26590       0.52613       0.92127       1.06608       1.19939       0.50858
    3 2002       4.65819       1.08251       3.17535       2.15292       2.73265       0.26036       2.37572       0.19800       4.54479       0.81728       3.25383       1.70741       2.67702       0.16046       2.09076       0.31216
    3 2061       3.96325       0.83174       3.04676       1.44654       3.94132       0.89830       3.76613       0.68977       3.20446       0.29317       2.31987       0.81537       4.04263       0.97855       3.86835       0.83359
    3 2076       2.09187       0.26687       1.89704       0.10436       4.08472       3.41718       4.98558       2.16167       2.73360       0.86827       2.77193       0.47440       3.19730       2.37151       3.82959       1.38328
    3 2120       3.08185       0.42707       2.78881       0.35984       4.85695       1.03627       3.39793       2.09878       2.77442       0.16245       2.29177       0.28259       4.49476       0.83204       3.26018       1.66957
    4   28       0.14493       2.69153       0.55607       1.88388       1.66088       0.34463       1.60688       0.07764       0.20707       2.22651       0.71097       1.31394       1.23286       0.41975       1.10984       0.23962
    4  313       8.88735       2.62752       7.55374       3.58862       2.58966       0.09296       1.84801       0.52500       7.79075       2.07847       6.37182       3.17919       3.22527       0.21039       2.58564       0.49575
    4  489       0.49583       3.14804       1.23830       2.00997       2.55815       9.00964       3.73080       7.42436       0.26817       3.37723       0.87790       2.39104       2.40822       8.44010       3.72913       6.69492
    4  499       0.06255       2.18734       0.30479       1.55828       2.27361       8.00257       2.81873       7.05076       0.32439       2.76848       0.37977       2.30746       1.64771       7.08959       2.38885       5.95742
    4  715       8.40814       2.51101       7.26307       2.99879       2.22180       0.13427       1.77608       0.10787       6.93193       1.61306       5.73444       2.25227       3.23332       0.58322       2.85508       0.40693
    4  793       1.13156       3.11954       0.65456       3.22420       2.56546       0.65355       1.58915       1.32787       0.56586       1.99674       0.24565       1.97331       2.74768       1.36125       1.61968       2.16939
    4  825       2.37297       0.19963       1.75724       0.51367       8.67017       2.59056       7.42947       3.62187       3.58963       0.67977       2.67772       1.31447       7.12427       1.75752       6.18740       2.46417
    4  985       0.10003       2.12604       0.16029       1.65812       2.41491       8.11634       2.82717       7.28957       0.52114       2.91106       0.40327       2.62840       1.60600       6.96319       2.17868       5.96877
    4 1029       0.32166       1.78146       0.24126       1.45320       2.61340       0.15094       1.91739       0.36862       0.29548       1.18005       0.32875       0.72347       2.21717       0.29493       1.40111       0.64970
    4 1038       2.42971       7.67595       2.73638       6.89856       0.30465       1.87485       0.21508       1.50609       1.76557       6.50506       2.22019       5.57970       0.49116       2.57229       0.27533       2.33229
    4 1159       0.34182       2.71078       0.20241       2.45250       2.61586       8.99117       3.26771       7.91547       0.21140       3.31434       0.43459       2.68917       2.33970       8.02474       2.65307       7.29281
    4 1573       2.50518       0.33068       2.26260       0.18595       0.31483       2.17993       0.78990       1.29477       2.20843       0.85912       2.32800       0.34889       0.20562       1.28408       0.33069       0.75502
    4 1873       0.21964       2.22093       0.30393       1.76494       2.18528       0.45829       1.81608       0.27634       0.53384       2.09483       0.72221       1.46335       1.45557       0.15730       1.00453       0.12825
    4 1998       2.46777       0.26911       1.75113       0.50396       0.24126       2.03843       0.22731       1.59537       1.51761       0.12553       1.11329       0.09320       0.75974       1.80562       0.46658       1.59460
    5  162       0.53894       2.83897       1.06529       1.85607       1.94292       0.34538       1.72573       0.09572       0.18817       1.76353       0.37843       1.14110       1.87509       0.99082       2.00244       0.37788
    5  338       2.33455       8.42595       3.62588       6.85460       0.04182       2.22314       0.37770       1.52973       1.62799       7.06920       2.61110       5.82125       0.34728       3.12369       0.99919       2.09689
    5  360       0.13339       2.37373       0.53818       1.56407       2.22700       0.70128       2.18324       0.27587       0.57958       2.39809       1.15060       1.39467       1.42587       0.28587       1.19943       0.06232
    5  376       3.36772       0.24286       2.70548       0.46536       6.86353       2.39295       5.14795       3.59210       2.99921       0.34653       2.26455       0.60956       6.99166       1.96575       5.34225       3.12404
    5  474       0.27708       1.34879       0.24422       1.10404       3.02386       0.48947       2.73988       0.53698       0.61412       1.33935       0.78670       0.94225       2.27444       0.08153       1.80557       0.25127
    5  505       0.25318       2.41149       0.17525       2.10911       2.09175       0.29403       1.19956       0.78955       0.53865       2.02711       0.15656       1.98630       1.48430       0.31067       0.86092       0.58458
    5  625       2.06041       0.43879       1.85032       0.22619       0.19976       2.11856       0.23900       1.66706       1.45212       0.14462       1.04398       0.14327       0.44164       2.05028       0.65286       1.40755
    5  627       1.60920       0.60750       1.70963       0.16825       0.12745       2.80175       0.51392       1.99455       1.10810       0.47322       1.04758       0.20783       0.18715       2.50097       0.70597       1.54049
    5  662       9.37558       3.51969       8.76952       3.62836       2.81481       0.52070       2.61521       0.28761       7.86030       2.31877       7.06143       2.64060       3.81850       1.26919       3.80454       0.82686
    5  776       2.09930       0.30804       1.39586       0.70482       5.71423       3.01179       3.92709       4.46773       3.50264       0.72432       2.48182       1.47248       3.94768       2.28363       2.47694       3.39881
    5  899       2.51695       8.15732       2.77023       7.41861       0.12607       2.39989       0.18026       1.91730       1.75986       7.23725       2.25725       6.26777       0.43114       2.82033       0.25297       2.55718
    5  951       3.29250       0.21531       2.68533       0.46693      10.15135       3.46372       9.29339       4.05572       4.06591       0.70879       3.67963       0.76077       9.06627       2.62503       7.97631       3.42736
    5 1073       8.62111       2.58764       7.66008       3.12121       2.79954       0.14783       2.00315       0.49774       7.90174       2.11957       6.71991       2.84836       3.04257       0.21582       2.48578       0.34673
    5 1461       2.60372       0.06363       2.04766       0.30297       8.60938       2.68932       7.94946       3.13746       3.08533       0.37553       2.79590       0.36890       7.76888       1.99940       6.84629       2.68567
