    1  0  0  0    2    -0.2551     0.3847     0.0238     0.2399
    1  0  0  0    3    -0.6224     0.0070    -0.0032     0.2239
    1  0  0  0    7     0.6448     0.0144    -0.0459     0.2531
    1  0  0  0    8     0.3872     0.4103    -0.0428     0.2742
    1  0  1  0   11    -0.5487     0.7694    -0.0034     0.4960
    1  0  0  0   26    -0.3407    -0.3793    -0.0361     0.2792
    1  0  0  0   32     0.2976    -0.3864    -0.0184     0.2666
    1  0  1  0   34     0.0110     0.0944    -1.4404     0.3106
    1  0  1  0   40     0.6415     0.0876    -1.4300     0.3024
    1  0  1  0   41     0.3631     0.4884    -1.4265     0.2215
    1  0  1  0   43    -0.2546     0.4856    -1.4494     0.3660
    1  0  0  1  113     0.0175    -0.3999     1.3656     0.2295
    1  0  0  1  114    -0.2491    -0.0062     1.3625     0.2438
    1  0  0  1  115    -0.6047    -0.3920     1.3756     0.2332
    1  0  0  1  116    -0.9020    -0.0184     1.3891     0.4657
    1  0  0  1  120     0.3633    -0.0226     1.3767     0.4691
    2  0  0  0    1     0.2551    -0.3847    -0.0238     0.2399
    2  0  0  0    3    -0.3673    -0.3777    -0.0269     0.2690
    2  0  0  0    4    -0.6334     0.0030    -0.0188     0.2500
    2  0  0  0    8     0.6423     0.0256    -0.0665     0.2177
    2  0  1  0    9     0.3369     0.3819    -0.0046     0.2583
    2  0  1  0   11    -0.2936     0.3847    -0.0272     0.2570
    2  0  1  0   34     0.2661    -0.2903    -1.4641     0.4970
    2  0  1  0   41     0.6182     0.1037    -1.4503     0.2078
    2  0  1  0   42     0.3141     0.4789    -1.4237     0.2166
    2  0  1  0   43     0.0004     0.1009    -1.4732     0.2730
    2  0  1  0   48     0.9709     0.4891    -1.4556     0.4154
    2  0  0  1  114     0.0060    -0.3909     1.3387     0.2131
    2  0  0  1  116    -0.6469    -0.4031     1.3654     0.2176
    2  0  0  1  123    -0.2762    -0.0338     1.3852     0.2286
    2  0  0  1  125    -0.9065    -0.0204     1.3820     0.4229
    3  0  0  0    1     0.6224    -0.0070     0.0032     0.2239
    3  0  0  0    2     0.3673     0.3777     0.0269     0.2690
    3  0  0  0    4    -0.2661     0.3807     0.0082     0.2599
    3  0  0  0    5    -0.6374     0.0045    -0.0251     0.2673
    3  0  0  0   26     0.2816    -0.3863    -0.0329     0.2587
    3  0  0  0   28    -0.3370    -0.3888     0.0083     0.2686
    3  0  1  0   34     0.6333     0.0874    -1.4372     0.2374
    3  0  1  0   36     0.0232     0.1003    -1.4097     0.2313
    3  0  1  0   43     0.3677     0.4786    -1.4462     0.2103
    3  0  1  0   45    -0.2520     0.4723    -1.4152     0.3212
    3  0  0  1  115     0.0176    -0.3990     1.3788     0.2627
    3  0  0  1  116    -0.2796    -0.0253     1.3923     0.2427
    3  0  0  1  117    -0.6166    -0.4259     1.3981     0.2124
    3  0  0  1  118    -0.9018    -0.0462     1.3885     0.4855
    4  0  0  0    2     0.6334    -0.0030     0.0188     0.2500
    4  0  0  0    3     0.2661    -0.3807    -0.0082     0.2599
    4  0  0  0    5    -0.3712    -0.3762    -0.0333     0.2652
    4  0  1  0    6    -0.6056     0.0205    -0.0209     0.2403
    4  0  1  0   11     0.3398     0.3817    -0.0084     0.2740
    4  0  1  0   13    -0.2792     0.3858     0.0164     0.2675
    4  0  1  0   42     0.9475     0.4759    -1.4049     0.3988
    4  0  1  0   43     0.6338     0.0979    -1.4544     0.2954
    4  0  1  0   44     0.3589     0.4907    -1.4446     0.2161
    4  0  1  0   45     0.0141     0.0916    -1.4234     0.2066
    4  0  0  1  116    -0.0135    -0.4060     1.3842     0.2545
    4  0  0  1  118    -0.6357    -0.4269     1.3804     0.2291
    4  0  0  1  123     0.3572    -0.0367     1.4040     0.4941
    4  0  0  1  125    -0.2731    -0.0234     1.4008     0.2797
    4 -1  0  1  127    -0.9283    -0.0409     1.3955     0.4810
