    1  0  1  0    2    -0.2645     0.3869    -0.0318     0.2868
    1  0  0  0    3    -0.6389    -0.0176     0.0224     0.2451
    1  0  0  0    7     0.6346    -0.0142     0.0106     0.2587
    1  0  0  0    8     0.3338     0.3646     0.0581     0.2721
    1  0  0  0   26    -0.3380    -0.3938     0.0124     0.2801
    1  0  0  0   32     0.2812    -0.3901     0.0351     0.2730
    1  0  1  0   34    -0.0206     0.1252    -1.3984     0.2519
    1  0  0  0   40     0.6266     0.1058    -1.4008     0.2856
    1  0  1  0   41     0.3519     0.4952    -1.4328     0.1882
    1  0  1  0   43    -0.2888     0.5177    -1.4094     0.3676
    1  1  1  0   47     0.9573     0.4824    -1.3793     0.4953
    1  0  0  1  113    -0.0364    -0.3966     1.4137     0.2352
    1  0  0  1  114    -0.3152    -0.0028     1.4143     0.2365
    1  0  0  1  115    -0.6420    -0.3751     1.3919     0.2230
    1  0  0  1  116    -0.9271     0.0035     1.3963     0.4593
    1  0  0  1  120     0.3315    -0.0304     1.4158     0.4875
    2  0 -1  0    1     0.2645    -0.3869     0.0318     0.2868
    2  0 -1  0    3    -0.3744    -0.4045     0.0542     0.2628
    2  0 -1  0    4    -0.6414    -0.0046     0.0290     0.2285
    2  0 -1  0    8     0.5983    -0.0224     0.0899     0.2309
    2  0  0  0    9     0.3108     0.3539     0.0843     0.2447
    2  0  0  0   11    -0.2801     0.3881     0.0594     0.2714
    2  0  0  0   34     0.2439    -0.2617    -1.3666     0.4654
    2  0  0  0   36    -0.3656    -0.2417    -1.3729     0.4574
    2  0  0  0   41     0.6164     0.1082    -1.4010     0.2283
    2  0  0  0   42     0.3362     0.5143    -1.3733     0.2477
    2  0  0  0   43    -0.0243     0.1308    -1.3776     0.1983
    2  0  0  0   44    -0.3247     0.5076    -1.3475     0.4944
    2  0  0  0   48     0.9660     0.5251    -1.3494     0.3998
    2  0 -1  1  114    -0.0507    -0.3897     1.4461     0.2395
    2  0 -1  1  116    -0.6626    -0.3835     1.4281     0.2207
    2  0 -1  1  123    -0.3398     0.0027     1.4868     0.2909
    2  0 -1  1  125    -0.9658    -0.0072     1.4511     0.4785
    3  0  0  0    1     0.6389     0.0176    -0.0224     0.2451
    3  0  1  0    2     0.3744     0.4045    -0.0542     0.2628
    3  0  0  0    4    -0.2670     0.4000    -0.0252     0.2809
    3  0  0  0    5    -0.6457     0.0127    -0.0274     0.2670
    3  0  0  0   25     0.5520    -0.7707    -0.0060     0.4943
    3  0  0  0   26     0.3010    -0.3762    -0.0100     0.2546
    3  0  0  0   28    -0.3633    -0.3757    -0.0385     0.2608
    3  0  1  0   34     0.6183     0.1428    -1.4208     0.2397
    3  0  1  0   36     0.0088     0.1629    -1.4271     0.2575
    3  0  1  0   43     0.3501     0.5353    -1.4318     0.2017
    3  0  1  0   45    -0.2778     0.5470    -1.4624     0.4180
    3  0  0  1  114     0.3237     0.0148     1.3919     0.4586
    3  0  0  1  115    -0.0031    -0.3575     1.3695     0.2124
    3  0  0  1  116    -0.2882     0.0211     1.3739     0.2572
    3  0  0  1  117    -0.6569    -0.3774     1.4107     0.2550
    3  0  0  1  118    -0.9266     0.0039     1.3810     0.4212
    4  0  1  0    2     0.6414     0.0046    -0.0290     0.2285
    4  0  0  0    3     0.2670    -0.4000     0.0252     0.2809
    4  0  0  0    5    -0.3787    -0.3872    -0.0022     0.2741
    4  0  0  0    6    -0.6492    -0.0027     0.0302     0.2263
    4  0  1  0   11     0.3613     0.3927     0.0305     0.2838
    4  0  1  0   13    -0.3017     0.3786     0.0222     0.2725
    4  0  1  0   36     0.2757    -0.2371    -1.4019     0.4537
    4  0  1  0   42     0.9776     0.5188    -1.4023     0.4363
    4  0  1  0   43     0.6171     0.1354    -1.4066     0.2585
    4  0  1  0   44     0.3167     0.5122    -1.3764     0.2000
    4  0  1  0   45    -0.0109     0.1471    -1.4372     0.2476
    4  0  0  1  116    -0.0212    -0.3789     1.3991     0.2132
    4  0  0  1  118    -0.6596    -0.3961     1.4062     0.2403
    4  0  0  1  125    -0.3244    -0.0026     1.4221     0.2907
    5  0  0  0    3     0.6457    -0.0127     0.0274     0.2670
    5  0  0  0    4     0.3787     0.3872     0.0022     0.2741
    5  0  0  0    6    -0.2705     0.3846     0.0324     0.2813
    5 -1  0  0    7    -0.6092    -0.0094     0.0157     0.2303
    5  0  0  0   28     0.2824    -0.3884    -0.0111     0.2700
    5  0  0  0   30    -0.3225    -0.3942    -0.0532     0.2713
    5  0  1  0   36     0.6544     0.1501    -1.3997     0.2288
    5  0  1  0   38     0.0144     0.1208    -1.4118     0.2761
    5  0  1  0   45     0.3678     0.5343    -1.4350     0.2278
    5  0  1  0   47    -0.2864     0.4873    -1.3743     0.2951
    5  0  0  1  117    -0.0112    -0.3901     1.4381     0.2253
    5  0  0  1  118    -0.2809    -0.0089     1.4085     0.2562
    5 -1  0  1  119    -0.6191    -0.3919     1.3905     0.2366
    5 -1  0  1  120    -0.9123    -0.0255     1.4208     0.4604
    6  0  0  0    4     0.6492     0.0027    -0.0302     0.2263
    6  0  0  0    5     0.2705    -0.3846    -0.0324     0.2813
    6 -1  0  0    7    -0.3387    -0.3939    -0.0167     0.2867
    6 -1  0  0    8    -0.6394    -0.0151     0.0308     0.2389
    6  0  1  0   13     0.3476     0.3812    -0.0080     0.2602
    6 -1  1  0   15    -0.2664     0.3765    -0.0279     0.2631
    6  0  1  0   44     0.9659     0.5149    -1.4066     0.4370
    6  0  1  0   45     0.6383     0.1497    -1.4674     0.2622
    6  0  1  0   46     0.3500     0.5274    -1.4439     0.2542
    6  0  1  0   47    -0.0159     0.1027    -1.4067     0.2315
    6 -1  1  0   48    -0.2717     0.5323    -1.4086     0.4790
    6  0  0  1  118    -0.0104    -0.3934     1.3761     0.2976
    6 -1  0  1  120    -0.6417    -0.4101     1.3885     0.1962
    6 -1  0  1  121    -0.9051    -0.0023     1.3452     0.4382
    6  0  0  1  125     0.3248     0.0000     1.3919     0.4804
    6 -1  0  1  127    -0.2887     0.0097     1.3944     0.2940
    7  0  0  0    1    -0.6346     0.0142    -0.0106     0.2587
    7  1  0  0    5     0.6092     0.0094    -0.0157     0.2303
    7  1  0  0    6     0.3387     0.3939     0.0167     0.2867
    7  0  0  0    8    -0.3008     0.3788     0.0475     0.2680
    7  0  1  0    9    -0.5883     0.7551     0.0419     0.4973
    7  1  0  0   30     0.2867    -0.3848    -0.0689     0.2657
    7  0  0  0   32    -0.3534    -0.3759     0.0244     0.2539
    7  1  1  0   38     0.6236     0.1301    -1.4275     0.2254
    7  0  0  0   40    -0.0079     0.1201    -1.4114     0.2531
    7  0  1  0   41    -0.2827     0.5094    -1.4434     0.3640
    7  1  1  0   47     0.3228     0.4967    -1.3899     0.2318
    7  0  0  1  113    -0.6710    -0.3824     1.4030     0.2404
    7  0  0  1  114    -0.9498     0.0114     1.4037     0.4842
    7  1  0  1  118     0.3283     0.0005     1.3928     0.4990
    7  0  0  1  119    -0.0099    -0.3826     1.3748     0.2087
    7  0  0  1  120    -0.3031    -0.0161     1.4052     0.2367
    8  0  0  0    1    -0.3338    -0.3646    -0.0581     0.2721
    8  0  1  0    2    -0.5983     0.0224    -0.0899     0.2309
    8  1  0  0    6     0.6394     0.0151    -0.0308     0.2389
    8  0  0  0    7     0.3008    -0.3788    -0.0475     0.2680
    8  0  1  0    9    -0.2875     0.3763    -0.0056     0.2665
    8  0  1  0   15     0.3730     0.3916    -0.0586     0.2722
    8  0  1  0   41     0.0181     0.1306    -1.4909     0.3132
    8  0  1  0   42    -0.2621     0.5366    -1.4633     0.4302
    8  1  1  0   46     0.9895     0.5425    -1.4746     0.4734
    8  1  1  0   47     0.6235     0.1179    -1.4374     0.2607
