    1    2       0.63474       0.43641       0.00606      -0.33199      -0.40068      -0.27249      -0.10986       0.00929       0.09261       0.14187       0.13353       0.07339     0.01016    -0.01824    -0.01832    -0.01127    -0.00112     0.01035     0.00493    -0.02834    -0.06586    -0.07304    -0.04793    -0.01551     0.01592     0.05970     0.10743     0.11595     0.06112    -0.01936    -0.06668    -0.07167    -0.07224    -0.08424    -0.07345    -0.01041     0.07646     0.12681     0.11141     0.04804    -0.02930    -0.08847    -0.09749    -0.04453     0.03182     0.06612     0.03869    -0.00200    -0.01176    -0.01449    -0.05193    -0.08950    -0.03911     0.10405     0.20611     0.13317    -0.07485    -0.22739    -0.18858    -0.01507     0.12820     0.14728     0.07910     0.00421    -0.04225    -0.06696    -0.07412    -0.05683    -0.01597     0.03576     0.08172     0.09978     0.06666    -0.01328    -0.09037    -0.10760    -0.06117    -0.00219     0.02769     0.03831     0.05501     0.06689     0.04220    -0.01436    -0.05597    -0.05297    -0.02855    -0.01825    -0.01745     0.00365     0.04404     0.06313     0.03344    -0.02100    -0.05098    -0.03326     0.01346     0.04998     0.04332    -0.01140 
    1    3       0.63474       0.38832      -0.09956      -0.39295      -0.35462      -0.15939       0.01336       0.11040       0.12933       0.08540       0.02637      -0.00713    -0.01602    -0.01529    -0.01234    -0.01339    -0.01437    -0.00073     0.02315     0.03533     0.02805    -0.00073    -0.05659    -0.10061    -0.06147     0.03857     0.07367     0.01387    -0.00364     0.08900     0.14373     0.02922    -0.14270    -0.18187    -0.08374     0.01913     0.06131     0.06891     0.06097     0.03251    -0.00932    -0.04609    -0.05572    -0.01842     0.04833     0.08504     0.05454    -0.02095    -0.09473    -0.11942    -0.05862     0.05203     0.09947     0.03822    -0.02511     0.00700     0.06730     0.04706    -0.02582    -0.06068    -0.05674    -0.05600    -0.03850     0.02035     0.07091     0.06031     0.01231    -0.02109    -0.02233     0.00172     0.02961     0.02561    -0.01572    -0.04989    -0.04626    -0.02320     0.00317     0.03436     0.04691     0.02109     0.00018     0.02297     0.03301    -0.02980    -0.09901    -0.07214     0.02195     0.07256     0.05027     0.00893    -0.01668    -0.02103     0.00380     0.03743     0.02756    -0.03571    -0.09463    -0.08998    -0.00916     0.10892 
    1    7       0.63474       0.39158      -0.09524      -0.39536      -0.35921      -0.15715       0.01738       0.10691       0.12187       0.08164       0.02595      -0.00577    -0.01152    -0.01053    -0.01182    -0.01543    -0.01600    -0.00189     0.02504     0.04196     0.03501     0.00650    -0.04959    -0.12028    -0.12940    -0.01751     0.13193     0.16589     0.07370    -0.00673    -0.01005    -0.01797    -0.07898    -0.11309    -0.05817     0.02426     0.05586     0.04570     0.03418     0.02382     0.00761    -0.00557    -0.01733    -0.03557    -0.04212    -0.01440     0.03135     0.05774     0.04837     0.01035    -0.03329    -0.04932    -0.03575    -0.03938    -0.07071    -0.04587     0.08730     0.21245     0.16724    -0.02240    -0.16741    -0.16204    -0.07354     0.00378     0.04968     0.06617     0.04278    -0.00088    -0.01569     0.01547     0.05733     0.05826    -0.00873    -0.10913    -0.14839    -0.06529     0.07598     0.14955     0.11341     0.02372    -0.06447    -0.12170    -0.10607    -0.00891     0.08671     0.09395     0.04048     0.00698    -0.00643    -0.04834    -0.09499    -0.07381     0.01488     0.09299     0.10621     0.06250    -0.00837    -0.07687    -0.11154    -0.09242 
    1    8       0.63474       0.42471      -0.01181      -0.32460      -0.37312      -0.26352      -0.12465       0.00366       0.10331       0.14240       0.12150       0.07637     0.02968    -0.01212    -0.03190    -0.01939     0.00214     0.00371    -0.01343    -0.03393    -0.05240    -0.06149    -0.04716    -0.01172     0.02821     0.06907     0.10809     0.11106     0.04723    -0.04522    -0.08877    -0.06741    -0.03982    -0.04525    -0.05451    -0.02760     0.03049     0.08528     0.10538     0.07436     0.00501    -0.05790    -0.07646    -0.05331    -0.00997     0.03865     0.06572     0.03476    -0.04090    -0.08772    -0.06499    -0.01790     0.00913     0.04709     0.12057     0.15463     0.06303    -0.10183    -0.18803    -0.12954    -0.00945     0.06512     0.07404     0.05410     0.02613    -0.00990    -0.04266    -0.04835    -0.01632     0.03607     0.07295     0.06628     0.01824    -0.04274    -0.08550    -0.09032    -0.05185     0.01129     0.05692     0.05616     0.02960     0.02091     0.03525     0.03458    -0.00107    -0.04123    -0.04975    -0.03457    -0.02844    -0.03541    -0.02587     0.01371     0.05250     0.05398     0.02833     0.01833     0.03406     0.03471    -0.00944    -0.06745 
    1   26       0.63474       0.43256       0.01538      -0.28255      -0.34010      -0.26238      -0.15609      -0.04504       0.05250       0.10195       0.10023       0.07211     0.03345    -0.00385    -0.02019    -0.00937     0.01350     0.03390     0.04397     0.03421     0.00336    -0.03707    -0.07921    -0.11035    -0.09082     0.00128     0.09971     0.10096     0.00500    -0.06953    -0.03687     0.05666     0.10969     0.08082     0.00127    -0.07428    -0.10180    -0.06804    -0.00041     0.05388     0.06263     0.02274    -0.04207    -0.08990    -0.08744    -0.03716     0.03328     0.10176     0.15182     0.15448     0.08203    -0.05236    -0.18116    -0.21872    -0.12978     0.02353     0.12408     0.11388     0.04408    -0.00819    -0.02978    -0.04351    -0.04199    -0.00415     0.05577     0.10019     0.10226     0.04815    -0.05108    -0.13756    -0.15031    -0.09774    -0.03276     0.03016     0.10172     0.14551     0.10968     0.01751    -0.05616    -0.07920    -0.06104    -0.00210     0.07246     0.08184    -0.01184    -0.11916    -0.12746    -0.04637     0.02976     0.05721     0.06296     0.06923     0.06797     0.04859     0.00940    -0.04011    -0.07468    -0.07606    -0.05604    -0.03163 
    1   32       0.63474       0.45358       0.05729      -0.26562      -0.35870      -0.28210      -0.16765      -0.07247       0.01231       0.08217       0.10848       0.08617     0.04497     0.01252    -0.00551    -0.00946     0.00307     0.02475     0.03864     0.03697     0.02308    -0.00665    -0.05749    -0.10437    -0.09561    -0.01667     0.06776     0.07162    -0.01058    -0.08843    -0.07321     0.02846     0.12898     0.14987     0.08350    -0.01773    -0.08926    -0.09508    -0.04536     0.01413     0.03804     0.01522    -0.03122    -0.07117    -0.08586    -0.06473    -0.00403     0.08060     0.14960     0.16146     0.10307    -0.00044    -0.09969    -0.14577    -0.11769    -0.04040     0.02975     0.05175     0.03274     0.00718    -0.00855    -0.02330    -0.03661    -0.02472     0.02425     0.08002     0.09692     0.06383     0.00865    -0.04062    -0.07615    -0.09158    -0.07217    -0.01930     0.03352     0.05045     0.03201     0.00726    -0.00519    -0.00852    -0.00392     0.01724     0.04797     0.05541     0.01707    -0.04248    -0.07217    -0.05125    -0.00903     0.01385     0.00831    -0.00493    -0.00556     0.00998     0.03368     0.05195     0.04749     0.01010    -0.04644    -0.08572 
    1   34       0.63474       0.03378      -0.33352      -0.04980      -0.00027       0.00691      -0.01317       0.00384       0.02308       0.01503       0.00325      -0.00513     0.00500    -0.00078    -0.00325    -0.00869     0.00156     0.00446     0.00009    -0.00621    -0.00051     0.01436     0.01312    -0.07801    -0.01091     0.21961     0.05605    -0.22112    -0.15773     0.02425     0.10712     0.07894     0.01943    -0.02115    -0.03436    -0.02285     0.00224     0.02422     0.02747     0.00268    -0.01390    -0.02635    -0.00789    -0.00908     0.00344     0.00541    -0.04212     0.07761     0.04315    -0.09348    -0.01555     0.03478     0.03661    -0.01838    -0.03817     0.02277     0.04230     0.01287    -0.03203    -0.03858    -0.01280     0.01717     0.02677     0.00442    -0.01547    -0.02065    -0.03116     0.02149     0.02475     0.05660    -0.02592    -0.09112     0.21196    -0.04823    -0.27874     0.13430     0.09598    -0.03734     0.03374    -0.01441    -0.07080    -0.03134     0.04594     0.04720     0.01076    -0.03471    -0.02676    -0.00309     0.02376     0.03515     0.02199    -0.00364    -0.01534    -0.00422    -0.03523    -0.04145    -0.02986     0.06562     0.03490    -0.10875 
    1   40       0.63474      -0.07747      -0.29940       0.03300       0.00730      -0.00165      -0.01387       0.02440       0.00692       0.00193       0.00078       0.01137    -0.00206    -0.00297    -0.00061     0.00413    -0.00587    -0.00362    -0.00043    -0.00035    -0.00659    -0.00789     0.00774     0.02122    -0.03011    -0.02068     0.05131     0.04049    -0.01696    -0.02832    -0.02246    -0.00921    -0.00623     0.00858     0.01085     0.00990     0.00493     0.01323    -0.00463    -0.00363    -0.00881     0.01616    -0.02343     0.00048    -0.00971     0.08973    -0.18071    -0.04082     0.29067    -0.14731     0.00454     0.09298    -0.06050    -0.06583    -0.02164     0.01946     0.01985     0.01442     0.00675     0.00153    -0.00083     0.00193     0.00187    -0.00407    -0.00116     0.00083    -0.00817    -0.01491     0.00536     0.00195    -0.00275    -0.00621     0.00372     0.06267     0.01353    -0.09635    -0.02480     0.07303     0.04943    -0.03090    -0.06307    -0.02296     0.01790     0.01983     0.02274     0.02298     0.00372    -0.01163    -0.01957     0.01385    -0.02626    -0.00821    -0.04762     0.12241    -0.03708    -0.11361     0.03770     0.10641     0.10476    -0.14720 
    1   41       0.63474      -0.07177      -0.29405       0.03468       0.00472      -0.00498      -0.02035       0.02208       0.00496       0.00127      -0.00197       0.01374    -0.00113    -0.00175    -0.00231     0.00559    -0.00537    -0.00320    -0.00211     0.00703    -0.00533    -0.00858     0.01640     0.08831    -0.05187    -0.12641     0.01842     0.04431     0.02106     0.01095     0.01094    -0.00030    -0.00820    -0.00404    -0.00314    -0.00725    -0.00589     0.00448     0.00125    -0.00059     0.00247     0.01299    -0.00930    -0.00336     0.01238     0.06090    -0.23587    -0.06508     0.44985    -0.08205    -0.17287     0.05442     0.00280    -0.02454    -0.04021     0.00510     0.00204     0.00816     0.00865     0.02862     0.00675     0.00520    -0.00462     0.00141    -0.01618    -0.00943    -0.00847     0.01150    -0.01289    -0.02098     0.04448     0.12363    -0.15719    -0.13448     0.16108     0.06107    -0.03487    -0.04316     0.00021     0.00819     0.01336     0.01234     0.01107    -0.01618    -0.01826    -0.00902    -0.00490    -0.00426     0.00426     0.01237     0.01600    -0.00408     0.02186     0.06774    -0.16221    -0.15020     0.24071     0.14569    -0.05205    -0.09321 
    1   43       0.63474      -0.06871      -0.34958       0.02679       0.03905       0.02862      -0.00234       0.02179       0.00294      -0.00818      -0.01132       0.00473     0.00153    -0.00445    -0.00447     0.00563     0.00514    -0.00534    -0.00201     0.00880    -0.00461    -0.02114    -0.00219     0.12499    -0.15183    -0.14982     0.40137    -0.01716    -0.35230     0.01728     0.17527     0.05437    -0.06083    -0.02675     0.00654     0.00467    -0.01280     0.00425     0.01248     0.00402    -0.02639    -0.01665     0.00987     0.03479     0.02181     0.01271    -0.03389    -0.05062    -0.01874     0.05573     0.02241    -0.10425     0.14585     0.08640    -0.22558    -0.04956     0.14351     0.04557    -0.05485    -0.02326     0.00550     0.00245     0.00424     0.00515    -0.00264    -0.01853     0.00045     0.02591     0.04280    -0.01482    -0.05415    -0.02529    -0.04152     0.08738     0.05563    -0.03439     0.02427    -0.08017    -0.01371     0.09116    -0.06092    -0.05457     0.08310     0.02940    -0.03692    -0.00657    -0.00340    -0.00669     0.00851     0.01944    -0.01027    -0.02605    -0.00233     0.01151     0.04220    -0.04300     0.02068     0.00969    -0.07229     0.08248 
