    1  0  0  0    2    -0.2554     0.3980    -0.0123     0.2744
    1  0  0  0    3    -0.6137    -0.0130    -0.0086     0.2131
    1  0  0  0    7     0.6477    -0.0154     0.0078     0.2457
    1  0  0  0    8     0.3841     0.3979    -0.0265     0.2866
    1  0  0  0   26    -0.3319    -0.3844     0.0239     0.2641
    1  0  0  0   32     0.2975    -0.3903    -0.0094     0.2702
    1  0  0  0   33     0.3325    -0.2737    -1.4505     0.4969
    1  0  1  0   34     0.0573     0.1058    -1.4264     0.2232
    1  1  0  0   40     0.6990     0.1033    -1.4239     0.2758
    1  0  1  0   41     0.4007     0.4703    -1.4054     0.2435
    1  0  1  0   43    -0.2387     0.4828    -1.3933     0.3039
    1  0  0  1  113     0.0060    -0.3857     1.4052     0.2247
    1  0  0  1  114    -0.2710     0.0065     1.3819     0.2283
    1  0  0  1  115    -0.6437    -0.3675     1.4125     0.2305
    1  0  0  1  116    -0.9005     0.0089     1.3995     0.4039
    1  0  0  1  120     0.3435     0.0039     1.3657     0.4407
    2  0  0  0    1     0.2554    -0.3980     0.0123     0.2744
    2  0  0  0    3    -0.3584    -0.4110     0.0037     0.2631
    2  0  1  0    4    -0.6384    -0.0232     0.0443     0.2186
    2  0  0  0    8     0.6395    -0.0002    -0.0142     0.2455
    2  0  1  0    9     0.3326     0.3874    -0.0106     0.2706
    2  0  1  0   11    -0.2936     0.3804    -0.0148     0.2744
    2  0  1  0   41     0.6561     0.0722    -1.3931     0.2287
    2  0  1  0   42     0.3803     0.4601    -1.4251     0.2430
    2  0  1  0   43     0.0167     0.0848    -1.3809     0.2604
    2  0  1  0   44    -0.2584     0.4872    -1.4179     0.3705
    2  0  1  0   48     0.9697     0.4649    -1.3754     0.3708
    2  0  0  1  114    -0.0156    -0.3915     1.3942     0.2693
    2  0  0  1  116    -0.6451    -0.3891     1.4118     0.2150
    2  0  0  1  123    -0.2948     0.0072     1.3830     0.2517
    2  0  0  1  125    -0.9245    -0.0025     1.4031     0.4353
    3  0  0  0    1     0.6137     0.0130     0.0086     0.2131
    3  0  0  0    2     0.3584     0.4110    -0.0037     0.2631
    3  0  1  0    4    -0.2800     0.3878     0.0405     0.2741
    3  0  0  0    5    -0.6462    -0.0015     0.0181     0.2104
    3  0  0  0   26     0.2818    -0.3714     0.0324     0.2725
    3  0  0  0   28    -0.3730    -0.3982     0.0113     0.2837
    3  0  1  0   34     0.6711     0.1188    -1.4178     0.2599
    3  0  0  0   36     0.0187     0.1055    -1.4211     0.2004
    3  0  1  0   43     0.3751     0.4958    -1.3847     0.2552
    3  0  1  0   45    -0.2270     0.4957    -1.3921     0.3075
    3  0  0  1  114     0.3427     0.0195     1.3904     0.4909
    3  0  0  1  115    -0.0299    -0.3546     1.4210     0.2253
    3  0  0  1  116    -0.2868     0.0219     1.4081     0.2939
    3  0  0  1  117    -0.6847    -0.3574     1.4259     0.2326
    3  0  0  1  118    -0.9369     0.0300     1.4192     0.4646
    4  0 -1  0    2     0.6384     0.0232    -0.0443     0.2186
    4  0 -1  0    3     0.2800    -0.3878    -0.0405     0.2741
    4  0 -1  0    5    -0.3662    -0.3893    -0.0224     0.2777
    4  0  0  0    6    -0.6139     0.0103    -0.0758     0.2082
    4  0  0  0   11     0.3448     0.4036    -0.0591     0.2487
    4  0  0  0   13    -0.2888     0.3870    -0.0227     0.2653
    4  0 -1  0   36     0.2987    -0.2823    -1.4616     0.4832
    4  0  0  0   42     1.0187     0.4832    -1.4694     0.4677
    4  0  0  0   43     0.6551     0.1080    -1.4252     0.2334
    4  0  0  0   44     0.3800     0.5104    -1.4622     0.2554
    4  0  0  0   45     0.0530     0.1079    -1.4326     0.2492
    4  0 -1  1  116    -0.0068    -0.3659     1.3676     0.2990
    4  0 -1  1  118    -0.6569    -0.3578     1.3787     0.2139
    4  0 -1  1  123     0.3436     0.0304     1.3387     0.4764
    4  0 -1  1  125    -0.2861     0.0207     1.3589     0.2800
