    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.46358    0.33381    0.16003    0.44890    0.99728    0.95602    0.16575    0.53350    0.04625
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.62531    0.35508   -0.33259   -0.28259    0.99752    0.99645    0.25760    0.99606    0.07103
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24524    1.08668   -0.00330    0.00337    0.24251    0.99986    0.63113    0.36210    0.33250    0.22196    0.99824    0.99624    0.24910    0.97058    0.07013
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24393    1.09067    0.04927   -0.04718    0.24259    0.96975    0.51374    0.34055    0.48871    0.17603    0.99147    0.95574    0.16494    0.53927    0.04481
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24699    1.09415    0.02624   -0.02537    0.24820    0.99182    0.53441    0.36994   -0.48197   -0.23644    0.98793    0.96578    0.16985    0.59433    0.04758
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24393    1.09713    0.01163   -0.01178    0.24044    0.99824    0.95921    0.68315   -0.29169   -0.45957    0.99912    0.99490    0.25485    0.98210    0.07096
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24292    1.10196    0.00056   -0.00059    0.24346    1.00000    0.48669    0.34903   -0.14647   -0.46571    0.98836    0.97271    0.15514    0.53389    0.04392
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24039    1.08719    0.00224   -0.00233    0.23534    0.99993    1.41851    0.38043   -0.45068   -0.08454    0.99747    0.96055    0.18099    0.59686    0.04936
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24176    1.10011   -0.00081    0.00084    0.23905    0.99999    1.59100    0.42694   -0.10000   -0.27331    0.99727    0.96273    0.17868    0.59571    0.04953
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24643    1.08993   -0.01667    0.01612    0.24686    0.99669    1.54214    0.35830    0.03861    0.14231    0.99762    0.99684    0.25509    0.99300    0.07182
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24672    1.08896   -0.03859    0.03603    0.24584    0.98214    1.50279    0.51824   -0.27504   -0.18255    0.99778    0.99741    0.25312    0.96321    0.07012
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24234    1.08302    0.01356   -0.01331    0.23879    0.99767    1.47840    0.39064    0.24923    0.16865    0.99877    0.99705    0.25678    0.99221    0.07076
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24580    1.09383   -0.06382    0.06325    0.24360    0.94837    1.47714    0.37579    0.38318    0.24005    0.99763    0.95490    0.15359    0.43507    0.04245
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.23899    1.08130   -0.01558    0.01556    0.23457    0.99682    1.60251    0.40674   -0.09406   -0.18854    0.99718    0.99329    0.25477    0.97945    0.06971
    0.24489    1.08917    0.00988   -0.00957    0.24344    0.99880    0.24210    1.09427   -0.01485    0.01496    0.24186    0.99722    1.67721    0.62612    0.05461    0.52328    0.99547    0.95048    0.14261    0.41967    0.03935
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.54349    0.37254   -0.24420   -0.48777    0.99359    0.97316    0.17839    0.60619    0.04950
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.63118    0.33273    0.21009    0.20183    0.99913    0.99941    0.24922    0.99547    0.07167
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24393    1.09067    0.04927   -0.04718    0.24259    0.96975    0.60559    0.34535   -0.21266   -0.28408    0.99828    0.99811    0.25628    0.99946    0.07044
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24236    1.09083   -0.00176    0.00176    0.24220    0.99996    0.51224    0.34899    0.25627    0.45967    0.99807    0.97052    0.19494    0.71155    0.05530
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24479    1.08835   -0.00479    0.00460    0.24579    0.99973    0.49090    0.37397    0.46199    0.23915    0.99335    0.98401    0.20025    0.74868    0.05608
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24039    1.08719    0.00224   -0.00233    0.23534    0.99993    1.46422    0.55111   -0.48795   -0.52666    0.99963    0.99922    0.25296    0.99692    0.06949
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24643    1.08993   -0.01667    0.01612    0.24686    0.99669    1.55031    0.37910   -0.25675   -0.03196    0.99115    0.96618    0.17415    0.61247    0.04942
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24573    1.08832    0.00908   -0.00863    0.24468    0.99901    1.54064    0.39770    0.21575    0.20081    0.99975    0.99951    0.25289    0.99544    0.07142
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24672    1.08896   -0.03859    0.03603    0.24584    0.98214    1.39609    0.37200   -0.02426   -0.40836    0.99762    0.95690    0.20973    0.74085    0.05857
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24359    1.10456   -0.01229    0.01289    0.24238    0.99803    1.55612    0.64962    0.43124    0.43577    0.99904    0.99949    0.24833    0.99732    0.07032
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24089    1.09237    0.01293   -0.01286    0.24072    0.99789    1.80814    0.64796   -0.02338   -0.03420    0.99969    0.99974    0.24874    0.99931    0.06996
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24580    1.09383   -0.06382    0.06325    0.24360    0.94837    1.49230    0.37939   -0.18880   -0.20511    0.99965    0.99983    0.25525    0.99313    0.07119
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24210    1.09427   -0.01485    0.01496    0.24186    0.99722    1.59090    0.38047    0.03273    0.06437    0.99976    0.99965    0.24873    0.99158    0.06928
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24315    1.09600    0.01535   -0.01572    0.24280    0.99702    1.43185    0.34921    0.25924    0.33246    0.99066    0.97497    0.16499    0.58048    0.04679
    0.24302    1.09802   -0.00716    0.00724    0.24274    0.99935    0.24443    1.09345   -0.05724    0.05700    0.24531    0.95959    1.67515    0.61300    0.49766    0.02967    0.99380    0.97122    0.19122    0.70594    0.05374
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.47257    0.34682    0.19919    0.45342    0.99457    0.97432    0.16440    0.53166    0.04616
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24089    1.08273   -0.00284    0.00274    0.24086    0.99990    0.63679    0.33381   -0.26271   -0.21828    0.99820    0.99797    0.25444    0.99177    0.06864
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24097    1.09617   -0.00671    0.00662    0.23802    0.99941    0.94854    0.67688   -0.38967   -0.45769    0.99725    0.99839    0.25532    0.99020    0.06958
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24699    1.09415    0.02624   -0.02537    0.24820    0.99182    0.46463    0.33883   -0.19513   -0.44757    0.98739    0.98327    0.18351    0.66288    0.05082
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24084    1.08415   -0.02223    0.02170    0.24000    0.99385    0.51582    0.33271   -0.46083   -0.21556    0.99583    0.96910    0.16973    0.55534    0.04613
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24039    1.08719    0.00224   -0.00233    0.23534    0.99993    1.56446    0.40937   -0.12252   -0.26314    0.99212    0.97481    0.19270    0.66534    0.05169
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24251    1.10107   -0.00650    0.00681    0.24662    0.99948    1.39181    0.41753   -0.40613   -0.00139    0.98855    0.97764    0.15553    0.54780    0.04379
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24672    1.08896   -0.03859    0.03603    0.24584    0.98214    1.54192    0.33793    0.09870    0.06776    0.99084    0.99134    0.25732    0.98304    0.06965
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24446    1.09662   -0.02271    0.02291    0.24527    0.99364    1.54210    0.60127   -0.19131   -0.12135    0.99729    0.99625    0.25191    0.98713    0.06931
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24580    1.09383   -0.06382    0.06325    0.24360    0.94837    1.46062    0.64284    0.65276    0.05616    0.99577    0.97311    0.16724    0.51315    0.04555
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.23899    1.08130   -0.01558    0.01556    0.23457    0.99682    1.44432    0.36388    0.18052    0.09587    0.99838    0.99806    0.25754    0.99273    0.06938
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24210    1.09427   -0.01485    0.01496    0.24186    0.99722    1.41380    0.35042    0.37681    0.25751    0.99105    0.96975    0.15627    0.49822    0.04249
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.25090    1.09725    0.01651   -0.01568    0.24784    0.99669    1.57617    0.38252   -0.08553   -0.01976    0.99874    0.99989    0.26376    0.99214    0.07212
    0.24172    1.08986    0.01591   -0.01644    0.23551    0.99659    0.24325    1.08941    0.01987   -0.01965    0.24072    0.99501    1.66995    0.57857    0.09631    0.48007    0.99441    0.96784    0.18049    0.60576    0.04961
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24089    1.08273   -0.00284    0.00274    0.24086    0.99990    0.53095    0.35064   -0.22508   -0.45094    0.99639    0.97214    0.18179    0.63572    0.05118
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24365    1.09475    0.01841   -0.01878    0.24133    0.99565    0.64067    0.36098    0.22113    0.20688    0.99938    0.99914    0.24942    0.97952    0.07093
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24479    1.08835   -0.00479    0.00460    0.24579    0.99973    0.51020    0.36188    0.25865    0.45923    0.99113    0.98167    0.18854    0.68729    0.05368
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24516    1.10493   -0.00564    0.00537    0.24858    0.99962    0.48239    0.35751    0.45679    0.23957    0.99773    0.97416    0.18924    0.67186    0.05433
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24251    1.10107   -0.00650    0.00681    0.24662    0.99948    1.41050    0.53182   -0.45784   -0.46349    0.99889    0.99982    0.24059    0.99885    0.07074
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24573    1.08832    0.00908   -0.00863    0.24468    0.99901    1.78462    0.60447    0.03786    0.02079    0.99973    0.99936    0.25133    0.98208    0.07223
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24672    1.08896   -0.03859    0.03603    0.24584    0.98214    1.52271    0.36736   -0.20928   -0.15212    0.99406    0.95404    0.19791    0.67629    0.05608
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24359    1.10456   -0.01229    0.01289    0.24238    0.99803    1.55877    0.40147    0.24527    0.18986    0.99882    0.99978    0.24898    0.99846    0.07178
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24446    1.09662   -0.02271    0.02291    0.24527    0.99364    1.41061    0.36614   -0.00554   -0.34613    0.99378    0.97228    0.18362    0.65885    0.05275
    0.24743    1.09593   -0.04766    0.04779    0.24755    0.97226    0.24210    1.09427   -0.01485    0.01496    0.24186    0.99722    1.44809    0.35450   -0.19634   -0.20797    0.99887    0.99972    0.25022    0.99856    0.07089
