    1    2    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42957    1.20292   -0.05379    0.05474    0.47545    0.98685    0.45894    0.24588    0.14274    0.43910    0.99308    0.89289    0.13175    0.48686    0.14842
    1    3    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42779    1.19139    0.03642   -0.03765    0.46418    0.99368    0.62173    0.24585   -0.34833   -0.27339    0.99681    0.99309    0.20954    0.99197    0.23724
    1    7    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42592    1.19063   -0.04231    0.04051    0.47154    0.99217    0.63245    0.27338    0.35395    0.23365    0.99826    0.99146    0.20118    0.95105    0.22532
    1    8    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.43294    1.18209    0.15672   -0.15289    0.47107    0.88871    0.51605    0.26484    0.49354    0.15473    0.97452    0.88480    0.13807    0.56837    0.15090
    1   26    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.43263    1.19882   -0.01388    0.01398    0.47958    0.99915    0.53186    0.27389   -0.48236   -0.23624    0.97739    0.90298    0.12423    0.49329    0.13983
    1   31    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42243    1.18384    0.01277   -0.01317    0.46221    0.99924    0.95702    0.49208   -0.24953   -0.44861    0.99791    0.98602    0.20365    0.97237    0.22972
    1   32    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42453    1.20874    0.00102   -0.00104    0.47307    1.00000    0.48628    0.26991   -0.12643   -0.47332    0.97918    0.89764    0.11571    0.44707    0.13024
    1   34    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42304    1.19708    0.02606   -0.02717    0.46638    0.99682    1.41738    0.27367   -0.44944   -0.07587    0.99306    0.90007    0.14748    0.60596    0.16378
    1   40    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42642    1.20446   -0.02615    0.02811    0.47091    0.99676    1.59100    0.27169   -0.07837   -0.28846    0.98987    0.91294    0.13795    0.55628    0.15616
    1   41    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.43072    1.20510   -0.00027    0.00026    0.47764    1.00000    1.54302    0.20870    0.04356    0.13899    0.99878    0.99470    0.20881    0.98966    0.23605
    1   43    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42643    1.18359   -0.03091    0.03030    0.46683    0.99572    1.50309    0.33102   -0.29152   -0.14605    0.99858    0.99290    0.20434    0.96719    0.23092
    1  113    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42033    1.18069    0.07212   -0.07369    0.45916    0.97567    1.48045    0.27749    0.26416    0.13873    0.99814    0.99023    0.20775    0.99026    0.22837
    1  114    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.43152    1.16921   -0.10999    0.10655    0.46502    0.94569    1.47704    0.24552    0.37017    0.22997    0.99129    0.88412    0.11661    0.37112    0.13155
    1  115    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.42202    1.18114   -0.07209    0.07418    0.45243    0.97431    1.60168    0.25615   -0.10029   -0.21506    0.99621    0.99110    0.21037    0.96666    0.23507
    1  116    0.42993    1.18198    0.01495   -0.01400    0.47096    0.99903    0.41883    1.18315   -0.04713    0.04972    0.45398    0.98912    1.67759    0.49588    0.02634    0.58987    0.98138    0.89146    0.10739    0.36629    0.11944
    2    3    0.42957    1.20292   -0.05379    0.05474    0.47545    0.98685    0.42779    1.19139    0.03642   -0.03765    0.46418    0.99368    0.53931    0.28373   -0.26176   -0.48427    0.98961    0.93785    0.14607    0.59329    0.16706
    2    4    0.42957    1.20292   -0.05379    0.05474    0.47545    0.98685    0.43517    1.19696   -0.09775    0.09764    0.47906    0.95739    0.63213    0.22416    0.18360    0.18150    0.99933    0.99948    0.20715    0.99769    0.24097
    2    8    0.42957    1.20292   -0.05379    0.05474    0.47545    0.98685    0.43294    1.18209    0.15672   -0.15289    0.47107    0.88871    0.60380    0.25275   -0.18030   -0.30233    0.99382    0.99731    0.21317    0.98819    0.23811
