    1    2     484.00000     442.52444     335.86426     205.85997      93.38436      18.94841     -19.16894     -33.35318     -34.64392     -28.85180     -19.19722      -9.03372    -1.43822     2.45144     3.55229     3.36403     2.80319     2.27196     2.11455     2.52758     3.20676     3.49387     2.97492     1.77585     0.25372    -1.37073    -2.91710    -3.95443    -3.92772    -2.70544    -0.87693     0.64641
    1    3     484.00000     429.64749     295.64288     146.09239      34.30124     -23.52422     -40.12225     -34.98272     -21.86538      -8.69941       0.17263       3.88411     4.28327     3.51491     2.55293     1.66364     1.01588     0.55714     0.07386    -0.34644    -0.34922     0.12275     0.67883     0.90031     0.61016    -0.15602    -1.08067    -1.59547    -1.40844    -0.92133    -0.68914    -0.54372
    1    7     484.00000     429.07050     293.45972     141.98169      29.34459     -27.23950     -41.09998     -33.48888     -19.41804      -6.66538       1.29339       4.17359     3.97407     2.90109     1.95621     1.25767     0.75472     0.34574    -0.05664    -0.26944    -0.00063     0.63380     1.09891     1.00092     0.35898    -0.62622    -1.65723    -2.19657    -1.75449    -0.53107     0.60175     1.00724
    1    8     484.00000     439.04803     325.29974     190.84348      79.20126       8.52983     -26.00756     -37.22238     -35.14661     -25.94034     -14.42951      -4.55790     1.71479     4.44723     4.64216     3.52162     2.32506     1.90514     2.28081     2.85440     3.08394     2.75735     1.78442     0.17276    -1.69512    -3.11363    -3.61118    -3.30651    -2.58243    -1.58928    -0.27349     1.21688
    1   26     484.00000     437.43689     321.14001     186.88934      78.35781      10.44110     -23.94305     -36.57415     -35.46376     -26.41198     -15.04219      -5.43372     1.03598     4.50873     5.36037     4.36877     2.90969     2.10909     2.10604     2.41972     2.62831     2.46540     1.70806     0.35780    -1.24826    -2.70254    -3.72244    -4.00042    -3.20203    -1.39849     0.67869     2.10656
    1   31     484.00000     390.73685     180.41852      -4.88681     -75.79031     -49.89173      -0.31183      22.62231      16.94389       3.15809      -4.70739      -5.22221    -2.43177     0.04406     0.87550     0.67976     0.40973     0.19353    -0.09561    -0.10595     0.33304     0.56507    -0.01926    -0.94686    -1.17458    -0.33214     0.93075     1.55305     0.89701    -0.60483    -1.59363    -1.07990
    1   32     484.00000     440.83887     330.30597     196.79579      83.11546      10.00002     -25.26769     -36.18833     -34.51641     -26.53101     -15.81149      -5.76735     0.91866     3.71791     3.98818     3.37445     2.76866     2.45892     2.54975     2.93670     3.18176     2.79218     1.66214     0.12231    -1.40221    -2.63169    -3.35265    -3.33137    -2.49008    -1.12897     0.18048     0.99639
    1   34     484.00000     324.16257      76.74581     -10.85258      -9.21278      -5.63014      -3.40639      -3.82400      -2.75789      -0.62634       0.22042       0.39889     0.05086     0.30950     0.43235     0.31334     0.11249     0.00682     0.17186     0.14394     0.07713    -0.05251    -0.01184     0.04995    -0.03813    -0.09129    -0.13421     0.23085     0.31300    -0.42350    -0.90046    -0.47197
    1   40     484.00000     294.21490      37.47442     -17.65038      -5.71998      -3.10506      -2.97253      -3.31480      -0.66130       0.16473       0.16714      -0.02165     0.47045     0.51484     0.19907     0.07168     0.16026     0.18467    -0.03993    -0.04434    -0.00193     0.05982    -0.14429    -0.14566    -0.08156    -0.03633    -0.19149    -0.34248     0.01658     0.40460     0.46868     0.24402
    1   41     484.00000     303.31964      51.81902     -10.28157      -2.30022      -1.11442      -1.99633      -3.84107      -1.93204      -0.87387      -0.67247      -0.81091    -0.27599     0.23897     0.15010     0.07831     0.14152     0.37163     0.21423     0.11899     0.09369     0.21152     0.09867    -0.03352    -0.01283     0.04242     0.22769     0.08727    -0.17724    -0.31861    -0.30899    -0.23848
    1   43     484.00000     308.77972      49.30293     -26.95433     -14.38396      -5.82938      -1.61430      -1.15522       0.55998       1.52381       0.92786       0.20030    -0.14021     0.17481     0.05431    -0.05125    -0.11237     0.01079     0.04897    -0.05555    -0.08636    -0.08548     0.00156    -0.06657    -0.07322     0.02246     0.32873    -0.13903    -0.89954     0.43092     1.69601     0.34140
    1  113     484.00000     313.96036      62.29320     -14.36585      -8.24787      -4.72265      -3.08344      -3.75453      -1.91310      -0.10670       0.31735       0.16835     0.03639     0.47978     0.38962     0.21312     0.02697     0.12081     0.16875     0.03355    -0.03745    -0.04921     0.09897     0.02805    -0.06533    -0.09533     0.17722     0.14837    -0.77526    -1.03385    -0.04307     0.97507
