    1    2    0.43517    0.21711    0.08839    0.13982    0.86773    0.88021
    1    3    0.56394    0.25188    0.10864    0.00000    0.00189    0.00189
    1    7   -0.55781    0.24960    0.10861    0.00311    0.00320    0.00098
    1    8   -0.13087    0.46255    0.19520    0.14673    0.87876    0.89241
    1   26    0.15767    0.44539    0.19617    0.13965    0.86762    0.88007
    1   32   -0.40844    0.19964    0.08952    0.14667    0.87783    0.89151
    1   34   -0.35057    0.62045    1.24785    0.13982    0.86909    0.88155
    1   38    0.77028    0.11865    1.46525    0.13813    0.86931    0.88135
    1   40    0.21563    0.37466    1.35452    0.14734    0.87865    0.89244
    1   41   -0.17913    0.17379    1.42342    0.00000    0.00150    0.00158
    1   47   -0.37879    0.07574    1.53210    0.00359    0.00407    0.00201
    1   48    0.04829    0.28850    1.61868    0.14718    0.88008    0.89383
    1  113    0.16551    0.17986    1.43283    0.00000    0.00224    0.00221
    1  114   -0.26983    0.39645    1.34449    0.13955    0.86916    0.88158
    1  115    0.39899    0.07243    1.54147    0.00060    0.00104    0.00091
    1  116   -0.84079    0.14176    1.46110    0.13795    0.86897    0.88096
    1  120    0.29627    0.64224    1.23792    0.14721    0.87984    0.89356
    2    3    0.45347    0.22431    0.13928    0.13982    0.86963    0.88209
    2    4   -0.57088    0.25832    0.10833    0.00347    0.00242    0.00345
    2    8    0.56000    0.26189    0.09940    0.00725    0.01127    0.01320
    2    9   -0.46243    0.17490    0.12296    0.13951    0.86743    0.87986
    2   11    0.10145    0.43083    0.02281    0.13976    0.86971    0.88216
    2   41   -0.03652    0.28391    1.38519    0.13951    0.86928    0.88169
    2   42    0.14724    0.19608    1.42421    0.00060    0.00115    0.00124
    2   43   -0.60030    0.02820    1.28503    0.13976    0.86971    0.88216
    2   47    0.52146    0.53678    1.48553    0.14150    0.86938    0.88224
    2   48    0.41308    0.06566    1.52369    0.00796    0.01249    0.01474
    2   49   -0.31627    0.39426    1.59060    0.13951    0.86803    0.88046
    2  114   -0.14133    0.18347    1.43493    0.00049    0.00142    0.00138
    2  116   -0.42956    0.07510    1.54303    0.00386    0.00234    0.00362
    2  121   -0.60359    0.00863    1.31200    0.13933    0.86894    0.88135
    2  123    0.03995    0.24731    1.41227    0.13939    0.86944    0.88183
    2  125   -0.53035    0.50470    1.52060    0.14108    0.86816    0.88098
    3    4    0.44242    0.21334    0.08017    0.13813    0.87121    0.88324
    3    5    0.56926    0.25603    0.11711    0.00409    0.00421    0.00134
    3   26   -0.40663    0.19273    0.08753    0.13965    0.86952    0.88195
    3   28    0.16346    0.44857    0.20454    0.13813    0.87060    0.88263
    3   34    0.21407    0.36816    1.35649    0.13982    0.87099    0.88343
    3   36   -0.35610    0.62381    1.23993    0.13813    0.87121    0.88324
    3   40    0.77980    0.12128    1.46316    0.14734    0.88055    0.89432
    3   41   -0.38466    0.07883    1.53207    0.00035    0.00049    0.00060
    3   42    0.05106    0.29451    1.62039    0.14049    0.87066    0.88322
    3   43   -0.17869    0.17441    1.42349    0.00035    0.00000    0.00035
    3  114    0.29287    0.64889    1.23585    0.13955    0.87106    0.88347
    3  115    0.16460    0.17977    1.43282    0.00060    0.00109    0.00098
    3  116   -0.27760    0.39311    1.35246    0.13795    0.87087    0.88285
    3  117    0.40416    0.07598    1.54972    0.00400    0.00413    0.00124
    3  118   -0.84045    0.13949    1.46317    0.13786    0.87067    0.88266
    4    5    0.45355    0.22403    0.13935    0.14000    0.86970    0.88220
    4    6   -0.56375    0.25615    0.10018    0.00000    0.00134    0.00138
    4   11   -0.46994    0.17132    0.13085    0.13807    0.87129    0.88331
    4   13    0.09998    0.42990    0.02440    0.13943    0.86840    0.88082
    4   41    0.53603    0.54764    1.49095    0.13782    0.87085    0.88283
    4   42    0.42618    0.06758    1.53161    0.00392    0.00162    0.00372
    4   43   -0.02750    0.29068    1.39254    0.13808    0.87129    0.88331
    4   44    0.14417    0.19206    1.42521    0.00035    0.00069    0.00069
    4   45   -0.59738    0.03202    1.28611    0.13943    0.86964    0.88205
    4   51   -0.32654    0.38650    1.59918    0.13782    0.87093    0.88291
    4  116   -0.13853    0.17911    1.43549    0.00035    0.00049    0.00060
    4  118   -0.42513    0.07696    1.53594    0.00035    0.00069    0.00060
    4  123   -0.60855    0.00809    1.30502    0.13770    0.87102    0.88298
    4  125    0.03851    0.25058    1.41158    0.13931    0.86973    0.88213
    4  127   -0.52514    0.50684    1.51200    0.13963    0.87045    0.88287
    5    6    0.43550    0.21613    0.08873    0.14000    0.87106    0.88354
    5    7    0.56372    0.25293    0.10821    0.00091    0.00098    0.00049
    5   28   -0.40523    0.19294    0.08918    0.14000    0.86909    0.88160
    5   30    0.15835    0.44572    0.19761    0.13993    0.87012    0.88263
    5   34    0.78915    0.11390    1.47035    0.14176    0.86949    0.88240
    5   36    0.21823    0.36884    1.35595    0.14000    0.86970    0.88220
    5   38   -0.34549    0.62182    1.24734    0.14000    0.86970    0.88220
    5   43   -0.39689    0.08026    1.53906    0.00397    0.00410    0.00146
    5   44    0.04504    0.29395    1.62119    0.14000    0.86909    0.88160
    5   45   -0.17294    0.17497    1.42442    0.00069    0.00035    0.00069
    5  116    0.28740    0.64955    1.23613    0.13981    0.86935    0.88182
    5  117    0.15952    0.18073    1.43316    0.00000    0.00035    0.00035
    5  118   -0.27617    0.39663    1.34472    0.13974    0.86916    0.88163
    5  119    0.40407    0.07219    1.54172    0.00035    0.00173    0.00169
    5  120   -0.83100    0.14032    1.45343    0.14920    0.88022    0.89442
    6    7    0.45384    0.22333    0.13926    0.13941    0.87128    0.88363
    6    8   -0.56047    0.24801    0.09949    0.01010    0.00810    0.01294
    6   13   -0.46401    0.17311    0.12458    0.13943    0.86976    0.88216
    6   15    0.09940    0.43031    0.02407    0.13879    0.87019    0.88247
    6   43    0.53550    0.54756    1.49272    0.13808    0.87265    0.88465
    6   44    0.41949    0.06467    1.52539    0.00035    0.00198    0.00198
    6   45   -0.03403    0.28813    1.38629    0.13943    0.87100    0.88339
    6   46    0.14380    0.19238    1.42534    0.00049    0.00098    0.00077
    6   47   -0.59746    0.03096    1.28587    0.13975    0.87230    0.88472
    6   53   -0.32101    0.38847    1.59277    0.13949    0.87143    0.88381
    6  118   -0.13838    0.17938    1.43576    0.00035    0.00195    0.00192
    6  120   -0.42189    0.06861    1.53548    0.01040    0.00921    0.01389
    6  121   -0.51854    0.50540    1.51019    0.13763    0.87187    0.88383
    6  125   -0.60225    0.00639    1.31140    0.13931    0.87109    0.88346
