Fr 0.95 Data refpen.dat Method refpen average R2 R2 0.8875510446208867 MAE 7.857081704558432
Fr 0.95 Data cip.dat Method cip average R2 R2 0.9763416448581792 MAE 3.496765757970634
Fr 0.95 Data picip.dat Method picip average R2 R2 0.9557328186377022 MAE 4.655608082920933
Fr 0.95 Data u3dmrs.dat Method u3dmrs average R2 R2 -0.20579473261231024 MAE 25.28174597859466
Fr 0.95 Data c3dmrs.dat Method c3dmrs average R2 R2 0.9273843997176779 MAE 6.665010919052658
Fr 0.95 Data dmru3d.dat Method dmru3d average R2 R2 -0.14279979435099663 MAE 24.46807005705977
Fr 0.95 Data dmrc3d.dat Method dmrc3d average R2 R2 0.9370303445224286 MAE 6.008145672070777
Fr 0.95 Data dpiu3d.dat Method dpiu3d average R2 R2 0.830344355764369 MAE 7.778370848630432
Fr 0.95 Data piu3d.dat Method piu3d average R2 R2 0.8123303835740419 MAE 8.251120947217915
Fr 0.95 Data dpic3d.dat Method dpic3d average R2 R2 0.966675963726473 MAE 3.8786080159762113
Fr 0.95 Data pic3d.dat Method pic3d average R2 R2 0.8611004005773643 MAE 10.70676984594029
Fr 0.95 Data dpiu3d.dat Method dpiu3d average R2 R2 0.830344355764369 MAE 7.778370848630432
Fr 0.95 Data dpic3d.dat Method dpic3d average R2 R2 0.966675963726473 MAE 3.8786080159762113
