   1 2      66.99560    -80.89954     75.32819    -97.46801
   1 3     -87.14455    -49.35768   -114.98684    -77.52217
   1 7     -74.88574     84.02958    117.34486   -116.92648
   1 8     -63.65638      7.12575     20.52555    -51.99566
   1 26     -17.75926    -17.09814     16.65012     17.09258
   1 32      98.32409   -139.06990   -151.04913    179.82425
   1 34      -0.87656      6.95931     -2.82706     -5.50919
   1 40      -0.90598     -0.88137      1.04178     -0.57743
   1 41      15.81031     -0.10348     -4.61595     -9.05516
   1 43      -0.09776      0.36655     -0.16671      0.14231
   1 113      -0.01931      8.83549     14.02344     12.85522
   1 114       6.76922     -0.67548      2.23727    -17.50830
   1 115       6.85913     -1.68403      1.62583     -3.66608
   1 116       0.19920     -0.02209      0.02889      0.13186
   2 3     -40.04736     -3.83166    -34.03647    -41.05791
   2 4     -43.15075     20.20676    -42.30227     54.17415
   2 8     -78.27865     82.41704    123.35391   -115.79873
   2 9    -101.04534     61.61086     77.80978   -161.99200
   2 11     136.02600    110.76031    122.61821    207.81978
   2 41       0.63172      1.21039      1.74956     -1.13971
   2 42      -0.41919      0.83843      1.59669     -1.26804
   2 43       2.54102     -7.26982     -5.64307      7.95775
   2 48       0.00052     -0.00435     -0.05055      0.00980
   2 51       0.05047     -0.00303     -0.10768     -0.00330
   2 114       3.23382    -14.15718      6.43919     -7.40190
   2 116     -11.14394     -0.74565      3.23702     -5.03356
   2 123       1.75893      0.31867     22.51485      6.47517
   2 125       0.20177     -0.15393     -0.29083      0.13865
   3 4     105.25488    129.47976   -135.72053   -164.43525
   3 5      44.77696     36.97609    -59.64557    -58.56993
   3 26      84.27243     73.59739    107.07245     38.53599
   3 28     -98.86489   -100.70729    164.22851    142.55849
   3 33      -0.00260      0.00651      0.00345     -0.05654
   3 34       0.62101     -4.98208      3.39381     10.14923
   3 36      -0.04259     -1.18102     -0.13735     -5.24149
   3 43      32.58417      0.52824     34.50951     21.76870
   3 45      -0.01004     -0.07918     -0.04693      0.03292
   3 114       0.00565      0.10348      0.10523      0.00942
   3 115      -3.40573      5.69230      2.63637     -2.84159
   3 116       7.93335      3.80730     -7.01566    -12.57681
   3 117      -7.59156      1.73313     -2.82700     -1.77326
   3 118      -0.10114      0.11760      0.10523     -0.14437
   4 5      96.10743    -48.82989    100.27703   -102.47240
   4 6     -55.66010    -49.52087    -80.40183    -74.85244
   4 11     -59.41187    -15.01348     66.72979     64.82589
