    1    2       0.36744       2.31113       0.51405       1.65820       2.21736       0.16955       1.64761       0.28419       0.20066       1.47234       0.10634       1.10384       1.95389       0.59691       1.63764       0.41582
    1    3       0.36713       2.26172       0.93100       1.30801       2.58729       0.42671       2.44337       0.24125       0.20302       1.30499       0.41363       0.71535       2.33764       0.98210       2.55140       0.43162
    1    7       0.41104       2.63625       0.23968       2.42841       2.21358       0.37505       1.28971       0.91332       0.92661       2.37347       0.39374       2.52330       1.27171       0.22481       0.71180       0.40154
    1    8       0.36376       2.59859       0.30915       2.34813       1.91491       0.22047       1.09971       0.65632       0.51143       2.12403       0.16904       2.11643       1.33109       0.27825       0.81448       0.45915
    1   26       0.21534       1.95309       0.60568       1.17050       2.58106       0.30200       2.20645       0.21088       0.33120       1.35018       0.42130       0.84185       2.05836       0.51460       1.99385       0.13815
    1   32       0.11745       2.20080       0.23017       1.65544       2.20882       0.31100       1.66103       0.53966       0.51526       1.94654       0.38799       1.66984       1.39467       0.16836       1.09903       0.11682
    1   33       2.26968       8.13884       2.88507       7.05294       0.36778       2.19961       0.23644       1.84587       1.92391       6.99664       2.18980       6.26948       0.32351       2.96524       0.54206       2.24958
    1   34       2.06890       8.01153       3.20269       6.51283       0.08218       2.01093       0.42207       1.27613       1.40579       6.63135       2.23457       5.42185       0.34757       3.00734       1.00200       1.97290
    1   40       2.50664       8.79599       3.27009       7.74437       0.23731       2.51558       0.22597       2.12166       2.18907       7.77131       2.63969       6.95218       0.15066       3.15169       0.46121       2.51294
    1   41       2.44308       8.82434       3.28237       7.46881       0.06336       2.40081       0.22267       1.80073       1.87872       7.43933       2.36154       6.45043       0.21711       3.38782       0.73438       2.41821
    1   43       2.44664       8.55922       3.77402       6.83049       0.27207       2.38208       0.83519       1.42579       1.50018       6.86010       2.46588       5.49618       0.81333       3.68834       1.74123       2.36550
    1   47       3.30795       9.94211       3.89690       8.83589       0.66231       3.25647       0.50847       2.93755       3.05761       8.90339       3.27754       8.15522       0.49623       3.88964       0.71274       3.21058
    1  113       2.09208       0.06851       1.42516       0.36846       8.20612       2.14223       6.85017       3.22183       3.17862       0.38319       2.15873       1.03918       6.68678       1.40283       5.68419       2.12624
    1  114       2.07240       0.12721       1.48987       0.32630       8.00280       1.98105       6.72108       2.99732       2.81201       0.14064       1.95628       0.64326       6.81885       1.53979       5.82113       2.24205
    1  115       2.53892       0.14989       2.08813       0.16237       8.91298       2.46919       7.69490       3.29533       3.25299       0.14242       2.46850       0.51390       7.77363       2.05967       6.88858       2.52482
    1  120       2.10225       0.47564       1.13343       1.01003       7.78135       2.12052       6.02874       3.36167       3.19048       0.87579       1.95483       1.66372       6.24268       1.28609       4.76835       2.26264
    2    3       0.32273       1.95674       0.57202       1.40353       2.51254       0.19777       2.12481       0.30044       0.20260       1.12276       0.17869       0.78273       2.16877       0.62719       2.09369       0.46616
    2    4       0.31066       2.24558       0.85111       1.29444       2.40913       0.38138       2.20449       0.22565       0.19298       1.37997       0.37626       0.79188       2.13552       0.89845       2.30326       0.36641
    2    8       0.37742       2.74460       0.26033       2.47218       2.02730       0.43509       1.12575       0.90231       0.82602       2.43238       0.34399       2.52577       1.12067       0.30203       0.59418       0.40368
    2    9       0.25326       2.72983       0.32903       2.21755       1.92873       0.43664       1.28807       0.51058       0.70277       2.48450       0.49791       2.15475       1.08018       0.33403       0.75890       0.17340
    2   11       0.17643       2.32943       0.64844       1.51329       2.10719       0.27243       1.88134       0.17655       0.31445       1.75537       0.54780       1.21320       1.60728       0.52306       1.66534       0.11545
    2   34       2.30840       8.13165       3.32985       6.70526       0.25093       2.12310       0.47466       1.48003       1.54571       6.66363       2.21774       5.59604       0.54902       3.16944       1.13847       2.15623
    2   36       2.32145       8.09386       3.69463       6.29045       0.47903       2.24616       1.07798       1.27415       1.30269       6.33796       2.30623       4.88076       1.07733       3.61613       2.05254       2.27964
    2   41       2.59678       8.67805       3.04544       7.68430       0.24952       2.40151       0.12273       2.07132       2.12177       7.47216       2.35243       6.72999       0.27657       3.22300       0.41630       2.59570
    2   42       2.31481       8.71848       3.28459       7.36156       0.08399       2.48670       0.23077       1.96594       1.84078       7.57252       2.46428       6.57694       0.18599       3.30799       0.70040       2.41439
    2   43       2.12216       8.02318       3.10111       6.67741       0.05919       2.05134       0.36169       1.37410       1.36004       6.56983       2.08579       5.45281       0.42292       3.15979       1.02268       2.20544
    2   48       3.15247       9.69682       3.67206       8.78821       0.64146       3.20726       0.41162       3.05475       2.97081       8.79085       3.14545       8.23731       0.41499       3.75138       0.54830       3.23281
    2  114       2.09308       0.08341       1.46049       0.36699       8.04428       1.99512       6.68384       3.11110       3.08284       0.31278       2.09350       0.96401       6.56122       1.30905       5.56575       2.04426
    2  116       2.44645       0.18596       2.04487       0.12450       8.67205       2.40956       7.44956       3.07307       3.14620       0.13535       2.37788       0.42616       7.51537       2.03821       6.66950       2.33995
    2  123       1.91297       0.11199       1.46135       0.11693       7.82309       2.12464       6.72260       2.67687       2.86842       0.40027       2.18467       0.59520       6.42794       1.46161       5.60534       1.77186
