   1 2     -83.23180    -82.66414    102.31229     73.56376
   1 3      20.68305    -11.46802    -24.59407     17.81709
   1 7      49.77871     39.87186     74.23793     60.84306
   1 8      98.23597    -68.54317    115.40145   -135.35904
   1 26     110.69920     94.35775   -156.42221   -140.78044
   1 32    -115.34128   -120.69333   -138.56421   -146.11084
   1 34       1.16368     -9.22864      2.40084     -3.86213
   1 40       2.21053      0.96018      2.16323     -2.55769
   1 41      -1.21114     -0.09718      2.86341     -3.04945
   1 43      -0.30376      0.13433      0.24771      0.07286
   1 113      -0.13748     -6.47962     -6.00907      2.88935
   1 114      -5.97773      2.25495      9.12760     34.42672
   1 115       7.04900      0.86906      7.29760      4.99515
   1 120      -0.02473      0.07198      0.05001      0.02279
   2 3    -100.38003    -90.03561   -132.76102   -148.28003
   2 4     -61.19314    -50.25697    -84.03339    -75.87760
   2 8     -27.72945    -21.28812     34.37757     33.68437
   2 9     -81.49201     30.32281     86.27257    -78.99499
   2 11     101.90850    -68.84834     54.93565   -118.86477
   2 34       0.38831     -1.13950      0.12997      1.13333
   2 36       0.02070      0.00261      0.04539      0.00024
   2 41      -3.22286     -0.08027      2.42413     -7.17800
   2 42      21.58292      5.68556      0.91992      3.89228
   2 43       3.19276    -18.66237     -6.67048      5.37759
   2 44      -0.38007     -0.81317      0.01440     -0.00393
   2 48      -0.01909     -0.00873     -0.00062     -0.05040
   2 114       2.58599     -2.38736      5.66215     -5.44590
   2 115       1.31496     -0.03460      0.26917      2.25202
   2 116       3.79779     -1.63897     -6.62865      0.41021
   2 123       1.88902      1.88592     16.15637     -2.67154
   3 4     127.00908   -110.31454   -191.77731    118.35775
   3 5     -73.29414    -46.86293     92.15215     83.50814
   3 25       0.02357      0.04254      0.05656      0.05522
   3 26      87.48085    121.39968     89.71452    153.92041
   3 28     -92.24570    -36.22782     60.61540     95.49288
   3 34     -12.09559      3.80645      2.81789     -8.93431
   3 36      -3.11159     -2.29279     -3.26703     11.58164
   3 43      -6.38921      1.00720      0.87643     -4.92946
   3 45       0.00535      0.04262     -0.13325     -0.05680
   3 115      -2.87868     -3.20297     -4.82652      7.25701
   3 116       3.20234     -7.77472      2.37657    -27.21636
   3 117      -1.37363     -0.61027     -4.46600      1.00971
   3 118       0.05640      0.13155     -0.17984     -0.00023
   4 5     -94.05735    -57.76470    125.38192    104.69638
   4 6     -42.14148     25.84059     66.59631    -31.75303
   4 11     -70.33876    -48.83165    -64.70508    -87.06254
   4 13      59.83466     63.98128    -61.82671    -33.23553
   4 38       0.00141     -0.01422     -0.00472     -0.03351
   4 42       0.01007     -0.00295     -0.03303     -0.02213
   4 43      -0.40319      1.33484     -1.25787     -1.98675
   4 44      -4.02648      0.56251      0.00053     -0.67246
   4 45       2.95350    -11.59366      4.53904     -8.76484
   4 46      -0.03920      0.28729      0.18402     -0.02023
   4 53       0.04386      0.04182      0.03178      0.10861
   4 116      -4.23136     12.91608    -10.84868      1.13485
   4 118      11.24582      0.13358      5.92394     -4.11886
   4 124      -0.00506      0.01023      0.02651     -0.01387
   4 125      15.77458     -1.76555    -22.91333      6.13113
   4 127       0.15952      0.07207      0.12425      0.46800
   5 6      92.41811     95.33719     91.83156     93.58615
   5 7     -70.06841     47.93617    -75.97781     93.46426
   5 28      99.83732    -95.47312   -163.72604    101.30786
   5 30     -77.35493    -21.84515    -66.89537    -96.73813
   5 36      -1.80160      1.09116     -6.90191      6.50948
   5 38      -4.24061      3.18074      0.70800      4.99497
   5 45       0.23007     -0.59441      1.75469      1.07219
   5 47      -0.03880      0.00263      0.11680     -0.05525
   5 117       0.84888      2.02330     -1.55503     -1.50721
   5 118      -6.19769     -6.43036    -12.39662    -21.55134
   5 119       6.33315      2.34182     -3.59857      2.11831
   5 120      -0.36854      0.36065     -0.27075      0.30205
   6 7    -102.91526    -68.73513    138.38723     99.15348
   6 8     -65.72033     56.88031     89.17471    -92.65278
   6 13     -39.91700     -9.19156    -43.03442    -36.90670
   6 15     111.89228     86.88101    -58.71504   -165.53551
   6 38       0.37886     -1.65526      1.94579     -1.92875
   6 44      -0.01432      0.00272     -0.00483      0.01810
   6 45       0.38390     -1.00563     -4.59488      3.89825
   6 46      25.36544     -8.44377      0.66597      5.59024
   6 47       0.60636      0.94188     -5.54860      0.97456
   6 48      -0.15887     -0.39254      0.20104      0.13924
