    1    2     362.26544     330.23608     248.04630     148.33878      62.79719       7.08628     -20.36523     -29.25012     -28.19515     -21.91611     -13.18788      -4.71586     1.27025     4.13807     4.74927     4.30964     3.56116     2.84640     2.39744     2.28041     2.22661     1.78227     0.69167    -0.89653    -2.53750    -3.71166    -4.00938    -3.30682    -1.88341    -0.29386     1.00540     1.92916
    1    3     362.26544     320.16440     216.28354     100.60232      15.58062     -25.36000     -33.00418     -24.71200     -12.71253      -2.89857       2.60324       4.06786     3.31097     2.15843     1.35722     0.81361     0.31610    -0.14588    -0.37259    -0.09742     0.64724     1.34754     1.44724     0.84318    -0.32502    -2.02113    -3.81965    -4.34664    -2.29034     1.67088     4.81246     4.93273
    1    7     362.26544     320.85852     218.70761     104.81938      20.51095     -21.29807     -30.83013     -24.36434     -13.46205      -4.04930       1.44405       3.09540     2.59554     1.64593     0.96926     0.55313     0.19859    -0.20273    -0.47543    -0.21834     0.67713     1.72023     2.29125     2.13330     1.10372    -0.98966    -3.60835    -5.01165    -3.68563    -0.33551     2.50342     3.15724
    1    8     362.26544     326.77704     237.76883     134.37717      50.67161      -0.57766     -24.27733     -30.42045     -26.58135     -17.89128      -8.52343      -1.28362     3.00059     4.75748     4.71266     3.72604     2.75076     2.32842     2.28016     2.10041     1.47130     0.35227    -1.07796    -2.40242    -3.17869    -3.31817    -2.97515    -1.99606    -0.00152     2.62424     4.31793     3.64881
    1   26     362.26544     328.31021     243.10736     143.86891      62.68585      11.30197     -14.93121     -24.88543     -24.88884     -19.22463     -11.72680      -5.23090    -0.80269     1.63896     2.44103     2.14852     1.56565     1.30993     1.45990     1.79376     2.11415     2.23034     1.93798     1.20207     0.16464    -1.06289    -2.28223    -2.84399    -1.97681     0.09376     1.75190     1.37853
    1   32     362.26544     331.37418     252.02977     155.47585      71.91241      16.18574     -13.12028     -24.84948     -26.67841     -22.71196     -15.50066      -7.72815    -1.70051     1.72554     3.03855     3.11379     2.62409     2.08062     1.87435     2.07084     2.37601     2.46029     2.19952     1.51766     0.23456    -1.60037    -3.25030    -3.57194    -2.09957     0.19655     1.52581     0.84646
    1   34     362.26544     243.77373      59.95910      -6.38167      -6.63931      -4.44097      -2.82179      -3.14033      -2.24284      -0.41264       0.40005       0.50752     0.16014     0.21959     0.26770     0.12569    -0.09065    -0.14123     0.00308     0.04142    -0.08936    -0.19352    -0.00763     0.25849     0.16840    -0.84398    -0.24861     3.04400     2.84342    -1.92597    -4.28479    -2.19455
    1   40     362.26544     224.65875      34.23021     -11.31634      -4.00456      -2.25815      -2.29551      -2.99592      -1.19249      -0.23454      -0.02688      -0.08763     0.29769     0.53355     0.31546     0.14609     0.18311     0.27558     0.11281    -0.03042     0.00523     0.10726    -0.05483    -0.29516    -0.42267     0.04996     0.04359    -0.83066    -0.65360     0.53097     1.18868     0.91944
    1   41     362.26544     221.42323      31.23931      -9.95509      -2.33313      -1.29706      -1.90952      -2.79301      -1.07983      -0.41537      -0.29468      -0.34316     0.13859     0.35284     0.22410     0.11205     0.17118     0.20392     0.03268    -0.08938    -0.08350    -0.03046    -0.16651    -0.20361     0.17341     1.54782     1.15749    -1.35823    -1.77713    -0.57016     0.04996     0.28633
    1   43     362.26544     225.09512      29.77898     -19.99900      -9.02680      -3.51155      -1.18219      -1.01101       0.58475       1.04859       0.51555      -0.00822    -0.00069     0.22397     0.04810    -0.10493    -0.09352     0.04651    -0.02783    -0.13976     0.00089     0.24113     0.05329    -0.35068    -0.34074     1.37273     0.14696    -4.19963     0.04219     6.01637     1.45807    -3.90827
    1  113     362.26544     238.12495      51.62139      -8.60899      -5.85418      -3.61254      -2.44002      -3.09544      -1.87453      -0.33599       0.16849       0.15373    -0.07354     0.24679     0.32842     0.29432     0.12550     0.10181     0.19724     0.12538    -0.05071    -0.22415    -0.07568    -0.02226    -0.41202    -0.47485     1.71689     2.90990    -1.30160    -4.61763    -2.11684     1.46994
    1  114     362.26544     242.84409      59.28674      -4.92517      -4.60117      -3.07131      -2.30472      -3.29293      -2.52457      -0.90929      -0.16668       0.07793    -0.11818     0.18874     0.27272     0.21020     0.03622    -0.02601     0.14686     0.15614     0.21409     0.04965     0.09394     0.13823     0.17369     0.22326    -0.92827    -1.06227     0.78572     1.32555     0.24288    -0.61327
    1  115     362.26544     224.87517      35.59974      -8.98147      -2.17752      -1.13086      -1.59246      -2.60643      -1.05639      -0.38012      -0.25441      -0.37283    -0.03047     0.15696     0.02086    -0.07943    -0.07956     0.04784    -0.02128    -0.03241    -0.03117     0.16376     0.17744     0.05754    -0.05152     1.10137     1.74183    -0.65188    -2.02991    -1.01401    -0.12836     0.19197
    1  120     362.26544     239.87599      44.89382     -26.59693     -18.16865      -6.15473       0.76362       2.18361       1.79089       1.59285       0.49948      -0.21702    -0.62692    -0.42327    -0.10558    -0.11272    -0.07131     0.00969     0.27578     0.27872    -0.04271    -0.27040    -0.13123     0.23178     0.29509    -0.31622    -0.68168     1.14477     1.17057    -2.80365    -1.79608     3.50221
    2    3     362.26544     327.11533     238.94524     136.47118      53.32546       2.01189     -22.35575     -29.45572     -26.45275     -18.28226      -9.21613      -2.20076     1.97127     3.81159     3.96421     3.13761     2.31070     2.18436     2.59905     2.89032     2.62919     1.74450     0.25003    -1.66947    -3.42087    -4.28987    -4.00557    -2.78879    -0.96511     1.09517     2.72473     3.19304
    2    4     362.26544     320.00610     216.44240     102.35530      19.03223     -22.07414     -31.82999     -25.68759     -14.40985      -4.17655       1.95679       3.91601     3.53666     2.52957     1.60257     0.90196     0.38167    -0.10833    -0.52163    -0.51362     0.09206     0.98500     1.64711     1.60641     0.48909    -1.48664    -3.04244    -2.82916    -1.20979    -0.05231    -0.18878    -0.15034
